1 saiba saber 6 VERB acl
102 lider lider 304 NOUN appos
103 de de 105 ADP case
104 o o 105 DET det
105 podemos podemos 102 NOUN nmod
106 em em 108 ADP case
107 o o 108 DET det
108 senado senado 301 NOUN nmod
109 a o 110 DET det
110 condenacao condenacao 6 NOUN nsubj
111 de de 113 ADP case
112 o o 113 DET det
113 expresidente expresidente 110 NOUN nmod
114 lula lula 113 ADJ appos
115 e e 116 CCONJ cc
116 historica historico 114 ADJ conj
117 mostra mostrar 0 VERB root
118 que que 176 CCONJ mark
119 a o 120 DET det
120 justica justica 176 NOUN nsubj
121 e e 244 CCONJ cc
122 igual igual 121 ADJ xcomp
123 para para 124 ADP case
124 todos todos 122 PRON nmod
125 inclusive inclusive 127 ADV advmod
126 para para 127 ADP case
127 expresidentes expresidente 225 NOUN nmod
128 de de 130 ADP case
129 a o 130 DET det
130 republica republica 127 NOUN nmod
131 lula lula 334 NOUN nsubj
132 e e 135 CCONJ cc
133 o o 135 DET det
134 principal principal 135 ADJ amod
135 responsavel responsavel 327 NOUN conj
136 por por 139 ADP case
137 o o 139 DET det
138 grande grande 139 ADJ amod
139 escandalo escandalo 135 NOUN nmod
140 de de 141 ADP case
141 corrupcao corrupcao 139 NOUN nmod
142 em em 144 ADP case
143 o o 144 DET det
144 pais pais 139 NOUN nmod
145 uma um 146 DET det
146 condenacao condenacao 43 NOUN nsubj
147 esperada esperar 146 VERB acl
148 fruto fruto 147 NOUN nsubj
149 de de 151 ADP case
150 o o 151 DET det
151 trabalho trabalho 148 NOUN nmod
152 de de 154 ADP case
153 a o 154 DET det
154 lava lava 151 NOUN nmod
155 jato jato 154 NOUN flat
156 e e 158 CCONJ cc
157 de de 158 ADP case
158 sergio sergio 154 NOUN conj
159 moro moro 158 NOUN flat
160 arnaldo arnaldo 301 NOUN appos
161 jordy jordy 160 NOUN flat
162 deputado deputado 160 NOUN appos
163 pa pa 164 ADP case
164 lider lider 160 NOUN nmod
165 de de 167 ADP case
166 o o 167 DET det
167 pps pps 33 NOUN nmod
168 em em 170 ADP case
169 a o 170 DET det
170 camara camara 167 NOUN nmod
171 eu eu 172 PRON nsubj
172 creio crer 6 VERB conj
173 que que 176 CCONJ mark
174 ele ele 176 PRON nsubj
175 moro moro 174 NOUN flat
176 tomou tomar 172 VERB ccomp
177 uma um 178 DET det
178 decisao decisao 176 NOUN obj
179 acertada acertado 178 ADJ amod
180 todas todas 182 DET det
181 as o 182 DET det
182 evidencias evidencias 225 NOUN nsubj
183 apontam apontar 43 VERB parataxis
184 que que 189 CCONJ mark
185 de de 186 ADP case
186 fato fato 334 NOUN nmod
187 o o 188 DET det
188 triplex triplex 189 NOUN nsubj
189 pertencia pertencer 183 VERB ccomp
190 a a 191 ADP case
191 ele ele 189 PRON nmod
192 lula lula 189 ADJ obj
193 e e 194 CCONJ cc
194 certo certo 192 ADJ conj
195 que que 198 CCONJ mark
196 lula lula 198 NOUN nsubj
197 deve dever 198 AUX aux
198 recorrer recorrer 189 VERB ccomp
199 vamos ir 200 AUX aux
200 aguardar aguardar 43 VERB ccomp
201 a o 202 DET det
202 confirmacao confirmacao 200 NOUN obj
203 de de 205 ADP case
204 a o 205 DET det
205 sentenca sentenca 202 NOUN nmod
206 por por 208 ADP case
207 outras outras 208 DET det
208 instancias instancia 56 NOUN nmod
209 de de 211 ADP case
210 a o 211 DET det
211 justica justica 208 NOUN nmod
212 brasileira brasileiro 211 ADJ amod
213 a o 214 DET det
214 mesma mesma 56 PRON appos
215 que que 218 PRON nsubj
216 hoje hoje 218 ADV advmod
217 vem vir 218 AUX aux
218 atingindo atingir 214 VERB acl:relcl
219 outras outras 220 DET det
220 esferas esfera 218 NOUN obj
221 de de 223 ADP case
222 a o 223 DET det
223 republica republica 220 NOUN nmod
224 que que 225 CCONJ mark
225 condenou condenar 214 VERB acl:relcl
226 outras outras 227 DET det
227 pessoas pessoa 225 NOUN obj
228 de de 230 ADP case
229 varios varios 230 DET det
230 partidos partido 227 NOUN nmod
231 carlos carlo 225 ADJ obj
232 zarattini zarattini 231 NOUN flat
233 deputado deputado 225 NOUN obj
234 sp sp 235 ADJ amod
235 lider lider 233 NOUN appos
236 de de 238 ADP case
237 o o 238 DET det
238 pt pt 235 PROPN nmod
239 em em 241 ADP case
240 a o 241 DET det
241 camara camara 235 NOUN nmod
242 e e 244 CCONJ cc
243 uma um 244 DET det
244 condenacao condenacao 301 NOUN conj
245 feita feita 244 VERB acl
246 por por 248 ADP case
247 um um 248 DET det
248 juiz juiz 245 NOUN nmod
249 que que 250 PRON nsubj
250 participou participar 248 VERB acl:relcl
251 de de 253 ADP case
252 a o 253 DET det
253 investigacao investigacao 250 NOUN nmod
254 de de 256 ADP case
255 a o 256 DET det
256 denuncia denuncia 253 NOUN nmod
257 e e 259 CCONJ cc
258 que que 259 PRON nsubj
259 julgou julgar 250 VERB conj
260 ou ou 261 CCONJ cc
261 seja ser 259 VERB conj
262 e e 264 CCONJ cc
263 o o 264 DET det
264 mesmo mesmo 56 PRON conj
265 que que 266 PRON nsubj
266 fez fazer 264 VERB acl:relcl
267 todas todas 266 PRON obj
268 junto junto 266 ADV advmod
269 com com 273 ADP case
270 a o 273 DET det
271 sua sua 273 DET det:poss
272 famosa famoso 273 ADJ amod
273 forcatarefa forcatarefa 268 NOUN nmod
274 e e 276 CCONJ cc
275 uma um 276 DET det
276 decisao decisao 56 NOUN conj
277 que que 279 PRON nsubj
278 nao nao 279 ADV advmod
279 levou levar 276 VERB acl:relcl
280 em em 281 ADP case
281 conta conta 279 NOUN nmod
282 as o 283 DET det
283 testemunhas testemunha 279 NOUN obj
284 que que 286 PRON nsubj
285 nao nao 286 ADV advmod
286 tem ter 214 VERB acl:relcl
287 nenhuma nenhuma 288 DET det
288 prova prova 286 NOUN obj
289 factual factual 288 ADJ amod
290 de de 294 ADP mark
291 que que 294 CCONJ mark
292 lula lula 294 NOUN nsubj
293 seja ser 294 AUX cop
294 dono dono 288 NOUN nmod
295 desse desse 296 ADP case
296 triplex triplex 294 NOUN nmod
297 a a 301 ADP mark
298 nao nao 301 ADV advmod
299 ser ser 297 VERB fixed
300 a o 301 DET det
301 delacao delacao 279 NOUN advcl
302 de de 304 ADP case
303 um um 304 DET det
304 empresario empresario 301 NOUN nmod
305 preso preso 304 ADJ amod
306 ou ou 309 CCONJ cc
307 seja ser 309 AUX cop
308 um um 309 DET det
309 empresario empresario 304 NOUN conj
310 preso preso 309 VERB acl
311 ha ha 225 VERB advcl
312 muito muito 313 DET det
313 tempo tempo 311 NOUN nmod
314 e e 316 CCONJ cc
315 acabou acabar 316 AUX aux
316 fazendo fazer 301 VERB conj
317 essa essa 318 DET det
318 acusacao acusacao 316 NOUN obj
319 o o 316 PRON obj
320 que que 322 PRON nsubj
321 se se 322 PRON expl:pv
322 tenta tentar 319 VERB acl:relcl
323 e e 325 CCONJ cc
324 simplesmente simplesmente 325 ADV advmod
325 excluir excluir 225 VERB conj
326 o o 327 DET det
327 presidente presidente 325 NOUN obj
328 lula lula 327 ADJ amod
329 que que 334 PRON nsubj
330 hoje hoje 334 ADV advmod
331 e e 334 CCONJ cc
332 o o 334 DET det
333 primeiro primeiro 334 ADJ amod
334 colocado colocado 327 NOUN acl:relcl
335 em em 338 ADP case
336 todas todas 338 DET det
337 as o 338 DET det
338 disputas disputa 334 NOUN nmod
339 de de 340 ADP case
340 2018 2018 338 NUM nmod
341 excluir excluir 334 VERB csubj
342 o o 343 DET det
343 presidente presidente 341 NOUN obj
