1 perguntas pergunta 145 NOUN nsubj
277 de de 279 ADP case
278 um um 279 DET det
279 contrato contrato 276 NOUN nmod
280 de de 282 ADP case
281 o o 282 DET det
282 consorcio consorcio 279 NOUN nmod
283 conest/rnest conest/rnest 282 ADJ amod
284 em em 285 ADP case
285 obras obra 282 NOUN nmod
286 em em 288 ADP case
287 a o 288 DET det
288 refinaria refinaria 285 NOUN nmod
289 de de 291 ADP case
290 o o 291 DET det
291 nordeste nordeste 288 NOUN nmod
292 abreu abreu 291 NOUN appos
293 e e 294 CCONJ cc
294 lima lima 292 NOUN conj
295 rnest rnest 273 NOUN appos
296 e e 299 CCONJ cc
297 em em 299 ADP case
298 o o 299 DET det
299 consorcio consorcio 279 NOUN conj
300 conpar conpar 299 NOUN appos
301 em em 302 ADP case
302 obras obra 300 NOUN nmod
303 em em 305 ADP case
304 a o 305 DET det
305 refinaria refinaria 302 NOUN nmod
306 presidente presidente 305 NOUN appos
307 getulio getulio 305 NOUN appos
308 vargas vargas 307 ADJ flat
309 e e 311 CCONJ cc
310 de de 311 ADP mark
311 tentar tentar 182 VERB conj
312 ocultalas ocultalas 311 NOUN obj
313 por por 314 ADP case
314 meio meio 311 NOUN nmod
315 de de 317 ADP case
316 um um 317 DET det
317 triplex triplex 314 NOUN nmod
318 em em 319 ADP case
319 guaruja guaruja 317 NOUN nmod
320 ele ele 322 PRON nsubj:pass
321 foi foi 322 AUX aux:pass
322 absolvido absolver 222 VERB ccomp
323 de de 325 ADP case
324 a o 325 DET det
325 acusacao acusacao 322 NOUN nmod
326 de de 327 ADP case
327 corrupcao corrupcao 325 NOUN nmod
328 e e 329 CCONJ cc
329 lavagem lavagem 327 NOUN conj
330 de de 331 ADP case
331 dinheiro dinheiro 329 NOUN nmod
332 envolvendo envolver 327 VERB acl
333 o o 334 DET det
334 armazenamento armazenamento 332 NOUN obj
335 de de 337 ADP case
336 o o 337 DET det
337 acervo acervo 334 NOUN nmod
338 presidencial presidencial 337 ADJ amod
339 por por 340 ADP case
340 falta falta 332 NOUN nmod
341 de de 342 ADP case
342 prova prova 340 NOUN nmod
