1 revisar revisar 8 VERB csubj
104 alertou alertar 102 VERB acl:relcl
105 contra contra 106 ADP case
106 excessos excesso 104 NOUN nmod
107 a o 108 DET det
108 corrupcao corrupcao 507 NOUN nsubj
109 precisa precisar 310 VERB acl:relcl
110 ser ser 111 AUX aux:pass
111 combatida combater 109 VERB xcomp
112 e e 530 CCONJ cc
113 a o 514 DET det
114 lei lei 310 NOUN nsubj
115 cumprida cumprir 114 VERB acl
116 em em 117 ADP case
117 nome nome 115 NOUN nmod
118 de de 120 ADP case
119 o o 120 DET det
120 combate combate 117 NOUN nmod
121 a a 122 ADP case
122 corrupcao corrupcao 120 NOUN nmod
123 nao nao 126 ADV advmod
124 se se 335 PRON expl:pv
125 pode pode 126 AUX aux
126 atropelar atropelar 319 VERB conj
127 a o 128 DET det
128 constituicao constituicao 126 NOUN obj
129 nem nem 429 CCONJ cc
130 a o 131 DET det
131 lei lei 534 NOUN nsubj
132 afastamento afastamento 31 NOUN appos
133 de de 134 ADP case
134 fachin fachin 132 NOUN nmod
135 levaria levar 530 VERB conj
136 a a 137 ADP case
137 absurdo absurdo 135 NOUN nmod
138 diz dizer 40 VERB ccomp
139 carmen carmen 310 NOUN nsubj
140 lucia lucia 139 ADJ flat
141 a a 143 ADP case
142 o o 143 DET det
143 rejeitar rejeitar 437 VERB advcl
144 pedido pedido 143 NOUN obj
145 de de 146 ADP case
146 aecio aecio 439 NOUN nmod
147 alvo alvo 146 NOUN appos
148 de de 149 ADP case
149 ataques ataque 144 NOUN nmod
150 por por 152 ADP case
151 o o 152 DET det
152 desempate desempate 35 NOUN nmod
153 em em 155 ADP case
154 o o 155 DET det
155 julgamento julgamento 196 NOUN nmod
156 que que 157 PRON nsubj
157 delegou delegar 444 VERB acl:relcl
158 a a 160 ADP case
159 o o 160 DET det
160 legislativo legislativo 157 NOUN iobj
161 autorizar autorizar 227 VERB xcomp
162 ou ou 163 CCONJ cc
163 nao nao 161 ADV conj
164 a o 165 DET det
165 suspensao suspensao 161 NOUN obj
166 de de 167 ADP case
167 mandatos mandato 165 NOUN nmod
168 carmen carmen 169 NOUN nsubj
169 fez fazer 444 VERB acl:relcl
170 uma um 171 DET det
171 autocritica autocritica 169 NOUN obj
172 admitiu admitir 40 VERB ccomp
173 que que 176 CCONJ mark
174 seu seu 175 DET det:poss
175 voto voto 176 NOUN nsubj
176 foi foi 172 VERB ccomp
177 extremamente extremamente 178 ADV advmod
178 conturbado conturbado 176 ADJ xcomp
179 nao nao 180 ADV advmod
180 consegui conseguir 53 VERB conj
181 dar dar 180 VERB xcomp
182 clareza clareza 181 NOUN obj
183 a a 185 ADP case
184 o o 185 DET det
185 principio principio 181 NOUN iobj
186 de de 196 ADP mark
187 que que 196 CCONJ mark
188 nao nao 191 ADV advmod
189 se se 191 PART expl:pv
190 pode pode 191 AUX aux
191 romper romper 185 VERB nmod
192 a o 193 DET det
193 separacao separacao 191 NOUN nsubj
194 de de 195 ADP case
195 poderes poderes 193 NOUN nmod
196 assista assistir 211 VERB ccomp
197 a a 199 ADP case
198 o o 199 DET det
199 barraco barraco 196 NOUN nmod
200 quente quente 199 ADJ amod
201 entre entre 202 ADP case
202 barroso barroso 196 NOUN nmod
203 e e 204 CCONJ cc
204 gilmar gilmar 202 NOUN conj
205 em em 207 ADP case
206 o o 207 DET det
207 pretorio pretorio 196 NOUN nmod
208 isso isso 211 PRON nsubj
209 porem porem 211 ADV advmod
210 nao nao 211 ADV advmod
211 justifica justificar 40 VERB ccomp
212 os o 213 DET det
213 deputados deputado 227 NOUN nsubj
214 de de 216 ADP case
215 o o 216 DET det
216 rio rio 213 NOUN nmod
217 usarem usar 62 VERB acl:inf
218 o o 219 DET det
219 julgamento julgamento 217 NOUN obj
220 de de 222 ADP case
221 o o 222 DET det
222 stf stf 219 NOUN nmod
223 para para 224 ADP mark
224 soltar soltar 217 VERB advcl
225 tres tres 226 NUM nummod
226 colegas colega 224 NOUN obj
227 confundiram confundir 211 VERB ccomp
228 para para 229 ADP mark
229 confundir confundir 227 VERB advcl
230 a o 231 DET det
231 votacao votacao 229 NOUN obj
232 sobre sobre 234 ADP case
233 o o 234 DET det
234 foro foro 231 NOUN nmod
235 privilegiado privilegiado 234 ADJ amod
236 foi foi 253 VERB parataxis
237 de de 239 ADP case
238 certa certa 239 DET det
239 forma forma 236 NOUN nmod
240 um um 241 DET det
241 reencontro reencontro 196 NOUN nsubj
242 de de 244 ADP case
243 o o 244 DET det
244 supremo supremo 241 NOUN nmod
245 com com 247 ADP case
246 a o 247 DET det
247 opiniao opiniao 241 NOUN nmod
248 publica publico 247 ADJ amod
249 pode pode 253 AUX aux
250 ter ter 253 AUX aux
251 sido ser 253 AUX cop
252 um um 253 DET det
253 reencontro reencontro 40 NOUN ccomp
254 mas mas 58 CCONJ cc
255 por por 256 ADP case
256 coincidencia coincidencia 274 NOUN nmod
257 porque porque 261 CCONJ mark
258 ele ele 261 PRON nsubj:pass
259 nao nao 261 ADV advmod
260 foi foi 261 AUX aux:pass
261 pautado pautar 217 VERB advcl
262 por por 263 ADP case
263 isso isso 265 PRON nmod
264 ja ja 265 ADV advmod
265 vinha vir 261 VERB conj
266 desde desde 267 ADP case
267 maio maio 265 PROPN nmod
268 teve ter 211 VERB conj
269 um um 270 DET det
270 pedido pedido 485 NOUN obj
271 de de 272 ADP case
272 vista vista 270 NOUN nmod
273 foi foi 274 AUX aux:pass
274 liberado liberar 253 VERB conj
275 agora agora 274 ADV advmod
276 em em 278 ADP case
277 o o 278 DET det
278 final final 274 NOUN nmod
279 de de 280 ADP case
280 setembro setembro 278 PROPN nmod
281 e e 283 CCONJ cc
282 imediatamente imediatamente 283 ADV advmod
283 coloquei colocar 274 VERB conj
284 em em 286 ADP case
285 a o 286 DET det
286 pauta pauta 283 NOUN nmod
287 porque porque 310 CCONJ mark
288 e e 283 CCONJ cc
289 importante importante 283 ADJ xcomp
290 o o 291 DET det
291 decano decano 295 NOUN nsubj
292 celso celso 291 ADJ appos
293 de de 294 ADP case
294 mello mello 292 NOUN nmod
295 antecipou antecipar 530 VERB advcl
296 voto voto 295 NOUN obj
297 para para 298 ADP mark
298 ratificar ratificar 96 VERB nmod
299 a o 300 DET det
300 maioria maioria 298 NOUN obj
301 expressiva expressivo 300 ADJ amod
302 quebrando quebrar 514 VERB acl
303 o o 304 DET det
304 flaflu flaflu 302 NOUN obj
305 de de 307 ADP case
306 o o 307 DET det
307 stf stf 304 NOUN nmod
308 foi foi 310 AUX cop
309 um um 310 DET det
310 recado recado 530 NOUN ccomp
311 para para 313 ADP case
312 a o 313 DET det
313 sociedade sociedade 310 NOUN nmod
314 sim sim 310 ADV advmod
315 quanto quanto 319 CCONJ mark
316 mais mais 319 ADV advmod
317 os o 318 DET det
318 ministros ministro 319 NOUN nsubj
319 estiverem estar 530 VERB advcl
320 afinados afinado 319 ADJ xcomp
321 em em 323 ADP case
322 um um 323 DET det
323 tema tema 320 NOUN nmod
324 mais mais 420 ADV advmod
325 a o 326 DET det
326 jurisprudencia jurisprudencia 327 NOUN nsubj
327 tende tende 310 VERB acl:relcl
328 a a 329 ADP mark
329 permanecer permanecer 327 VERB nmod
330 e e 331 CCONJ cc
331 fortalecer fortalecer 329 VERB conj
332 o o 333 DET det
333 stf stf 329 NOUN obj
334 isso isso 335 PRON nsubj
335 passa passar 327 VERB conj
336 seguranca seguranca 335 NOUN obj
337 com com 338 ADP case
338 6 6 335 NUM nmod
339 a a 340 ADP case
340 5 5 338 NUM nmod
341 uma um 342 DET det
342 mudanca mudanca 437 NOUN nsubj
343 de de 344 ADP case
344 ministro ministro 342 NOUN nmod
345 pode pode 346 AUX aux
346 gerar gerar 530 VERB ccomp
347 nova novo 348 ADJ amod
348 mudanca mudanca 346 NOUN obj
349 de de 350 ADP case
350 jurisprudencia jurisprudencia 348 NOUN nmod
351 a o 352 DET det
352 revisao revisao 437 NOUN nsubj
353 de de 355 ADP case
354 o o 355 DET det
355 foro foro 352 NOUN nmod
356 vai ir 357 AUX aux
357 resolver resolver 439 VERB acl:relcl
358 todos todos 360 DET det
359 os o 360 DET det
360 males mal 357 NOUN obj
361 de de 363 ADP case
362 a o 363 DET det
363 justica justica 360 NOUN nmod
364 brasileira brasileiro 363 ADJ amod
365 nao nao 372 ADV advmod
366 um um 367 DET det
367 juiz juiz 357 NOUN nsubj
368 de de 370 ADP case
369 primeiro primeiro 370 ADJ amod
370 grau grau 367 NOUN nmod
371 nao nao 372 ADV advmod
372 resolve resolver 253 VERB conj
373 tudo tudo 372 PRON obj
374 mas mas 375 CCONJ cc
375 muda mudar 53 VERB conj
376 a o 377 DET det
377 forma forma 375 NOUN obj
378 e e 380 CCONJ cc
379 pode pode 380 AUX aux
380 ser ser 227 VERB conj
381 mais mais 382 ADV advmod
382 rapido rapido 380 ADJ xcomp
383 em em 385 ADP case
384 a o 385 DET det
385 prestacao prestacao 274 NOUN nmod
386 de de 388 ADP case
387 a o 388 DET det
388 jurisdicao jurisdicao 385 NOUN nmod
389 alem alem 274 ADV advmod
390 disso disso 389 X nmod
391 em em 393 ADP case
392 uma um 393 DET det
393 republica republica 261 NOUN nmod
394 todo todo 395 DET det
395 mundo mundo 83 NOUN nmod
396 tem ter 399 AUX aux
397 de de 399 ADP mark
398 ser ser 399 AUX aux:pass
399 julgado julgar 172 VERB ccomp
400 por por 402 ADP case
401 o o 402 DET det
402 juiz juiz 399 NOUN nmod
403 natural natural 402 ADJ amod
404 voce voce 253 PRON nsubj
405 nao nao 530 ADV advmod
406 pode pode 253 AUX aux
407 ja ja 530 ADV advmod
408 em em 410 ADP case
409 o o 410 DET det
410 artigo artigo 253 NOUN nmod
411 primeiro primeiro 410 ADJ amod
412 de de 414 ADP case
413 a o 414 DET det
414 constituicao constituicao 410 NOUN nmod
415 ter ter 416 AUX aux
416 estabelecido estabelecer 310 VERB csubj
417 a o 418 DET det
418 republica republica 416 NOUN obj
419 que que 420 PRON nsubj
420 tem ter 418 VERB acl:relcl
421 em em 423 ADP case
422 a o 423 DET det
423 igualdade igualdade 420 NOUN nmod
424 o o 426 DET det
425 seu seu 426 DET det:poss
426 fundamento fundamento 420 NOUN obj
427 e e 429 CCONJ cc
428 depois depois 429 ADV advmod
429 desigualar desigualar 319 VERB conj
430 a o 431 DET det
431 revisao revisao 429 NOUN obj
432 de de 434 ADP case
433 o o 434 DET det
434 foro foro 431 NOUN nmod
435 nao nao 437 ADV advmod
436 pode pode 437 AUX aux
437 gerar gerar 530 VERB ccomp
438 uma um 439 DET det
439 enxurrada enxurrada 437 NOUN obj
440 de de 441 ADP case
441 questionamentos questionamento 439 NOUN nmod
442 todos todos 444 DET det
443 os o 444 DET det
444 casos caso 437 NOUN nsubj
445 que que 446 PRON nsubj
446 vem vir 444 VERB acl:relcl
447 a a 448 ADP case
448 juizo juizo 446 NOUN nmod
449 tem ter 40 VERB ccomp
450 alguma alguma 451 DET det
451 duvida duvida 449 NOUN obj
452 e e 456 CCONJ cc
453 toda toda 455 DET det
454 nova novo 455 ADJ amod
455 lei lei 456 NOUN nsubj
456 gera gerar 53 VERB conj
457 perplexidade perplexidade 456 NOUN obj
458 em em 460 ADP case
459 a o 460 DET det
460 interpretacao interpretacao 457 NOUN nmod
461 em em 463 ADP case
462 a o 463 DET det
463 forma forma 460 NOUN nmod
464 de de 465 ADP case
465 aplicacao aplicacao 463 NOUN nmod
466 se se 467 CCONJ mark
467 vierem vir 40 VERB ccomp
468 duvidas duvida 467 NOUN nsubj
469 e e 471 CCONJ cc
470 nao nao 471 ADV advmod
471 acho achar 253 VERB conj
472 que que 477 CCONJ mark
473 serao serao 477 AUX aux:pass
474 tantas tantas 477 PRON nsubj:pass
475 assim assim 477 ADV advmod
476 serao serao 477 AUX aux:pass
477 resolvidas resolver 62 VERB acl:relcl
478 e e 485 CCONJ cc
479 dentro dentro 274 ADV advmod
480 de de 482 ADP case
481 pouco pouco 482 DET det
482 tempo tempo 479 NOUN nmod
483 isso isso 485 PRON nsubj
484 vai ir 485 AUX aux
485 chegar chegar 467 VERB conj
486 a a 488 ADP case
487 um um 488 DET det
488 consenso consenso 485 NOUN nmod
489 para para 490 ADP case
490 politicos politico 488 NOUN nmod
491 e e 494 CCONJ cc
492 melhor melhor 494 ADJ advmod
493 um um 494 DET det
494 julgamento julgamento 62 NOUN conj
495 por por 497 ADP case
496 11 11 497 NUM nummod
497 ministros ministro 494 NOUN nmod
498 a a 500 ADP case
499 o o 500 DET det
500 vivo vivo 79 NOUN nmod
501 ou ou 504 CCONJ cc
502 por por 504 ADP case
503 um um 504 DET det
504 juiz juiz 278 NOUN conj
505 que que 507 PRON obj
506 ele ele 507 PRON nsubj
507 conhece conhecer 504 VERB acl:relcl
508 sem sem 509 ADP case
509 holofotes holofote 507 NOUN nmod
510 o o 511 DET det
511 importante importante 109 NOUN obj
512 e e 514 CCONJ cc
513 a o 514 DET det
514 garantia garantia 511 NOUN conj
515 de de 517 ADP case
516 a o 517 DET det
517 igualdade igualdade 514 NOUN nmod
518 para para 520 ADP case
519 o o 520 DET det
520 politico politico 514 NOUN nmod
521 e e 530 CCONJ cc
522 para para 523 ADP case
523 quem quem 104 PRON nmod
524 nao nao 526 ADV advmod
525 e e 526 CCONJ cc
526 politico politico 523 NOUN conj
527 nao nao 530 ADV advmod
528 se se 530 PART expl:pv
529 deve dever 530 AUX aux
530 presumir presumir 253 VERB conj
531 que que 534 CCONJ mark
532 o o 533 DET det
533 juiz juiz 534 NOUN nsubj
534 fica ficar 530 VERB ccomp
535 vulneravel vulneravel 534 ADJ xcomp
536 a a 537 ADP case
537 pressao pressao 535 NOUN nmod
1 ou ou 3 CCONJ cc
2 a o 3 DET det
3 presenca presenca 27 NOUN nsubj
4 ali ali 3 ADV advmod
5 e e 11 CCONJ cc
6 o o 11 DET det
7 ministerio ministerio 11 NOUN nsubj
8 publico publico 7 ADJ amod
9 tem ter 11 AUX aux
10 que que 11 CCONJ mark
11 ficar ficar 3 VERB conj
12 alerta alerto 11 ADJ xcomp
13 questionar questionar 11 VERB csubj
14 recorrer recorrer 13 VERB xcomp
15 a o 16 DET det
16 revisao revisao 14 NOUN obj
17 de de 19 ADP case
18 o o 19 DET det
19 foro foro 16 NOUN nmod
20 privilegiado privilegiado 19 VERB amod
21 favorece favorecer 3 VERB conj
22 ou ou 23 CCONJ cc
23 prejudica prejudicar 21 VERB conj
24 a o 25 DET det
25 lava lava 21 NOUN obj
26 jato jato 25 NOUN amod
27 favorece favorecer 0 VERB root
28 porque porque 29 CCONJ mark
29 faz fazer 27 VERB advcl
30 com com 40 ADP mark
31 que que 40 CCONJ mark
32 aquilo aquilo 40 PRON nsubj:pass
33 que que 107 PRON nsubj
34 e e 35 VERB cc
35 relativo relativo 32 ADJ amod
36 a a 37 ADP case
37 lava lava 35 NOUN nmod
38 jato jato 37 ADJ amod
39 seja ser 40 AUX aux:pass
40 julgado julgar 29 VERB nmod
41 de de 42 ADP case
42 maneira maneira 40 NOUN nmod
43 mais mais 44 ADV advmod
44 rapida rapido 42 ADJ amod
45 e e 46 CCONJ cc
46 separa separar 40 VERB conj
47 o o 46 PRON obj
48 que que 49 PRON nsubj
49 diz dizer 47 VERB acl:relcl
50 respeito respeito 49 NOUN obj
51 a a 52 ADP case
52 mandato mandato 50 NOUN nmod
53 o o 46 PRON obj
54 que que 56 PRON nsubj
55 nao nao 56 ADV advmod
56 diz dizer 53 VERB acl:relcl
57 o o 56 PRON obj
58 que que 56 PRON nsubj
59 e e 60 CCONJ cc
60 anterior anterior 58 ADJ conj
61 o o 56 PRON obj
62 que que 61 PRON nsubj
63 nao nao 61 ADV advmod
64 e e 234 CCONJ cc
65 portanto portanto 82 ADV advmod
66 em em 68 ADP case
67 os o 68 DET det
68 teremos ter 282 VERB advcl
69 maior maior 70 ADJ amod
70 celeridade celeridade 68 NOUN obj
71 os o 72 DET det
72 processos processo 304 NOUN nsubj
73 de de 75 ADP case
74 a o 75 DET det
75 lava lava 72 NOUN nmod
76 jato jato 75 NOUN flat
77 precisam precisar 323 VERB acl:relcl
78 ser ser 79 AUX aux:pass
79 julgados julgar 77 VERB xcomp
80 a o 81 DET det
81 sociedade sociedade 82 NOUN nsubj
82 espera esperar 239 VERB ccomp
83 uma um 84 DET det
84 resposta resposta 82 NOUN obj
85 quer quer 84 CCONJ cc
86 para para 87 ADP mark
87 condenar condenar 84 VERB nmod
88 quer quer 90 CCONJ cc
89 para para 90 ADP mark
90 dizer dizer 87 VERB conj
91 que que 95 CCONJ mark
92 determinadas determinadas 93 DET det
93 pessoas pessoa 95 NOUN nsubj:pass
94 sejam ser 95 AUX aux:pass
95 absolvidas absolver 173 VERB ccomp
96 e e 97 CCONJ cc
97 preciso preciso 95 ADJ conj
98 que que 100 CCONJ mark
99 se se 100 PRON expl:pv
100 julguem julgar 351 VERB advcl
101 os o 102 DET det
102 crimes crime 100 NOUN nsubj
103 de de 104 ADP case
104 corrupcao corrupcao 102 NOUN nmod
105 que que 107 PRON obj
106 ninguem ninguem 107 PRON nsubj
107 suporta suportar 102 VERB acl:relcl
108 mais mais 107 ADV advmod
109 diante diante 107 ADV advmod
110 de de 112 ADP case
111 a o 112 DET det
112 exaustao exaustao 109 NOUN nmod
113 com com 115 ADP case
114 a o 115 DET det
115 corrupcao corrupcao 112 NOUN nmod
116 os o 117 DET det
117 fins fim 190 NOUN nsubj
118 justificam justificar 212 VERB acl:relcl
119 os o 120 DET det
120 meios meios 190 NOUN obj
121 a o 122 DET det
122 corrupcao corrupcao 123 NOUN nsubj
123 precisa precisar 212 VERB acl:relcl
124 ser ser 125 AUX aux:pass
125 combatida combater 123 VERB xcomp
126 e e 250 CCONJ cc
127 a o 128 DET det
128 lei lei 142 NOUN conj
129 cumprida cumprir 128 VERB acl
130 em em 131 ADP case
131 nome nome 129 NOUN nmod
132 de de 134 ADP case
133 o o 134 DET det
134 combate combate 297 NOUN nmod
135 a a 136 ADP case
136 corrupcao corrupcao 134 NOUN nmod
137 nao nao 140 ADV advmod
138 se se 140 PART expl:pv
139 pode pode 140 AUX aux
140 atropelar atropelar 123 VERB conj
141 a o 142 DET det
142 constituicao constituicao 140 NOUN obj
143 nem nem 145 CCONJ cc
144 a o 145 DET det
145 lei lei 142 NOUN conj
146 nem nem 148 CCONJ cc
147 em em 148 ADP case
148 nome nome 57 NOUN conj
149 de de 150 ADP mark
150 cumprir cumprir 148 VERB nmod
151 a o 152 DET det
152 constituicao constituicao 150 NOUN obj
153 se se 155 PART mark
154 pode pode 155 AUX aux
155 ter ter 234 VERB ccomp
156 leniencia leniencia 155 NOUN obj
157 com com 159 ADP case
158 a o 159 DET det
159 corrupcao corrupcao 156 NOUN nmod
160 porque porque 163 CCONJ mark
161 a o 162 DET det
162 constituicao constituicao 163 NOUN nsubj
163 garante garantir 82 VERB advcl
164 a o 165 DET det
165 etica etica 163 NOUN obj
166 como como 167 ADP case
167 principio principio 163 NOUN nmod
168 de de 169 ADP case
169 convivencia convivencia 167 NOUN nmod
170 nao nao 173 ADV advmod
171 e e 172 CCONJ cc
172 importante importante 170 ADJ conj
173 concluir concluir 163 VERB ccomp
174 logo logo 173 ADV advmod
175 o o 176 DET det
176 julgamento julgamento 180 NOUN nsubj
177 de de 179 ADP case
178 o o 179 DET det
179 foro foro 176 NOUN nmod
180 precisava precisar 173 VERB ccomp
181 de de 182 ADP case
182 vista vista 180 NOUN nmod
183 e e 184 CCONJ cc
184 importante importante 182 ADJ conj
185 concluir concluir 100 VERB csubj
186 o o 187 DET det
187 ministro ministro 185 NOUN nsubj
188 dias dia 187 NOUN appos
189 toffoli toffoli 37 NOUN flat
190 tem ter 40 VERB conj
191 direito direito 190 NOUN obj
192 a a 193 ADP case
193 vista vista 191 NOUN nmod
194 mas mas 46 CCONJ cc
195 tenho ter 40 VERB conj
196 certeza certeza 195 NOUN obj
197 de de 200 ADP mark
198 que que 200 CCONJ mark
199 vai ir 200 AUX aux
200 dar dar 196 VERB nmod
201 a o 202 DET det
202 celeridade celeridade 200 NOUN obj
203 necessaria necessar 202 ADJ amod
204 para para 207 ADP mark
205 que que 204 CCONJ fixed
206 isso isso 207 PRON nsubj
207 volte voltar 200 VERB advcl
208 imediatamente imediatamente 207 ADV advmod
209 em em 211 ADP case
210 o o 211 DET det
211 merito merito 207 NOUN nmod
212 o o 207 PRON obj
213 que que 216 PRON obj
214 a o 215 DET det
215 senhora senhor 216 NOUN nsubj
216 acha achar 212 VERB acl:relcl
217 dessa dessa 218 ADP case
218 pec pec 216 NOUN nmod
219 que que 220 PRON nsubj
220 inclui incluir 212 VERB acl:relcl
221 outras outras 222 DET det
222 autoridades autoridade 220 NOUN obj
223 nessa nessa 224 ADP case
224 revisao revisao 220 NOUN nmod
225 de de 227 ADP case
226 o o 227 DET det
227 foro foro 224 NOUN nmod
228 a o 229 DET det
229 pec pec 230 NOUN nsubj
230 amplia ampliar 56 VERB parataxis
231 esse esse 232 DET det
232 universo universo 230 NOUN obj
233 eu eu 234 PRON nsubj
234 acho achar 56 VERB parataxis
235 que que 246 CCONJ mark
236 ta ta 234 PRON ccomp
237 correta correto 234 ADJ xcomp
238 eu eu 234 PRON nsubj
239 acho achar 234 VERB ccomp
240 que que 246 CCONJ mark
241 todo todo 242 DET det
242 mundo mundo 246 NOUN nsubj:pass
243 tem ter 246 AUX aux
244 de de 246 ADP mark
245 ser ser 246 AUX aux:pass
246 julgado julgar 239 VERB ccomp
247 e e 250 CCONJ cc
248 por por 250 ADP case
249 o o 250 DET det
250 juiz juiz 246 NOUN conj
251 natural natural 250 ADJ amod
252 mesmo mesmo 255 ADV advmod
253 de de 255 ADP case
254 primeira primeiro 255 ADJ amod
255 instancia instancia 250 NOUN nmod
256 com com 257 ADP case
257 processos processo 246 NOUN nmod
258 migrando migrar 257 VERB acl
259 para para 262 ADP case
260 a o 262 DET det
261 primeira primeiro 262 ADJ amod
262 instancia instancia 258 NOUN nmod
263 e e 264 CCONJ cc
264 hora hora 246 NOUN conj
265 de de 266 ADP mark
266 tirar tirar 264 VERB nmod
267 de de 269 ADP case
268 as o 269 DET det
269 turmas turma 266 NOUN nmod
270 e e 271 CCONJ cc
271 devolver devolver 266 VERB conj
272 as o 273 DET det
273 materias materia 271 NOUN obj
274 penais penal 273 ADJ amod
275 contra contra 276 ADP case
276 parlamentares parlamentar 271 NOUN nmod
277 para para 279 ADP case
278 o o 279 DET det
279 plenario plenario 271 NOUN nmod
280 o o 281 DET det
281 plenario plenario 282 NOUN nsubj
282 tem ter 239 VERB conj
283 um um 284 DET det
284 numero numero 282 NOUN obj
285 enorme enorme 284 ADJ amod
286 de de 287 ADP case
287 processos processo 284 NOUN nmod
288 aguardando aguardar 287 VERB acl
289 com com 291 ADP case
290 grande grande 291 ADJ amod
291 importancia importancia 288 NOUN nmod
292 para para 294 ADP case
293 o o 294 DET det
294 pais pais 288 NOUN nmod
295 em em 297 ADP case
296 o o 297 DET det
297 julgamento julgamento 288 NOUN nmod
298 de de 300 ADP case
299 a o 300 DET det
300 acao acao 297 NOUN nmod
301 penal penal 300 ADJ amod
302 470 470 303 NUM nummod
303 mensalao mensalao 230 NOUN nsubj
304 foram foram 234 VERB ccomp
305 praticamente praticamente 306 ADV advmod
306 quatro quatro 307 NUM nummod
307 meses mês 304 NOUN nmod
308 com com 309 ADP case
309 tudo tudo 310 PRON nmod
310 paralisado paralisado 304 ADJ xcomp
311 entao entao 304 ADV advmod
312 e e 313 CCONJ cc
313 preciso preciso 311 ADJ conj
314 que que 246 CCONJ mark
315 a o 316 DET det
316 gente gente 319 NOUN nsubj
317 realmente realmente 319 ADV advmod
318 so so 319 ADV advmod
319 leve levar 304 VERB csubj
320 a a 322 ADP case
321 o o 322 DET det
322 plenario plenario 319 NOUN nmod
323 aquilo aquilo 319 PRON obj
324 que que 325 PRON nsubj
325 seja ser 323 VERB acl:relcl
326 conflitante conflitante 325 ADJ xcomp
327 em em 329 ADP case
328 as o 329 DET det
329 turmas turma 326 NOUN nmod
330 tudo tudo 334 PRON nsubj
331 o o 332 DET det
332 mais mais 334 ADV advmod
333 nao nao 334 ADV advmod
334 precisa precisar 325 VERB csubj
335 o o 336 DET det
336 julgamento julgamento 334 NOUN nsubj
337 sobre sobre 339 ADP case
338 a o 339 DET det
339 execucao execucao 336 NOUN nmod
340 de de 341 ADP case
341 pena pena 339 NOUN nmod
342 apos apos 343 ADP case
