1 elacao elacao 22 NOUN nsubj
67 vantagens vantagem 65 NOUN nmod
68 indevidas indevido 67 ADJ amod
69 em em 70 ADP case
70 doacao doacao 288 NOUN nmod
71 nao nao 72 ADV advmod
72 contabilizada contabilizar 70 VERB acl
73 para para 74 ADP case
74 campanha campanha 72 NOUN nmod
75 a o 76 DET det
76 prefeitura prefeitura 264 NOUN nsubj:pass
77 de de 79 ADP case
78 o o 79 DET det
79 municipio municipio 76 NOUN nmod
80 as o 81 DET det
81 informacoes informacoe 82 NOUN nsubj
82 sao sao 245 VERB ccomp
83 de de 84 ADP case
84 acordo acordo 82 NOUN nmod
85 de de 86 ADP case
86 delacao delacao 84 NOUN nmod
87 premiadas premiar 86 VERB acl
88 de de 90 ADP case
89 os o 90 DET det
90 exexecutivos exexecutivo 87 NOUN nmod
91 de de 93 ADP case
92 a o 93 DET det
93 odebrecht odebrecht 90 NOUN nmod
94 alexandrino alexandrino 93 NOUN appos
95 de de 96 ADP case
96 salles salles 93 NOUN nmod
97 ramos ramo 93 NOUN appos
98 de de 99 ADP case
99 alencar alencar 97 NOUN nmod
100 e e 101 CCONJ cc
101 pedro pedro 93 NOUN conj
102 augusto augusto 101 NOUN flat
103 ribeiro ribeiro 293 ADJ amod
104 novis novl 105 ADJ amod
105 dados dado 326 NOUN nsubj
106 de de 108 ADP case
107 a o 108 DET det
108 delacao delacao 105 NOUN nmod
109 relacionados relacionar 108 VERB acl
110 a a 111 ADP case
111 marinho marinho 109 NOUN nmod
112 constam constar 29 VERB ccomp
113 de de 114 ADP case
114 peticao peticao 112 NOUN nmod
115 assinada assinar 114 VERB acl
116 por por 118 ADP case
117 o o 118 DET det
118 ministro ministro 115 NOUN nmod
119 de de 122 ADP case
120 o o 122 DET det
121 supremo supremo 122 ADJ amod
122 tribunal tribunal 118 NOUN nmod
123 federal federal 122 ADJ amod
124 stf stf 118 NOUN appos
125 edson edson 124 NOUN appos
126 fachin fachin 125 NOUN flat
127 relator relator 125 NOUN appos
128 de de 130 ADP case
129 o o 130 DET det
130 processo processo 127 NOUN nmod
131 de de 133 ADP case
132 a o 133 DET det
133 lava lava 130 NOUN nmod
134 jato jato 133 NOUN flat
135 em em 137 ADP case
136 o o 137 DET det
137 documento documento 22 NOUN nmod
138 o o 139 DET det
139 ministro ministro 140 NOUN nsubj
140 encaminha encaminhar 29 VERB ccomp
141 os o 142 DET det
142 indicios indicio 140 NOUN obj
143 que que 145 PRON nsubj
144 se se 145 PRON expl:pv
145 referem referir 142 VERB acl:relcl
146 a a 147 ADP case
147 marinho marinho 145 NOUN nmod
148 para para 150 ADP case
149 a o 150 DET det
150 secao secao 145 NOUN nmod
151 judiciaria judiciario 150 ADJ amod
152 de de 154 ADP case
153 o o 154 DET det
154 parana parana 150 NOUN nmod
155 devido dever 158 VERB case
156 a a 155 ADP case
157 o o 155 DET det
158 fato fato 34 NOUN nmod
159 de de 162 ADP mark
160 ele ele 162 PRON nsubj
161 nao nao 162 ADV advmod
162 ter ter 158 VERB nmod
163 foro foro 162 NOUN obj
164 privilegiado privilegiado 163 ADJ amod
165 segundo segundo 167 ADP case
166 o o 167 DET det
167 ministerio ministerio 162 NOUN nmod
168 publico publico 167 ADJ amod
169 os o 170 DET det
170 colaboradores colaborador 171 NOUN nsubj
171 descrevem descrever 29 VERB ccomp
172 as o 173 DET det
173 relacoes relacoe 171 NOUN obj
174 que que 178 PRON obj
175 o o 176 DET det
176 grupo grupo 178 NOUN nsubj
177 odebrecht odebrecht 176 PROPN appos
178 mantinham manter 173 VERB acl:relcl
179 em em 181 ADP case
180 a o 181 DET det
181 petrobras petrobra 178 NOUN nmod
182 s/a s/a 181 PROPN appos
183 narrando narrar 171 VERB acl
184 o o 185 DET det
185 pagamento pagamento 183 NOUN obj
186 de de 187 ADP case
187 vantagens vantagem 185 NOUN nmod
188 a a 189 ADP case
189 luiz luiz 183 NOUN iobj
190 marinho marinho 189 ADJ flat
191 candidato candidato 189 NOUN appos
192 a a 194 ADP case
193 o o 194 DET det
194 cargo cargo 191 NOUN nmod
195 de de 196 ADP case
196 prefeito prefeito 194 NOUN nmod
197 de de 199 ADP case
198 o o 199 DET det
199 municipio municipio 196 NOUN nmod
200 de de 238 ADP case
201 sao sao 236 NOUN nmod
202 bernardo bernardo 238 NOUN appos
203 de de 205 ADP case
204 o o 205 DET det
205 campo/sp campo/sp 202 NOUN nmod
206 o o 207 DET det
207 qual qual 209 PRON nsubj
208 teria ter 209 AUX aux
209 recebido receber 245 VERB ccomp
210 alem alem 209 NOUN obj
211 de de 212 ADP case
212 r r 210 NOUN nmod
213 5000000 5000000 212 NUM nummod
214 como como 215 ADP case
215 doacao doacao 64 NOUN nmod
216 oficial oficial 215 ADJ amod
217 r r 162 NOUN obj
218 55000000 55000000 217 NUM appos
219 por por 220 ADP case
220 via via 178 NOUN nmod
221 nao nao 222 ADV advmod
222 contabilizada contabilizar 220 VERB acl
223 diz dizer 245 VERB parataxis
224 a o 225 DET det
225 peticao peticao 223 NOUN obj
226 por por 227 ADP case
227 meio meio 223 NOUN nmod
228 de de 229 ADP case
229 nota nota 227 NOUN nmod
230 a o 231 DET det
231 assessoria assessoria 171 NOUN nsubj
232 de de 233 ADP case
233 imprensa imprensa 231 NOUN nmod
234 de de 236 ADP case
235 o o 236 DET det
236 exprefeito exprefeito 231 NOUN nmod
237 de de 238 ADP case
238 sao sao 236 NOUN nmod
239 bernardo bernardo 238 NOUN flat
240 de de 242 ADP case
241 o o 242 DET det
242 campo campo 238 NOUN nmod
243 luiz luiz 245 PROPN nsubj
244 marinho marinho 243 NOUN flat
245 informou informar 29 VERB ccomp
246 que que 256 CCONJ mark
247 todos todos 249 DET det
248 os o 249 DET det
249 valores valores 256 NOUN nsubj
250 recebidos receber 249 VERB acl
251 por por 252 ADP case
252 ele ele 250 PRON nmod
253 em em 255 ADP case
254 suas suas 255 DET det:poss
255 campanhas campanha 250 NOUN nmod
256 constam constar 245 VERB ccomp
257 de de 259 ADP case
258 as o 259 DET det
259 prestacoes prestacoe 256 NOUN nmod
260 de de 261 ADP case
261 contas conta 259 NOUN nmod
262 todas todas 290 PRON appos
263 devidamente devidamente 264 ADV advmod
264 aprovadas aprovar 231 VERB acl
265 por por 267 ADP case
266 a o 267 DET det
267 justica justica 264 NOUN nmod
268 eleitoral eleitoral 267 ADJ amod
269 o o 270 DET det
270 documento documento 301 NOUN nsubj
271 tambem tambem 272 ADV advmod
272 diz dizer 245 VERB ccomp
273 que que 256 CCONJ mark
274 os o 275 DET det
275 repasses repasse 276 NOUN nsubj
276 visavam visar 272 VERB ccomp
277 aproximacao aproximacao 276 NOUN obj
278 com com 280 ADP case
279 a o 280 DET det
280 petrobras petrobra 277 NOUN nmod
281 esses esses 282 DET det
282 repasses repasse 301 NOUN nsubj
283 seriam seriam 285 AUX cop
284 uma um 285 DET det
285 forma forma 272 NOUN ccomp
286 de de 288 ADP mark
287 se se 288 PRON obj
288 aproximar aproximar 285 VERB nmod
289 de de 290 ADP case
290 sergio sergio 288 NOUN nmod
291 gabrielli gabrielli 290 NOUN flat
292 e e 293 CCONJ cc
293 dilma dilma 290 NOUN conj
294 rousseff rousseff 293 NOUN flat
295 executivos executivo 293 NOUN flat
296 de de 298 ADP case
297 a o 298 DET det
298 estatal estatal 295 NOUN nmod
299 a o 300 DET det
300 epoca epoca 301 NOUN nmod
301 diz dizer 272 VERB ccomp
302 a o 303 DET det
303 peticao peticao 301 NOUN obj
304 com com 305 ADP case
305 base base 301 NOUN nmod
306 em em 308 ADP case
307 as o 308 DET det
308 delacoes delacoe 305 NOUN nmod
309 o o 310 DET det
310 g1 g1 311 NOUN nsubj
311 tentou tentar 301 VERB ccomp
312 mas mas 314 CCONJ cc
313 nao nao 314 ADV advmod
314 conseguiu conseguir 311 VERB conj
315 contato contato 314 NOUN obj
316 com com 317 ADP case
317 sergio sergio 315 NOUN nmod
318 gabrielli gabrielli 317 NOUN flat
319 a a 321 ADP case
320 o o 321 DET det
321 todo todo 301 NOUN nmod
322 o o 323 DET det
323 ministro ministro 326 NOUN nsubj
324 edson edson 323 NOUN appos
325 fachin fachin 324 NOUN flat
326 encaminhou encaminhar 301 VERB conj
327 a o 328 DET det
328 justica justica 326 NOUN obj
329 federal federal 328 ADJ amod
330 em em 331 ADP case
331 sao sao 328 PROPN nmod
332 paulo paulo 331 PROPN flat
333 e e 336 CCONJ cc
334 a a 336 ADP case
335 o o 336 DET det
336 tribunal tribunal 331 NOUN conj
337 de de 338 ADP case
338 justica justica 336 NOUN nmod
339 de de 341 ADP case
340 o o 341 DET det
341 estado estado 336 NOUN nmod
342 34 34 343 NUM nummod
343 peticoes peticoe 326 NOUN obj
344 com com 345 ADP case
345 indicios indicio 343 NOUN nmod
346 sobre sobre 347 ADP case
347 pessoas pessoa 345 NOUN nmod
348 que que 350 PRON nsubj
349 nao nao 350 ADV advmod
350 tem ter 347 VERB acl:relcl
351 foro foro 350 NOUN obj
352 privilegiado privilegiado 351 ADJ amod
353 em em 355 ADP case
354 o o 355 DET det
355 total total 350 NOUN nmod
356 ha ha 326 VERB parataxis
357 42 42 358 NUM nummod
358 pessoas pessoa 356 NOUN obj
359 citadas citar 358 VERB acl
360 em em 362 ADP case
361 as o 362 DET det
362 peticoes peticoe 359 NOUN nmod
