# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja a repercussao do julgamento de lula julgamento do expresidente lula gerou reacoes de politicos adversarios e apoiadores apos o julgamento e condenacao de 9 anos e 6 meses de prisao do expresidente lula pelo juiz segio moro teve inicio nesta quartafeira 24 o julgamento de sua pena por tres desembergadores da 8 turma do tribunal regional federal da 4 regiao trf4 gebran neto relator do caso leandro paulsen e victor dos santos laus acusado de corrupcao passiva e lavagem de dinheiro no caso do triplex do guaruja lula comecou o dia ja com um voto positivo a sua condenacao feito pelo desembargador gebran que ainda aumentou sua pena para 12 anos e um mes de prisao alem do voto o jurista criticou a forma como o julgamento foi tratado por aliados petistas e setores da opiniao publica
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
54	tres	_	NUM	NUM	NumType=Card	55	nummod	_	TokenRange=290:294
55	desembergadores	desembergador	NOUN	NOUN	_	49	nmod	_	TokenRange=295:310
56-57	da	_	_	_	_	_	_	_	TokenRange=311:313
56	de	de	ADP	ADP	_	59	case	_	_
57	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	59	det	_	_
58	8	_	NUM	NUM	NumType=Card	59	nummod	_	TokenRange=314:315
59	turma	turma	NOUN	NOUN	_	55	nmod	_	TokenRange=316:321
60-61	do	_	_	_	_	_	_	_	TokenRange=322:324
60	de	de	ADP	ADP	_	62	case	_	_
61	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	62	det	_	_
62	tribunal	tribunal	NOUN	NOUN	_	59	nmod	_	TokenRange=325:333
63	regional	regional	ADJ	ADJ	_	62	amod	_	TokenRange=334:342
64	federal	federal	ADJ	ADJ	_	62	amod	_	TokenRange=343:350
65-66	da	_	_	_	_	_	_	_	TokenRange=351:353
65	de	de	ADP	ADP	_	68	case	_	_
66	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	68	det	_	_
67	4	_	NUM	NUM	NumType=Card	68	nummod	_	TokenRange=354:355
68	regiao	regiao	NOUN	NOUN	_	62	nmod	_	TokenRange=356:362
69	trf4	_	NOUN	NOUN	_	49	appos	_	TokenRange=363:367
70	gebran	_	NOUN	NOUN	_	49	appos	_	TokenRange=368:374
71	neto	neto	ADJ	ADJ	_	49	amod	_	TokenRange=375:379
72	relator	relator	NOUN	NOUN	_	49	appos	_	TokenRange=380:387
73-74	do	_	_	_	_	_	_	_	TokenRange=388:390
73	de	de	ADP	ADP	_	75	case	_	_
74	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	75	det	_	_
75	caso	caso	NOUN	NOUN	_	72	nmod	_	TokenRange=391:395
76	leandro	leandro	NOUN	NOUN	_	75	appos	_	TokenRange=396:403
77	paulsen	_	NOUN	NOUN	_	76	flat	_	TokenRange=404:411
78	e	e	CCONJ	CONJ	_	79	cc	_	TokenRange=412:413
79	victor	victor	NOUN	NOUN	_	76	conj	_	TokenRange=414:420
80-81	dos	_	_	_	_	_	_	_	TokenRange=421:424
80	de	de	ADP	ADP	_	82	case	_	_
81	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	82	det	_	_
82	santos	santo	NOUN	NOUN	_	79	nmod	_	TokenRange=425:431
83	laus	lau	NOUN	NOUN	_	82	flat	_	TokenRange=432:436
84	acusado	acusar	VERB	VERB	_	55	acl	_	TokenRange=437:444
85	de	de	ADP	ADP	_	86	case	_	TokenRange=445:447
86	corrupcao	corrupcao	NOUN	NOUN	_	84	nmod	_	TokenRange=448:457
87	passiva	passivo	ADJ	ADJ	_	86	amod	_	TokenRange=458:465
88	e	e	CCONJ	CONJ	_	89	cc	_	TokenRange=466:467
89	lavagem	lavagem	NOUN	NOUN	_	86	conj	_	TokenRange=468:475
90	de	de	ADP	ADP	_	91	case	_	TokenRange=476:478
91	dinheiro	dinheiro	NOUN	NOUN	_	89	nmod	_	TokenRange=479:487
92-93	no	_	_	_	_	_	_	_	TokenRange=488:490
92	em	em	ADP	ADP	_	94	case	_	_
93	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	94	det	_	_
94	caso	caso	NOUN	NOUN	_	89	nmod	_	TokenRange=491:495
95-96	do	_	_	_	_	_	_	_	TokenRange=496:498
95	de	de	ADP	ADP	_	97	case	_	_
96	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	97	det	_	_
97	triplex	triplex	NOUN	NOUN	_	94	nmod	_	TokenRange=499:506
98-99	do	_	_	_	_	_	_	_	TokenRange=507:509
98	de	de	ADP	ADP	_	100	case	_	_
99	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	100	det	_	_
100	guaruja	guaruja	NOUN	NOUN	_	97	nmod	_	TokenRange=510:517
101	lula	_	NOUN	NOUN	_	100	appos	_	TokenRange=518:522
102	comecou	comecar	VERB	VERB	_	43	conj	_	TokenRange=523:530
103	o	o	DET	DET	_	104	det	_	TokenRange=531:532
104	dia	dia	NOUN	NOUN	_	102	obj	_	TokenRange=533:536
105	ja	ja	ADV	ADV	_	108	advmod	_	TokenRange=537:539
106	com	com	ADP	ADP	_	108	case	_	TokenRange=540:543
107	um	um	DET	DET	_	108	det	_	TokenRange=544:546
108	voto	voto	NOUN	NOUN	_	102	nmod	_	TokenRange=547:551
109	positivo	positivo	ADJ	ADJ	_	108	amod	_	TokenRange=552:560
110	a	o	DET	DET	_	112	det	_	TokenRange=561:562
111	sua	_	DET	DET	_	112	det:poss	_	TokenRange=563:566
112	condenacao	condenacao	NOUN	NOUN	_	108	nmod	_	TokenRange=567:577
113	feito	_	VERB	VERB	_	112	acl	_	TokenRange=578:583
114-115	pelo	_	_	_	_	_	_	_	TokenRange=584:588
114	por	por	ADP	ADP	_	116	case	_	_
115	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	116	det	_	_
116	desembargador	desembargador	NOUN	NOUN	_	113	nmod	_	TokenRange=589:602
117	gebran	gebran	NOUN	NOUN	_	116	appos	_	TokenRange=603:609
118	que	_	PRON	PRON	_	120	nsubj	_	TokenRange=610:613
119	ainda	ainda	ADV	ADV	_	120	advmod	_	TokenRange=614:619
120	aumentou	aumentar	VERB	VERB	_	116	acl:relcl	_	TokenRange=620:628
121	sua	_	DET	DET	_	122	det:poss	_	TokenRange=629:632
122	pena	_	NOUN	NOUN	_	120	obj	_	TokenRange=633:637
123	para	para	ADP	ADP	_	125	case	_	TokenRange=638:642
124	12	_	NUM	NUM	NumType=Card	125	nummod	_	TokenRange=643:645
125	anos	ano	NOUN	NOUN	_	120	nmod	_	TokenRange=646:650
126	e	e	CCONJ	CONJ	_	128	cc	_	TokenRange=651:652
127	um	_	NUM	NUM	NumType=Card	128	nummod	_	TokenRange=653:655
128	mes	me	NOUN	NOUN	_	125	conj	_	TokenRange=656:659
129	de	de	ADP	ADP	_	130	case	_	TokenRange=660:662
130	prisao	prisao	NOUN	NOUN	_	128	nmod	_	TokenRange=663:669
131	alem	alem	ADV	ADV	_	137	advmod	_	TokenRange=670:674
132-133	do	_	_	_	_	_	_	_	TokenRange=675:677
132	de	de	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	voto	voto	NOUN	NOUN	_	131	nmod	_	TokenRange=678:682
135	o	o	DET	DET	_	136	det	_	TokenRange=683:684
136	jurista	jurista	NOUN	NOUN	_	137	nsubj	_	TokenRange=685:692
137	criticou	criticar	VERB	VERB	_	102	parataxis	_	TokenRange=693:701
138	a	o	DET	DET	_	139	det	_	TokenRange=702:703
139	forma	forma	NOUN	NOUN	_	137	obj	_	TokenRange=704:709
140	como	como	ADV	ADV	_	144	advmod	_	TokenRange=710:714
141	o	o	DET	DET	_	142	det	_	TokenRange=715:716
142	julgamento	julgamento	NOUN	NOUN	_	144	nsubj:pass	_	TokenRange=717:727
143	foi	_	AUX	AUX	_	144	aux:pass	_	TokenRange=728:731
144	tratado	tratar	VERB	VERB	_	139	acl:relcl	_	TokenRange=732:739
145	por	por	ADP	ADP	_	146	case	_	TokenRange=740:743
146	aliados	aliado	NOUN	NOUN	_	144	nmod	_	TokenRange=744:751
147	petistas	petista	ADJ	ADJ	_	146	amod	_	TokenRange=752:760
148	e	e	CCONJ	CONJ	_	149	cc	_	TokenRange=761:762
149	setores	setor	NOUN	NOUN	_	146	conj	_	TokenRange=763:770
150-151	da	_	_	_	_	_	_	_	TokenRange=771:773
150	de	de	ADP	ADP	_	152	case	_	_
151	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	152	det	_	_
152	opiniao	opiniao	NOUN	NOUN	_	149	nmod	_	TokenRange=774:781
153	publica	publico	ADJ	ADJ	_	152	amod	_	SpacesAfter=\s\s|TokenRange=782:789

