# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = discutir alianca eleitoral agora e colocar o carro a frente dos bois como dizia meu avo chico ferreira a hora agora e de aparar arestas e sobretudo de unir forcas para aprovacao da reforma da previdencia e decepcionante que o psdb ainda esteja a exigir de forma demagogica e irresponsavel que o governo torne a reforma que segundo reportagem do estado de ontem so atingira um terco dos trabalhadores nao se decida por um fechamento de questao que adie esse problema terrivel de caixa para a proxima gestao seja ela qual for afinal o partido ja cuspiu no eleitor e rasgou sua historia se quer ter algum futuro tem que ser digno pelo menos de seu passado resgatando essa bandeira que nao e do governo mas do pais para ouvir clique aqui e em seguida no play para ouvir agora ou nunca mais com beth guzzo clique aqui abaixo a integra da degravacao do comentario eldorado 28 de novembro de 2017 tercafeira o governador de sao paulo geraldo alckmin diz que aceita assumir comando do psdb em nome de unidade partidaria sera que agora os tucanos se unem mesmo se for esse o caminho para unir o partido nosso nome esta a disposicao afirmou o governador de sao paulo segundo reportagem de pedro venceslau no estado de hoje sonora 2811 alckmin o novo presidente da legenda sera oficialmente definido na convencao nacional do partido marcada para o proximo dia 9 em brasilia o senador tasso jereissati ce e o governador de goias marconi perillo desistiram da disputa e com o gesto abriram caminho para alckmin assumir a legenda buscar a unificacao da sigla e fortalecer seu nome como eventual candidato a presidencia da republica em 2018 isso tudo ocorreu apos jantar no palacio dos bandeirantes em sao paulo com tasso perillo e o expresidente fernando henrique cardoso a articulacao para evitar uma disputa interna entre a ala dos cabecas pretas representada por tasso e critica ao presidente michel temer e a dos cabecas brancas de perillo que defende o peemedebista foi coordenada por fhc a movimentacao proalckmin busca uma solucao para o impasse que quase levou o psdb a implosao apos o presidente licenciado aecio neves mg destituir tasso do comando interino da legenda e substituilo pelo exgovernador alberto goldman alckmin foi questionado tambem sobre sua posicao em relacao ao desembarque do psdb da gestao temer minha posicao nunca mudou sempre achei que nao devia ter entrado mas a decisao majoritaria na epoca foi outra afirmou entre os tucanos uma alianca com o pmdb nao esta descartada mas uma eventual defesa do governo na campanha e uma questao que ainda divide o partido apesar do posicionamento de alckmin o palacio do planalto com o acordo que vai evitar um confronto pelo comando do psdb ve agora brecha para uma possivel composicao eleitoral no proximo ano conforme mostrou o estado no sabado temer articula uma frente de centrodireita para defender sua gestao e tentar isolar o expresidente luiz inacio lula da
1	discutir	discutir	VERB	VERB	_	21	csubj	_	TokenRange=0:8
61	segundo	_	ADP	ADP	_	62	case	_	TokenRange=323:330
62	reportagem	reportagem	NOUN	NOUN	_	393	nmod	_	TokenRange=331:341
63-64	do	_	_	_	_	_	_	_	TokenRange=342:344
63	de	de	ADP	ADP	_	65	case	_	_
64	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	65	det	_	_
65	estado	estado	NOUN	NOUN	_	62	nmod	_	TokenRange=345:351
66	de	_	ADP	ADP	_	67	mark	_	TokenRange=352:354
67	ontem	ontem	ADV	ADV	_	69	nmod	_	TokenRange=355:360
68	so	so	ADV	ADV	_	69	advmod	_	TokenRange=361:363
69	atingira	_	VERB	VERB	_	65	acl:relcl	_	TokenRange=364:372
70	um	um	DET	DET	_	71	det	_	TokenRange=373:375
71	terco	terco	NOUN	NOUN	_	69	obj	_	TokenRange=376:381
72-73	dos	_	_	_	_	_	_	_	TokenRange=382:385
72	de	de	ADP	ADP	_	74	case	_	_
73	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	74	det	_	_
74	trabalhadores	trabalhador	NOUN	NOUN	_	71	nmod	_	TokenRange=386:399
75	nao	nao	ADV	ADV	Polarity=Neg	411	advmod	_	TokenRange=400:403
76	se	_	PRON	PRON	_	411	expl:pv	_	TokenRange=404:406
77	decida	decidir	VERB	VERB	_	21	acl:relcl	_	TokenRange=407:413
78	por	por	ADP	ADP	_	80	case	_	TokenRange=414:417
79	um	um	DET	DET	_	80	det	_	TokenRange=418:420
80	fechamento	fechamento	NOUN	NOUN	_	244	nmod	_	TokenRange=421:431
81	de	de	ADP	ADP	_	82	case	_	TokenRange=432:434
82	questao	questao	NOUN	NOUN	_	80	nmod	_	TokenRange=435:442
83	que	que	CCONJ	CONJ	_	84	mark	_	TokenRange=443:446
84	adie	adiar	VERB	VERB	_	415	acl:relcl	_	TokenRange=447:451
85	esse	_	DET	DET	_	86	det	_	TokenRange=452:456
86	problema	problema	NOUN	NOUN	_	84	obj	_	TokenRange=457:465
87	terrivel	terrivel	ADJ	ADJ	_	86	amod	_	TokenRange=466:474
88	de	de	ADP	ADP	_	89	case	_	TokenRange=475:477
89	caixa	caixa	NOUN	NOUN	_	86	nmod	_	TokenRange=478:483
90	para	para	ADP	ADP	_	93	case	_	TokenRange=484:488
91	a	o	DET	DET	_	93	det	_	TokenRange=489:490
92	proxima	proximo	ADJ	ADJ	_	93	amod	_	TokenRange=491:498
93	gestao	gestao	NOUN	NOUN	_	209	nmod	_	TokenRange=499:505
94	seja	ser	AUX	AUX	_	95	cop	_	TokenRange=506:510
95	ela	_	PRON	PRON	_	433	ccomp	_	TokenRange=511:514
96	qual	_	PRON	PRON	_	97	nsubj	_	TokenRange=515:519
97	for	_	VERB	VERB	_	95	cop	_	TokenRange=520:523
98	afinal	afinal	ADV	ADV	_	97	advmod	_	TokenRange=524:530
99	o	o	DET	DET	_	100	det	_	TokenRange=531:532
100	partido	partido	NOUN	NOUN	_	102	nsubj	_	TokenRange=533:540
101	ja	ja	ADV	ADV	_	102	advmod	_	TokenRange=541:543
102	cuspiu	cuspir	VERB	VERB	_	433	ccomp	_	TokenRange=544:550
103-104	no	_	_	_	_	_	_	_	TokenRange=551:553
103	em	em	ADP	ADP	_	105	case	_	_
104	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	105	det	_	_
105	eleitor	eleitor	NOUN	NOUN	_	102	nmod	_	TokenRange=554:561
106	e	e	CCONJ	CONJ	_	107	cc	_	TokenRange=562:563
107	rasgou	rasgar	VERB	VERB	_	102	conj	_	TokenRange=564:570
108	sua	_	DET	DET	_	109	det:poss	_	TokenRange=571:574
109	historia	historia	NOUN	NOUN	_	107	obj	_	TokenRange=575:583
110	se	_	CCONJ	CONJ	_	111	mark	_	TokenRange=584:586
111	quer	querer	VERB	VERB	_	182	advcl	_	TokenRange=587:591
112	ter	ter	VERB	VERB	_	111	xcomp	_	TokenRange=592:595
113	algum	_	DET	DET	_	114	det	_	TokenRange=596:601
114	futuro	futuro	NOUN	NOUN	_	112	obj	_	TokenRange=602:608
115	tem	ter	AUX	AUX	_	117	aux	_	TokenRange=609:612
116	que	que	CCONJ	CONJ	_	117	mark	_	TokenRange=613:616
117	ser	ser	VERB	VERB	_	48	ccomp	_	TokenRange=617:620
118	digno	digno	ADJ	ADJ	_	117	xcomp	_	TokenRange=621:626
119-120	pelo	_	_	_	_	_	_	_	TokenRange=627:631
119	por	por	ADP	ADP	_	121	case	_	_
120	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	121	det	_	_
121	menos	menos	ADV	ADV	_	458	nmod	_	TokenRange=632:637
122	de	de	ADP	ADP	_	124	case	_	TokenRange=638:640
123	seu	_	DET	DET	_	124	det:poss	_	TokenRange=641:644
124	passado	passado	NOUN	NOUN	_	481	nmod	_	TokenRange=645:652
125	resgatando	resgatar	VERB	VERB	_	117	acl	_	TokenRange=653:663
126	essa	_	DET	DET	_	127	det	_	TokenRange=664:668
127	bandeira	bandeira	NOUN	NOUN	_	125	obj	_	TokenRange=669:677
128	que	_	PRON	PRON	_	69	nsubj	_	TokenRange=678:681
129	nao	nao	ADV	ADV	Polarity=Neg	69	advmod	_	TokenRange=682:685
130	e	_	VERB	VERB	_	127	acl:relcl	_	TokenRange=686:687
131-132	do	_	_	_	_	_	_	_	TokenRange=688:690
131	de	de	ADP	ADP	_	133	case	_	_
132	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	133	det	_	_
133	governo	governo	NOUN	NOUN	_	509	nmod	_	TokenRange=691:698
134	mas	mas	CCONJ	CONJ	_	137	cc	_	TokenRange=699:702
135-136	do	_	_	_	_	_	_	_	TokenRange=703:705
135	de	de	ADP	ADP	_	137	case	_	_
136	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	137	det	_	_
137	pais	_	NOUN	NOUN	_	133	conj	_	TokenRange=706:710
138	para	_	ADP	ADP	_	139	mark	_	TokenRange=711:715
139	ouvir	ouvir	VERB	VERB	_	523	advcl	_	TokenRange=716:721
140	clique	clicar	VERB	VERB	_	373	obj	_	TokenRange=722:728
141	aqui	aqui	ADV	ADV	_	373	advmod	_	TokenRange=729:733
142	e	e	CCONJ	CONJ	_	523	cc	_	TokenRange=734:735
143	em	em	ADP	ADP	_	144	case	_	TokenRange=736:738
144	seguida	_	NOUN	NOUN	_	523	nmod	_	TokenRange=739:746
145-146	no	_	_	_	_	_	_	_	TokenRange=747:749
145	em	em	ADP	ADP	_	147	case	_	_
146	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	147	det	_	_
147	play	play	NOUN	NOUN	_	523	nmod	_	TokenRange=750:754
148	para	_	ADP	ADP	_	149	mark	_	TokenRange=755:759
149	ouvir	ouvir	VERB	VERB	_	147	nmod	_	TokenRange=760:765
150	agora	agora	ADV	ADV	_	149	advmod	_	TokenRange=766:771
151	ou	ou	CCONJ	CONJ	_	137	cc	_	TokenRange=772:774
152	nunca	nunca	ADV	ADV	_	153	advmod	_	TokenRange=775:780
153	mais	mais	ADV	ADV	_	150	conj	_	TokenRange=781:785
154	com	com	ADP	ADP	_	155	case	_	TokenRange=786:789
155	beth	_	NOUN	NOUN	_	381	nmod	_	TokenRange=790:794
156	guzzo	_	NOUN	NOUN	_	155	flat	_	TokenRange=795:800
157	clique	clicar	VERB	VERB	_	1	conj	_	TokenRange=801:807
158	aqui	aqui	ADV	ADV	_	157	advmod	_	TokenRange=808:812
159	abaixo	abaixo	ADV	ADV	_	157	advmod	_	TokenRange=813:819
160	a	o	DET	DET	_	161	det	_	TokenRange=820:821
161	integra	integra	NOUN	NOUN	_	411	nsubj:pass	_	TokenRange=822:829
162-163	da	_	_	_	_	_	_	_	TokenRange=830:832
162	de	de	ADP	ADP	_	164	case	_	_
163	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	164	det	_	_
164	degravacao	_	NOUN	NOUN	_	161	nmod	_	TokenRange=833:843
165-166	do	_	_	_	_	_	_	_	TokenRange=844:846
165	de	de	ADP	ADP	_	167	case	_	_
166	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	167	det	_	_
167	comentario	comentario	NOUN	NOUN	_	420	nmod	_	TokenRange=847:857
168	eldorado	eldorado	NOUN	NOUN	_	167	appos	_	TokenRange=858:866
169	28	_	NUM	NUM	NumType=Card	168	nmod	_	TokenRange=867:869
170	de	de	ADP	ADP	_	171	case	_	TokenRange=870:872
171	novembro	_	PROPN	PNOUN	_	169	nmod	_	TokenRange=873:881
172	de	de	ADP	ADP	_	173	case	_	TokenRange=882:884
173	2017	_	NUM	NUM	NumType=Card	171	nmod	_	TokenRange=885:889
174	tercafeira	tercafeira	NOUN	NOUN	_	168	appos	_	TokenRange=890:900
175	o	o	DET	DET	_	176	det	_	TokenRange=901:902
176	governador	governador	NOUN	NOUN	_	182	nsubj	_	TokenRange=903:913
177	de	de	ADP	ADP	_	178	case	_	TokenRange=914:916
178	sao	sao	NOUN	NOUN	_	176	nmod	_	TokenRange=917:920
179	paulo	paulo	NOUN	NOUN	_	176	amod	_	TokenRange=921:926
180	geraldo	geraldo	NOUN	NOUN	_	176	appos	_	TokenRange=927:934
181	alckmin	_	PROPN	PNOUN	_	180	flat	_	TokenRange=935:942
182	diz	dizer	VERB	VERB	_	21	parataxis	_	TokenRange=943:946
183	que	que	CCONJ	CONJ	_	184	mark	_	TokenRange=947:950
184	aceita	aceitar	VERB	VERB	_	182	ccomp	_	TokenRange=951:957
185	assumir	assumir	VERB	VERB	_	184	xcomp	_	TokenRange=958:965
186	comando	comando	NOUN	NOUN	_	185	obj	_	TokenRange=966:973
187-188	do	_	_	_	_	_	_	_	TokenRange=974:976
187	de	de	ADP	ADP	_	189	case	_	_
188	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	189	det	_	_
189	psdb	_	PROPN	PNOUN	_	186	nmod	_	TokenRange=977:981
190	em	em	ADP	ADP	_	191	case	_	TokenRange=982:984
191	nome	nome	NOUN	NOUN	_	185	nmod	_	TokenRange=985:989
192	de	de	ADP	ADP	_	193	case	_	TokenRange=990:992
193	unidade	unidade	NOUN	NOUN	_	191	nmod	_	TokenRange=993:1000
194	partidaria	partidario	ADJ	ADJ	_	193	amod	_	TokenRange=1001:1011
195	sera	_	AUX	AUX	_	21	cop	_	TokenRange=1012:1016
196	que	que	CCONJ	CONJ	_	244	mark	_	TokenRange=1017:1020
197	agora	agora	ADV	ADV	_	244	advmod	_	TokenRange=1021:1026
198	os	o	DET	DET	_	199	det	_	TokenRange=1027:1029
199	tucanos	tucano	NOUN	NOUN	_	201	nsubj	_	TokenRange=1030:1037
200	se	_	PRON	PRON	_	201	obj	_	TokenRange=1038:1040
201	unem	_	VERB	VERB	_	182	ccomp	_	TokenRange=1041:1045
202	mesmo	mesmo	ADV	ADV	_	201	advmod	_	TokenRange=1046:1051
203	se	_	CCONJ	CONJ	_	205	mark	_	TokenRange=1052:1054
204	for	_	AUX	AUX	_	207	cop	_	TokenRange=1055:1058
205	esse	_	PRON	PRON	_	201	advcl	_	TokenRange=1059:1063
206	o	o	DET	DET	_	207	det	_	TokenRange=1064:1065
207	caminho	caminho	NOUN	NOUN	_	201	nsubj	_	TokenRange=1066:1073
208	para	_	ADP	ADP	_	209	mark	_	TokenRange=1074:1078
209	unir	unir	VERB	VERB	_	207	nmod	_	TokenRange=1079:1083
210	o	o	DET	DET	_	211	det	_	TokenRange=1084:1085
211	partido	partido	NOUN	NOUN	_	209	obj	_	TokenRange=1086:1093
212	nosso	_	DET	DET	_	213	det:poss	_	TokenRange=1094:1099
213	nome	nome	NOUN	NOUN	_	209	obj	_	TokenRange=1100:1104
214	esta	_	PRON	PRON	_	217	nsubj	_	TokenRange=1105:1109
215	a	o	DET	DET	_	216	det	_	TokenRange=1110:1111
216	disposicao	disposicao	NOUN	NOUN	_	217	nsubj	_	TokenRange=1112:1122
217	afirmou	afirmar	VERB	VERB	_	182	parataxis	_	TokenRange=1123:1130
218	o	o	DET	DET	_	219	det	_	TokenRange=1131:1132
219	governador	governador	NOUN	NOUN	_	244	nsubj:pass	_	TokenRange=1133:1143
220	de	de	ADP	ADP	_	221	case	_	TokenRange=1144:1146
221	sao	sao	NOUN	NOUN	_	219	nmod	_	TokenRange=1147:1150
222	paulo	paulo	NOUN	NOUN	_	221	flat	_	TokenRange=1151:1156
223	segundo	_	ADP	ADP	_	224	case	_	TokenRange=1157:1164
224	reportagem	reportagem	NOUN	NOUN	_	244	nmod	_	TokenRange=1165:1175
225	de	de	ADP	ADP	_	226	case	_	TokenRange=1176:1178
226	pedro	pedro	NOUN	NOUN	_	224	nmod	_	TokenRange=1179:1184
227	venceslau	_	ADJ	ADJ	_	226	amod	_	TokenRange=1185:1194
228-229	no	_	_	_	_	_	_	_	TokenRange=1195:1197
228	em	em	ADP	ADP	_	230	case	_	_
229	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	230	det	_	_
230	estado	estado	NOUN	NOUN	_	311	nmod	_	TokenRange=1198:1204
231	de	_	ADP	ADP	_	232	mark	_	TokenRange=1205:1207
232	hoje	hoje	ADV	ADV	_	230	nmod	_	TokenRange=1208:1212
233	sonora	sonorar	VERB	VERB	_	230	acl:relcl	_	TokenRange=1213:1219
234	2811	_	NUM	NUM	NumType=Card	233	nsubj	_	TokenRange=1220:1224
235	alckmin	_	NOUN	NOUN	_	327	flat	_	TokenRange=1225:1232
236	o	o	DET	DET	_	238	det	_	TokenRange=1233:1234
237	novo	novo	ADJ	ADJ	_	238	amod	_	TokenRange=1235:1239
238	presidente	presidente	NOUN	NOUN	_	244	nsubj:pass	_	TokenRange=1240:1250
239-240	da	_	_	_	_	_	_	_	TokenRange=1251:1253
239	de	de	ADP	ADP	_	241	case	_	_
240	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	241	det	_	_
241	legenda	legenda	NOUN	NOUN	_	238	nmod	_	TokenRange=1254:1261
242	sera	_	AUX	AUX	_	244	aux:pass	_	TokenRange=1262:1266
243	oficialmente	oficialmente	ADV	ADV	_	244	advmod	_	TokenRange=1267:1279
244	definido	definir	VERB	VERB	_	21	parataxis	_	TokenRange=1280:1288
245-246	na	_	_	_	_	_	_	_	TokenRange=1289:1291
245	em	em	ADP	ADP	_	247	case	_	_
246	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	247	det	_	_
247	convencao	convencao	NOUN	NOUN	_	244	nmod	_	TokenRange=1292:1301
248	nacional	nacional	ADJ	ADJ	_	247	amod	_	TokenRange=1302:1310
249-250	do	_	_	_	_	_	_	_	TokenRange=1311:1313
249	de	de	ADP	ADP	_	251	case	_	_
250	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	251	det	_	_
251	partido	partido	NOUN	NOUN	_	247	nmod	_	TokenRange=1314:1321
252	marcada	marcar	VERB	VERB	_	247	acl	_	TokenRange=1322:1329
253	para	para	ADP	ADP	_	256	case	_	TokenRange=1330:1334
254	o	o	DET	DET	_	256	det	_	TokenRange=1335:1336
255	proximo	proximo	ADJ	ADJ	_	256	amod	_	TokenRange=1337:1344
256	dia	dia	NOUN	NOUN	_	252	nmod	_	TokenRange=1345:1348
257	9	_	NUM	NUM	NumType=Card	256	nmod	_	TokenRange=1349:1350
258	em	em	ADP	ADP	_	259	case	_	TokenRange=1351:1353
259	brasilia	_	NOUN	NOUN	_	252	nmod	_	TokenRange=1354:1362
260	o	o	DET	DET	_	261	det	_	TokenRange=1363:1364
261	senador	senador	NOUN	NOUN	_	411	nsubj:pass	_	TokenRange=1365:1372
262	tasso	tasso	NOUN	NOUN	_	261	appos	_	TokenRange=1373:1378
263	jereissati	_	PROPN	NOUN	_	262	flat	_	TokenRange=1379:1389
264	ce	_	PROPN	PNOUN	_	262	flat	_	TokenRange=1390:1392
265	e	e	CCONJ	CONJ	_	267	cc	_	TokenRange=1393:1394
266	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	267	det	_	TokenRange=1395:1396
267	governador	governador	NOUN	NOUN	_	261	conj	_	TokenRange=1397:1407
268	de	de	ADP	ADP	_	269	case	_	TokenRange=1408:1410
269	goias	goia	NOUN	NOUN	_	267	nmod	_	TokenRange=1411:1416
270	marconi	marconi	NOUN	NOUN	_	267	appos	_	TokenRange=1417:1424
271	perillo	perillo	ADJ	NOUN	_	270	flat	_	TokenRange=1425:1432
272	desistiram	desistir	VERB	VERB	_	182	ccomp	_	TokenRange=1433:1443
273-274	da	_	_	_	_	_	_	_	TokenRange=1444:1446
273	de	de	ADP	ADP	_	275	case	_	_
274	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	275	det	_	_
275	disputa	disputa	NOUN	NOUN	_	272	nmod	_	TokenRange=1447:1454
276	e	e	CCONJ	CONJ	_	280	cc	_	TokenRange=1455:1456
277	com	com	ADP	ADP	_	279	case	_	TokenRange=1457:1460
278	o	o	DET	DET	_	279	det	_	TokenRange=1461:1462
279	gesto	gesto	NOUN	NOUN	_	280	nmod	_	TokenRange=1463:1468
280	abriram	abrir	VERB	VERB	_	182	conj	_	TokenRange=1469:1476
281	caminho	caminho	NOUN	NOUN	_	280	obj	_	TokenRange=1477:1484
282	para	_	ADP	ADP	_	284	mark	_	TokenRange=1485:1489
283	alckmin	_	NOUN	NOUN	_	284	nsubj	_	TokenRange=1490:1497
284	assumir	assumir	VERB	VERB	_	281	nmod	_	TokenRange=1498:1505
285	a	o	DET	DET	_	286	det	_	TokenRange=1506:1507
286	legenda	legenda	NOUN	NOUN	_	284	obj	_	TokenRange=1508:1515
287	buscar	buscar	VERB	VERB	_	284	ccomp	_	TokenRange=1516:1522
288	a	o	DET	DET	_	289	det	_	TokenRange=1523:1524
289	unificacao	unificacao	NOUN	NOUN	_	287	obj	_	TokenRange=1525:1535
290-291	da	_	_	_	_	_	_	_	TokenRange=1536:1538
290	de	de	ADP	ADP	_	292	case	_	_
291	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	292	det	_	_
