# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = brasilia dentro do carro em silencio profundo como de costume quando sente raiva o candidato a presidente aecio neves psdb estava com a cabeca zunindo ja atrasado para o debate entre os presidenciaveis no sbt no dia 1 de setembro avistou um congestionamento quilometrico um acidente com um caminhao havia bloqueado a estrada que seu veiculo cruzaria simbolico a corrida contra o tempo a angustia de se sentir paralisado e uma jamanta em seu caminho pareceu a aecio a representacao do momento politico que vivia a pouco mais de 30 dias da eleicao o tucano estava 20 pontos atras de suas principais adversarias dilma rousseff pt e marina silva psb entretanto em mais uma reviravolta o tucano chega a eleicao competitivo brigando voto a voto com a candidata
1	brasilia	brasilia	NOUN	NOUN	_	0	root	_	TokenRange=0:8
108	adversarias	adversaria	NOUN	NOUN	_	104	nmod	_	TokenRange=597:608
109	dilma	dilma	NOUN	NOUN	_	108	appos	_	TokenRange=609:614
110	rousseff	rousseff	NOUN	NOUN	_	109	flat	_	TokenRange=615:623
111	pt	_	NOUN	NOUN	_	109	flat	_	TokenRange=624:626
112	e	e	CCONJ	CONJ	_	113	cc	_	TokenRange=627:628
113	marina	marina	NOUN	NOUN	_	109	conj	_	TokenRange=629:635
114	silva	silva	NOUN	NOUN	_	113	flat	_	TokenRange=636:641
115	psb	_	PROPN	PNOUN	_	123	appos	_	TokenRange=642:645
116	entretanto	entretanto	ADV	ADV	_	123	advmod	_	TokenRange=646:656
117	em	em	ADP	ADP	_	120	case	_	TokenRange=657:659
118	mais	mais	ADV	ADV	_	119	advmod	_	TokenRange=660:664
119	uma	_	NUM	NUM	NumType=Card	120	nummod	_	TokenRange=665:668
120	reviravolta	reviravolta	NOUN	NOUN	_	123	nmod	_	TokenRange=669:680
121	o	o	DET	DET	_	122	det	_	TokenRange=681:682
122	tucano	tucano	NOUN	NOUN	_	123	nsubj	_	TokenRange=683:689
123	chega	chegar	VERB	VERB	_	101	conj	_	TokenRange=690:695
124	a	_	ADP	ADP	_	125	case	_	TokenRange=696:697
125	eleicao	eleicao	NOUN	NOUN	_	123	nmod	_	TokenRange=698:705
126	competitivo	competitivo	ADJ	ADJ	_	125	amod	_	TokenRange=706:717
127	brigando	brigar	VERB	VERB	_	123	acl	_	TokenRange=718:726
128	voto	voto	NOUN	NOUN	_	127	obj	_	TokenRange=727:731
129	a	_	ADP	ADP	_	130	case	_	TokenRange=732:733
130	voto	voto	NOUN	NOUN	_	128	nmod	_	TokenRange=734:738
131	com	com	ADP	ADP	_	133	case	_	TokenRange=739:742
132	a	o	DET	DET	_	133	det	_	TokenRange=743:744
133	candidata	candidato	NOUN	NOUN	_	127	nmod	_	SpacesAfter=\s\s|TokenRange=745:754

