# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja o que foi noticia alem do carnaval no brasil e no mundo declaracoes do diretor da pf ataque a escola nos eua venezuelanos em roraima queda de aviao na russia e reaproximacao entre as coreias estao entre os destaques o presidente michel temer foi um dos principais assuntos do carnaval dentro e fora da folia no desfile das escolas do rio de janeiro a academicos do tuiuti levou um presidente vampiro para a avenida o enredo com criticas a reforma trabalhista deu o vicecampeonato a escola o titulo ficou com a beijaflor que tambem fez um desfile politizado em que tratou das desigualdades sociais e da corrupcao nas ruas o governo temer tambem foi lembrado pelos folioes nos blocos fora da folia uma declaracao do diretorgeral da policia federal fernando segovia publicada na sextafeira 9 a noite detonou uma nova polemica no meio politico segovia disse a agencia reuters que nao ha indicios de crime contra temer no inquerito que investiga se o presidente recebeu propina para favorecer uma empresa do setor de portos segundo o diretor da pf a tendencia e de que o caso seja arquivado as afirmacoes sobre uma investigacao que esta em andamento repercutiram mal o ministro luis roberto barroso
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
30	venezuelanos	venezuelano	ADJ	ADJ	_	29	amod	_	TokenRange=114:126
31	em	em	ADP	ADP	_	32	case	_	TokenRange=127:129
32	roraima	_	NOUN	NOUN	_	33	nmod	_	TokenRange=130:137
33	queda	queda	NOUN	NOUN	_	24	appos	_	TokenRange=138:143
34	de	de	ADP	ADP	_	35	case	_	TokenRange=144:146
35	aviao	aviao	NOUN	NOUN	_	33	nmod	_	TokenRange=147:152
36-37	na	_	_	_	_	_	_	_	TokenRange=153:155
36	em	em	ADP	ADP	_	38	case	_	_
37	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	38	det	_	_
38	russia	russia	NOUN	NOUN	_	33	nmod	_	TokenRange=156:162
39	e	e	CCONJ	CONJ	_	40	cc	_	TokenRange=163:164
40	reaproximacao	_	NOUN	NOUN	_	33	conj	_	TokenRange=165:178
41	entre	_	ADP	ADP	_	43	case	_	TokenRange=179:184
42	as	o	DET	DET	_	43	det	_	TokenRange=185:187
43	coreias	coreia	NOUN	NOUN	_	40	nmod	_	TokenRange=188:195
44	estao	_	VERB	VERB	_	1	conj	_	TokenRange=196:201
45	entre	_	ADP	ADP	_	47	case	_	TokenRange=202:207
46	os	o	DET	DET	_	47	det	_	TokenRange=208:210
47	destaques	destaque	NOUN	NOUN	_	44	nmod	_	TokenRange=211:220
48	o	o	DET	DET	_	49	det	_	TokenRange=221:222
49	presidente	presidente	NOUN	NOUN	_	53	nsubj	_	TokenRange=223:233
50	michel	michel	ADJ	ADJ	_	51	amod	_	TokenRange=234:240
51	temer	temer	NOUN	NOUN	_	49	appos	_	TokenRange=241:246
52	foi	_	AUX	AUX	_	53	cop	_	TokenRange=247:250
53	um	_	PRON	PRON	_	171	ccomp	_	TokenRange=251:253
54-55	dos	_	_	_	_	_	_	_	TokenRange=254:257
54	de	de	ADP	ADP	_	57	case	_	_
55	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	57	det	_	_
56	principais	principal	ADJ	ADJ	_	57	amod	_	TokenRange=258:268
57	assuntos	assunto	NOUN	NOUN	_	53	nmod	_	TokenRange=269:277
58-59	do	_	_	_	_	_	_	_	TokenRange=278:280
58	de	de	ADP	ADP	_	60	case	_	_
59	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	60	det	_	_
60	carnaval	carnaval	NOUN	NOUN	_	57	nmod	_	TokenRange=281:289
61	dentro	dentro	ADV	ADV	_	53	advmod	_	TokenRange=290:296
62	e	e	CCONJ	CONJ	_	63	cc	_	TokenRange=297:298
63	fora	fora	ADV	ADV	_	61	conj	_	TokenRange=299:303
64-65	da	_	_	_	_	_	_	_	TokenRange=304:306
64	de	de	ADP	ADP	_	66	case	_	_
65	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	66	det	_	_
66	folia	folia	NOUN	NOUN	_	61	nmod	_	TokenRange=307:312
67-68	no	_	_	_	_	_	_	_	TokenRange=313:315
67	em	em	ADP	ADP	_	69	case	_	_
68	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	69	det	_	_
69	desfile	desfile	NOUN	NOUN	_	53	nmod	_	TokenRange=316:323
70-71	das	_	_	_	_	_	_	_	TokenRange=324:327
70	de	de	ADP	ADP	_	72	case	_	_
71	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	72	det	_	_
72	escolas	escola	NOUN	NOUN	_	69	nmod	_	TokenRange=328:335
73-74	do	_	_	_	_	_	_	_	TokenRange=336:338
73	de	de	ADP	ADP	_	75	case	_	_
74	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	75	det	_	_
75	rio	rio	NOUN	NOUN	_	72	nmod	_	TokenRange=339:342
76	de	de	ADP	ADP	_	77	case	_	TokenRange=343:345
77	janeiro	_	PROPN	PNOUN	_	75	nmod	_	TokenRange=346:353
78	a	o	DET	DET	_	79	det	_	TokenRange=354:355
79	academicos	academico	NOUN	NOUN	_	83	nsubj	_	TokenRange=356:366
80-81	do	_	_	_	_	_	_	_	TokenRange=367:369
80	de	de	ADP	ADP	_	82	case	_	_
81	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	82	det	_	_
82	tuiuti	_	NOUN	NOUN	_	79	nmod	_	TokenRange=370:376
83	levou	levar	VERB	VERB	_	171	ccomp	_	TokenRange=377:382
84	um	um	DET	DET	_	85	det	_	TokenRange=383:385
85	presidente	presidente	NOUN	NOUN	_	83	obj	_	TokenRange=386:396
86	vampiro	vampiro	ADJ	ADJ	_	85	amod	_	TokenRange=397:404
87	para	para	ADP	ADP	_	89	case	_	TokenRange=405:409
88	a	o	DET	DET	_	89	det	_	TokenRange=410:411
89	avenida	avenida	NOUN	NOUN	_	83	nmod	_	TokenRange=412:419
90	o	o	DET	DET	_	91	det	_	TokenRange=420:421
91	enredo	enredo	NOUN	NOUN	_	83	nsubj	_	TokenRange=422:428
92	com	com	ADP	ADP	_	93	case	_	TokenRange=429:432
93	criticas	_	NOUN	NOUN	_	91	nmod	_	TokenRange=433:441
94	a	_	ADP	ADP	_	95	case	_	TokenRange=442:443
95	reforma	reforma	NOUN	NOUN	_	93	nmod	_	TokenRange=444:451
96	trabalhista	trabalhista	ADJ	ADJ	_	95	amod	_	TokenRange=452:463
97	deu	dar	VERB	VERB	_	93	acl:relcl	_	TokenRange=464:467
98	o	o	DET	DET	_	99	det	_	TokenRange=468:469
99	vicecampeonato	vicecampeonato	NOUN	NOUN	_	97	obj	_	TokenRange=470:484
100	a	_	ADP	ADP	_	101	case	_	TokenRange=485:486
101	escola	escola	NOUN	NOUN	_	97	iobj	_	TokenRange=487:493
102	o	o	DET	DET	_	103	det	_	TokenRange=494:495
103	titulo	titulo	NOUN	NOUN	_	104	nsubj	_	TokenRange=496:502
104	ficou	ficar	VERB	VERB	_	1	parataxis	_	TokenRange=503:508
105	com	com	ADP	ADP	_	107	case	_	TokenRange=509:512
106	a	o	DET	DET	_	107	det	_	TokenRange=513:514
107	beijaflor	_	NOUN	NOUN	_	104	nmod	_	TokenRange=515:524
108	que	_	PRON	PRON	_	110	nsubj	_	TokenRange=525:528
109	tambem	tambem	ADV	ADV	_	110	advmod	_	TokenRange=529:535
110	fez	fazer	VERB	VERB	_	107	acl:relcl	_	TokenRange=536:539
111	um	um	DET	DET	_	112	det	_	TokenRange=540:542
112	desfile	desfile	NOUN	NOUN	_	110	obj	_	TokenRange=543:550
113	politizado	politizado	ADJ	ADJ	_	112	amod	_	TokenRange=551:561
114	em	em	ADP	ADP	_	115	case	_	TokenRange=562:564
115	que	_	PRON	PRON	_	116	nmod	_	TokenRange=565:568
116	tratou	tratar	VERB	VERB	_	221	acl:relcl	_	TokenRange=569:575
117-118	das	_	_	_	_	_	_	_	TokenRange=576:579
117	de	de	ADP	ADP	_	119	case	_	_
118	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	119	det	_	_
119	desigualdades	desigualdade	NOUN	NOUN	_	116	nmod	_	TokenRange=580:593
120	sociais	social	ADJ	ADJ	_	119	amod	_	TokenRange=594:601
121	e	e	CCONJ	CONJ	_	124	cc	_	TokenRange=602:603
122-123	da	_	_	_	_	_	_	_	TokenRange=604:606
122	de	de	ADP	ADP	_	124	case	_	_
123	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	124	det	_	_
124	corrupcao	corrupcao	NOUN	NOUN	_	119	conj	_	TokenRange=607:616
125-126	nas	_	_	_	_	_	_	_	TokenRange=617:620
125	em	em	ADP	ADP	_	127	case	_	_
126	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	127	det	_	_
127	ruas	rua	NOUN	NOUN	_	124	nmod	_	TokenRange=621:625
128	o	o	DET	DET	_	129	det	_	TokenRange=626:627
129	governo	governo	NOUN	NOUN	_	226	nsubj	_	TokenRange=628:635
130	temer	temer	NOUN	NOUN	_	129	appos	_	TokenRange=636:641
131	tambem	tambem	ADV	ADV	_	133	advmod	_	TokenRange=642:648
132	foi	_	AUX	AUX	_	133	aux:pass	_	TokenRange=649:652
133	lembrado	lembrar	VERB	VERB	_	2	acl:relcl	_	TokenRange=653:661
134-135	pelos	_	_	_	_	_	_	_	TokenRange=662:667
134	por	por	ADP	ADP	_	136	case	_	_
135	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	136	det	_	_
136	folioes	folioe	NOUN	NOUN	_	133	nmod	_	TokenRange=668:675
137-138	nos	_	_	_	_	_	_	_	TokenRange=676:679
137	em	em	ADP	ADP	_	139	case	_	_
138	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	139	det	_	_
139	blocos	bloco	NOUN	NOUN	_	136	nmod	_	TokenRange=680:686
140	fora	fora	ADV	ADV	_	139	advmod	_	TokenRange=687:691
141-142	da	_	_	_	_	_	_	_	TokenRange=692:694
141	de	de	ADP	ADP	_	143	case	_	_
142	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	143	det	_	_
143	folia	folia	NOUN	NOUN	_	140	nmod	_	TokenRange=695:700
144	uma	um	DET	DET	_	145	det	_	TokenRange=701:704
145	declaracao	declaracao	NOUN	NOUN	_	133	nsubj:pass	_	TokenRange=705:715
146-147	do	_	_	_	_	_	_	_	TokenRange=716:718
146	de	de	ADP	ADP	_	148	case	_	_
147	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	148	det	_	_
148	diretorgeral	diretorgeral	NOUN	NOUN	_	145	nmod	_	TokenRange=719:731
149-150	da	_	_	_	_	_	_	_	TokenRange=732:734
149	de	de	ADP	ADP	_	151	case	_	_
150	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	151	det	_	_
151	policia	policia	NOUN	NOUN	_	148	nmod	_	TokenRange=735:742
152	federal	federal	ADJ	ADJ	_	151	amod	_	TokenRange=743:750
153	fernando	fernando	NOUN	NOUN	_	148	appos	_	TokenRange=751:759
154	segovia	segovia	NOUN	NOUN	_	153	flat	_	TokenRange=760:767
155	publicada	publicar	VERB	VERB	_	33	acl	_	TokenRange=768:777
156-157	na	_	_	_	_	_	_	_	TokenRange=778:780
156	em	em	ADP	ADP	_	158	case	_	_
157	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	158	det	_	_
158	sextafeira	_	PROPN	PNOUN	_	155	nmod	_	TokenRange=781:791
159	9	_	NUM	NUM	NumType=Card	158	nmod	_	TokenRange=792:793
160	a	o	DET	DET	_	161	det	_	TokenRange=794:795
161	noite	noite	NOUN	NOUN	_	162	nsubj	_	TokenRange=796:801
162	detonou	detonar	VERB	VERB	_	1	parataxis	_	TokenRange=802:809
163	uma	um	DET	DET	_	165	det	_	TokenRange=810:813
164	nova	novo	ADJ	ADJ	_	165	amod	_	TokenRange=814:818
165	polemica	polemica	NOUN	NOUN	_	162	obj	_	TokenRange=819:827
166-167	no	_	_	_	_	_	_	_	TokenRange=828:830
166	em	em	ADP	ADP	_	168	case	_	_
167	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	168	det	_	_
168	meio	meio	NOUN	NOUN	_	162	nmod	_	TokenRange=831:835
169	politico	politico	ADJ	ADJ	_	168	amod	_	TokenRange=836:844
170	segovia	segovia	NOUN	NOUN	_	171	nsubj	_	TokenRange=845:852
171	disse	dizer	VERB	VERB	_	1	parataxis	_	TokenRange=853:858
172	a	_	ADP	ADP	_	173	case	_	TokenRange=859:860
173	agencia	agencia	NOUN	NOUN	_	171	iobj	_	TokenRange=861:868
174	reuters	reuter	ADJ	ADJ	_	173	amod	_	TokenRange=869:876
175	que	que	CCONJ	CONJ	_	177	mark	_	TokenRange=877:880
176	nao	nao	ADV	ADV	Polarity=Neg	177	advmod	_	TokenRange=881:884
177	ha	_	VERB	VERB	_	171	ccomp	_	TokenRange=885:887
178	indicios	_	NOUN	NOUN	_	177	obj	_	TokenRange=888:896
179	de	de	ADP	ADP	_	180	case	_	TokenRange=897:899
180	crime	crime	NOUN	NOUN	_	178	nmod	_	TokenRange=900:905
181	contra	_	ADP	ADP	_	182	case	_	TokenRange=906:912
182	temer	temer	NOUN	NOUN	_	180	nmod	_	TokenRange=913:918
183-184	no	_	_	_	_	_	_	_	TokenRange=919:921
183	em	em	ADP	ADP	_	185	case	_	_
184	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	185	det	_	_
185	inquerito	inquerito	NOUN	NOUN	_	69	nmod	_	TokenRange=922:931
186	que	_	PRON	PRON	_	187	nsubj	_	TokenRange=932:935
187	investiga	investigar	VERB	VERB	_	185	acl:relcl	_	TokenRange=936:945
188	se	_	CCONJ	CONJ	_	191	mark	_	TokenRange=946:948
189	o	o	DET	DET	_	190	det	_	TokenRange=949:950
190	presidente	presidente	NOUN	NOUN	_	191	nsubj	_	TokenRange=951:961
191	recebeu	receber	VERB	VERB	_	187	ccomp	_	TokenRange=962:969
192	propina	propina	NOUN	NOUN	_	191	obj	_	TokenRange=970:977
193	para	_	ADP	ADP	_	194	mark	_	TokenRange=978:982
194	favorecer	favorecer	VERB	VERB	_	191	advcl	_	TokenRange=983:992
195	uma	um	DET	DET	_	196	det	_	TokenRange=993:996
196	empresa	empresa	NOUN	NOUN	_	194	obj	_	TokenRange=997:1004
197-198	do	_	_	_	_	_	_	_	TokenRange=1005:1007
197	de	de	ADP	ADP	_	199	case	_	_
198	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	199	det	_	_
199	setor	setor	NOUN	NOUN	_	196	nmod	_	TokenRange=1008:1013
200	de	de	ADP	ADP	_	201	case	_	TokenRange=1014:1016
201	portos	porto	NOUN	NOUN	_	199	nmod	_	TokenRange=1017:1023
202	segundo	_	ADP	ADP	_	204	case	_	TokenRange=1024:1031
203	o	o	DET	DET	_	204	det	_	TokenRange=1032:1033
204	diretor	diretor	NOUN	NOUN	_	83	nmod	_	TokenRange=1034:1041
205-206	da	_	_	_	_	_	_	_	TokenRange=1042:1044
205	de	de	ADP	ADP	_	207	case	_	_
206	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	207	det	_	_
207	pf	_	NOUN	NOUN	_	204	nmod	_	TokenRange=1045:1047
208	a	o	DET	DET	_	209	det	_	TokenRange=1048:1049
209	tendencia	tendencia	NOUN	NOUN	_	104	nsubj	_	TokenRange=1050:1059
210	e	e	CCONJ	CONJ	_	209	cc	_	TokenRange=1060:1061
211	de	_	ADP	ADP	_	216	mark	_	TokenRange=1062:1064
212	que	que	CCONJ	CONJ	_	216	mark	_	TokenRange=1065:1068
213	o	o	DET	DET	_	214	det	_	TokenRange=1069:1070
214	caso	caso	NOUN	NOUN	_	216	nsubj:pass	_	TokenRange=1071:1075
215	seja	ser	AUX	AUX	_	216	aux:pass	_	TokenRange=1076:1080
216	arquivado	arquivar	VERB	ADJ	_	209	nmod	_	TokenRange=1081:1090
217	as	o	DET	DET	_	218	det	_	TokenRange=1091:1093
218	afirmacoes	afirmacoe	NOUN	NOUN	_	226	nsubj	_	TokenRange=1094:1104
219	sobre	_	ADP	ADP	_	221	case	_	TokenRange=1105:1110
220	uma	um	DET	DET	_	221	det	_	TokenRange=1111:1114
221	investigacao	investigacao	NOUN	NOUN	_	218	nmod	_	TokenRange=1115:1127
222	que	_	PRON	PRON	_	223	nsubj	_	TokenRange=1128:1131
223	esta	_	VERB	VERB	_	221	acl:relcl	_	TokenRange=1132:1136
224	em	em	ADP	ADP	_	225	case	_	TokenRange=1137:1139
225	andamento	andamento	NOUN	NOUN	_	223	nmod	_	TokenRange=1140:1149
226	repercutiram	repercutir	VERB	VERB	_	209	acl:relcl	_	TokenRange=1150:1162
227	mal	mal	ADV	ADV	_	226	advmod	_	TokenRange=1163:1166
228	o	o	DET	DET	_	229	det	_	TokenRange=1167:1168
229	ministro	ministro	NOUN	NOUN	_	226	obj	_	TokenRange=1169:1177
230	luis	_	NOUN	NOUN	_	229	appos	_	TokenRange=1178:1182
231	roberto	roberto	NOUN	NOUN	_	230	flat	_	TokenRange=1183:1190
232	barroso	barroso	ADJ	ADJ	_	230	amod	_	SpacesAfter=\s\s|TokenRange=1191:1198

