# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja os votos dos ministros do tse no julgamento da chapa dilmatemer corte absolveu a chapa formada por dilma e temer por abuso de poder politico e economico na eleicao de 2014 por quatro votos a tres o tribunal superior eleitoral tse decidiu nesta sextafeira 9 pela absolvicao da chapa dilma rousseffmichel temer que foi acusada pelo psdb de ter cometido abuso de poder politico e economico na campanha de 2014 infografico relembre todas as etapas do processo repercussao juristas comentam a decisao do tse a votacao chegou a ficar empatada com o voto da ministra rosa weber e coube ao ministro gilmar mendes presidente do tse dar o voto de minerva ele decidiu entao inocentar a chapa argumentando que o caso e peculiar e que nao se substitui um presidente da republica a toda hora ainda que se queira a cassacao de mandatos deveria ocorrer em situacoes inequivocas afirmou o ministro criticou a tentativa de uso do tribunal para resolver uma crise politica nao e por acaso que a constituicao estabelece exigencias do contrario banalizaria o mandato saiba o que disseram os ministros preliminares o relator defendeu manter no processo relatos de executivos da odebrecht de que a campanha de 2014 foi abastecida com dinheiro nao declarado caixa 2 repassado como propina por contratos fechados pela empreiteira com a petrobras benjamin negou que tenha havido uma
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
63	acusada	acusar	VERB	VERB	_	58	acl:relcl	_	TokenRange=322:329
64-65	pelo	_	_	_	_	_	_	_	TokenRange=330:334
64	por	por	ADP	ADP	_	66	case	_	_
65	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	66	det	_	_
66	psdb	_	NOUN	NOUN	_	63	nmod	_	TokenRange=335:339
67	de	_	ADP	ADP	_	69	mark	_	TokenRange=340:342
68	ter	ter	AUX	AUX	_	69	aux	_	TokenRange=343:346
69	cometido	cometer	VERB	VERB	_	63	nmod	_	TokenRange=347:355
70	abuso	abuso	NOUN	NOUN	_	69	obj	_	TokenRange=356:361
71	de	de	ADP	ADP	_	72	case	_	TokenRange=362:364
72	poder	poder	NOUN	NOUN	_	70	nmod	_	TokenRange=365:370
73	politico	politico	ADJ	ADJ	_	72	amod	_	TokenRange=371:379
74	e	e	CCONJ	CONJ	_	75	cc	_	TokenRange=380:381
75	economico	economico	ADJ	ADJ	_	73	conj	_	TokenRange=382:391
76-77	na	_	_	_	_	_	_	_	TokenRange=392:394
76	em	em	ADP	ADP	_	78	case	_	_
77	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	78	det	_	_
78	campanha	campanha	NOUN	NOUN	_	69	nmod	_	TokenRange=395:403
79	de	de	ADP	ADP	_	80	case	_	TokenRange=404:406
80	2014	_	NUM	NUM	NumType=Card	78	nmod	_	TokenRange=407:411
81	infografico	infografico	NOUN	NOUN	_	78	appos	_	TokenRange=412:423
82	relembre	_	NOUN	NOUN	_	243	parataxis	_	TokenRange=424:432
83	todas	_	DET	DET	_	85	det	_	TokenRange=433:438
84	as	o	DET	DET	_	85	det	_	TokenRange=439:441
85	etapas	etapa	NOUN	NOUN	_	243	nsubj	_	TokenRange=442:448
86-87	do	_	_	_	_	_	_	_	TokenRange=449:451
86	de	de	ADP	ADP	_	88	case	_	_
87	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	88	det	_	_
88	processo	processo	NOUN	NOUN	_	85	nmod	_	TokenRange=452:460
89	repercussao	repercussao	NOUN	NOUN	_	243	nsubj	_	TokenRange=461:472
90	juristas	jurista	NOUN	NOUN	_	81	flat	_	TokenRange=473:481
91	comentam	comentar	VERB	VERB	_	1	parataxis	_	TokenRange=482:490
92	a	o	DET	DET	_	93	det	_	TokenRange=491:492
93	decisao	decisao	NOUN	NOUN	_	91	obj	_	TokenRange=493:500
94-95	do	_	_	_	_	_	_	_	TokenRange=501:503
94	de	de	ADP	ADP	_	96	case	_	_
95	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	96	det	_	_
96	tse	tse	NOUN	NOUN	_	93	nmod	_	TokenRange=504:507
97	a	o	DET	DET	_	98	det	_	TokenRange=508:509
98	votacao	votacao	NOUN	NOUN	_	246	nsubj	_	TokenRange=510:517
99	chegou	chegar	AUX	AUX	_	101	aux	_	TokenRange=518:524
100	a	_	ADP	ADP	_	101	mark	_	TokenRange=525:526
101	ficar	ficar	VERB	VERB	_	1	ccomp	_	TokenRange=527:532
102	empatada	empatado	ADJ	ADJ	_	101	xcomp	_	TokenRange=533:541
103	com	com	ADP	ADP	_	105	case	_	TokenRange=542:545
104	o	o	DET	DET	_	105	det	_	TokenRange=546:547
105	voto	voto	NOUN	NOUN	_	102	nmod	_	TokenRange=548:552
106-107	da	_	_	_	_	_	_	_	TokenRange=553:555
106	de	de	ADP	ADP	_	108	case	_	_
107	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	108	det	_	_
108	ministra	_	NOUN	NOUN	_	105	nmod	_	TokenRange=556:564
109	rosa	rosa	NOUN	NOUN	_	108	appos	_	TokenRange=565:569
110	weber	_	PROPN	PNOUN	_	109	flat	_	TokenRange=570:575
111	e	e	CCONJ	CONJ	_	112	cc	_	TokenRange=576:577
112	coube	caber	VERB	VERB	_	48	conj	_	TokenRange=578:583
113-114	ao	_	_	_	_	_	_	_	TokenRange=584:586
113	a	a	ADP	ADP	_	115	case	_	_
114	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	115	det	_	_
115	ministro	ministro	NOUN	NOUN	_	112	iobj	_	TokenRange=587:595
116	gilmar	gilmar	NOUN	NOUN	_	115	appos	_	TokenRange=596:602
117	mendes	_	ADJ	ADJ	_	115	amod	_	TokenRange=603:609
118	presidente	presidente	NOUN	NOUN	_	193	nsubj	_	TokenRange=610:620
119-120	do	_	_	_	_	_	_	_	TokenRange=621:623
119	de	de	ADP	ADP	_	121	case	_	_
120	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	121	det	_	_
121	tse	_	NOUN	NOUN	_	118	nmod	_	TokenRange=624:627
122	dar	dar	VERB	VERB	_	188	xcomp	_	TokenRange=628:631
123	o	o	DET	DET	_	124	det	_	TokenRange=632:633
124	voto	voto	NOUN	NOUN	_	122	obj	_	TokenRange=634:638
125	de	de	ADP	ADP	_	126	case	_	TokenRange=639:641
126	minerva	minerva	NOUN	NOUN	_	124	nmod	_	TokenRange=642:649
127	ele	_	PRON	PRON	_	128	nsubj	_	TokenRange=650:653
128	decidiu	decidir	VERB	VERB	_	48	conj	_	TokenRange=654:661
129	entao	entao	ADV	ADV	_	128	advmod	_	TokenRange=662:667
130	inocentar	inocentar	VERB	VERB	_	128	xcomp	_	TokenRange=668:677
131	a	o	DET	DET	_	132	det	_	TokenRange=678:679
132	chapa	chapa	NOUN	NOUN	_	130	obj	_	TokenRange=680:685
133	argumentando	argumentar	VERB	VERB	_	168	acl	_	TokenRange=686:698
134	que	que	CCONJ	CONJ	_	223	mark	_	TokenRange=699:702
135	o	o	DET	DET	_	136	det	_	TokenRange=703:704
136	caso	caso	NOUN	NOUN	_	223	nsubj:pass	_	TokenRange=705:709
137	e	e	CCONJ	CONJ	_	138	cc	_	TokenRange=710:711
138	peculiar	peculiar	ADJ	ADJ	_	73	conj	_	TokenRange=712:720
139	e	e	CCONJ	CONJ	_	143	cc	_	TokenRange=721:722
140	que	que	CCONJ	CONJ	_	143	mark	_	TokenRange=723:726
141	nao	nao	ADV	ADV	Polarity=Neg	143	advmod	_	TokenRange=727:730
142	se	_	PRON	PRON	_	143	expl:pv	_	TokenRange=731:733
143	substitui	substituir	VERB	VERB	_	69	conj	_	TokenRange=734:743
144	um	um	DET	DET	_	145	det	_	TokenRange=744:746
145	presidente	presidente	NOUN	NOUN	_	143	obj	_	TokenRange=747:757
146-147	da	_	_	_	_	_	_	_	TokenRange=758:760
146	de	de	ADP	ADP	_	148	case	_	_
147	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	148	det	_	_
148	republica	_	NOUN	NOUN	_	145	nmod	_	TokenRange=761:770
149	a	_	ADP	ADP	_	151	case	_	TokenRange=771:772
150	toda	_	DET	DET	_	151	det	_	TokenRange=773:777
151	hora	hora	NOUN	NOUN	_	143	nmod	_	TokenRange=778:782
152	ainda	ainda	ADV	ADV	_	155	mark	_	TokenRange=783:788
153	que	_	CCONJ	CONJ	_	152	fixed	_	TokenRange=789:792
154	se	_	CCONJ	CONJ	_	155	mark	_	TokenRange=793:795
155	queira	querer	VERB	VERB	_	143	advcl	_	TokenRange=796:802
156	a	o	DET	DET	_	157	det	_	TokenRange=803:804
157	cassacao	cassacao	NOUN	NOUN	_	155	nsubj	_	TokenRange=805:813
158	de	de	ADP	ADP	_	159	case	_	TokenRange=814:816
159	mandatos	mandato	NOUN	NOUN	_	157	nmod	_	TokenRange=817:825
160	deveria	dever	AUX	AUX	_	161	aux	_	TokenRange=826:833
161	ocorrer	ocorrer	VERB	VERB	_	155	advcl	_	TokenRange=834:841
162	em	em	ADP	ADP	_	163	case	_	TokenRange=842:844
163	situacoes	situacoe	NOUN	NOUN	_	161	nmod	_	TokenRange=845:854
164	inequivocas	inequivoco	ADJ	ADJ	_	163	amod	_	TokenRange=855:866
165	afirmou	afirmar	VERB	VERB	_	48	parataxis	_	TokenRange=867:874
166	o	o	DET	DET	_	167	det	_	TokenRange=875:876
167	ministro	ministro	NOUN	NOUN	_	168	nsubj	_	TokenRange=877:885
168	criticou	criticar	VERB	VERB	_	48	conj	_	TokenRange=886:894
169	a	o	DET	DET	_	170	det	_	TokenRange=895:896
170	tentativa	_	NOUN	NOUN	_	168	obj	_	TokenRange=897:906
171	de	de	ADP	ADP	_	172	case	_	TokenRange=907:909
172	uso	uso	NOUN	NOUN	_	170	nmod	_	TokenRange=910:913
173-174	do	_	_	_	_	_	_	_	TokenRange=914:916
173	de	de	ADP	ADP	_	175	case	_	_
174	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	175	det	_	_
175	tribunal	tribunal	NOUN	NOUN	_	172	nmod	_	TokenRange=917:925
176	para	_	ADP	ADP	_	177	mark	_	TokenRange=926:930
177	resolver	resolver	VERB	VERB	_	172	nmod	_	TokenRange=931:939
178	uma	um	DET	DET	_	179	det	_	TokenRange=940:943
179	crise	crise	NOUN	NOUN	_	177	obj	_	TokenRange=944:949
180	politica	politico	ADJ	ADJ	_	179	amod	_	TokenRange=950:958
181	nao	nao	ADV	ADV	Polarity=Neg	48	advmod	_	TokenRange=959:962
182	e	e	CCONJ	CONJ	_	168	cc	_	TokenRange=963:964
183	por	por	ADP	ADP	_	184	case	_	TokenRange=965:968
184	acaso	acaso	NOUN	NOUN	_	168	nmod	_	TokenRange=969:974
185	que	que	CCONJ	CONJ	_	188	mark	_	TokenRange=975:978
186	a	o	DET	DET	_	187	det	_	TokenRange=979:980
187	constituicao	constituicao	NOUN	NOUN	_	188	nsubj	_	TokenRange=981:993
188	estabelece	estabelecer	VERB	VERB	_	170	acl:relcl	_	TokenRange=994:1004
189	exigencias	_	NOUN	NOUN	_	188	obj	_	TokenRange=1005:1015
190-191	do	_	_	_	_	_	_	_	TokenRange=1016:1018
190	de	de	ADP	ADP	_	192	case	_	_
191	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	192	det	_	_
192	contrario	contrario	NOUN	NOUN	_	189	nmod	_	TokenRange=1019:1028
193	banalizaria	banalizar	VERB	VERB	_	188	conj	_	TokenRange=1029:1040
194	o	o	DET	DET	_	195	det	_	TokenRange=1041:1042
195	mandato	mandato	NOUN	NOUN	_	193	obj	_	TokenRange=1043:1050
196	saiba	_	ADJ	VERB	_	195	amod	_	TokenRange=1051:1056
197	o	_	PRON	PRON	_	193	obj	_	TokenRange=1057:1058
198	que	_	PRON	PRON	_	199	obj	_	TokenRange=1059:1062
199	disseram	dizer	VERB	VERB	_	197	acl:relcl	_	TokenRange=1063:1071
200	os	o	DET	DET	_	201	det	_	TokenRange=1072:1074
201	ministros	ministro	NOUN	NOUN	_	199	nsubj	_	TokenRange=1075:1084
202	preliminares	preliminar	ADJ	ADJ	_	201	amod	_	TokenRange=1085:1097
203	o	o	DET	DET	_	204	det	_	TokenRange=1098:1099
204	relator	relator	NOUN	NOUN	_	205	nsubj	_	TokenRange=1100:1107
205	defendeu	defender	VERB	VERB	_	128	parataxis	_	TokenRange=1108:1116
206	manter	manter	VERB	VERB	_	205	xcomp	_	TokenRange=1117:1123
207-208	no	_	_	_	_	_	_	_	TokenRange=1124:1126
207	em	em	ADP	ADP	_	209	case	_	_
208	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	209	det	_	_
209	processo	processo	NOUN	NOUN	_	206	nmod	_	TokenRange=1127:1135
210	relatos	relato	NOUN	NOUN	_	206	obj	_	TokenRange=1136:1143
211	de	de	ADP	ADP	_	212	case	_	TokenRange=1144:1146
212	executivos	executivo	NOUN	NOUN	_	210	nmod	_	TokenRange=1147:1157
213-214	da	_	_	_	_	_	_	_	TokenRange=1158:1160
213	de	de	ADP	ADP	_	215	case	_	_
214	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	215	det	_	_
215	odebrecht	odebrecht	NOUN	NOUN	_	212	nmod	_	TokenRange=1161:1170
216	de	_	ADP	ADP	_	223	mark	_	TokenRange=1171:1173
217	que	que	CCONJ	CONJ	_	223	mark	_	TokenRange=1174:1177
218	a	o	DET	DET	_	219	det	_	TokenRange=1178:1179
219	campanha	campanha	NOUN	NOUN	_	223	nsubj:pass	_	TokenRange=1180:1188
220	de	de	ADP	ADP	_	221	case	_	TokenRange=1189:1191
221	2014	_	NUM	NUM	NumType=Card	219	nmod	_	TokenRange=1192:1196
222	foi	_	AUX	AUX	_	223	aux:pass	_	TokenRange=1197:1200
223	abastecida	abastecer	VERB	VERB	_	210	nmod	_	TokenRange=1201:1211
224	com	com	ADP	ADP	_	225	case	_	TokenRange=1212:1215
225	dinheiro	dinheiro	NOUN	NOUN	_	223	nmod	_	TokenRange=1216:1224
226	nao	nao	ADV	ADV	Polarity=Neg	227	advmod	_	TokenRange=1225:1228
227	declarado	declarar	VERB	VERB	_	225	acl	_	TokenRange=1229:1238
228	caixa	caixa	NOUN	NOUN	_	223	nsubj:pass	_	TokenRange=1239:1244
229	2	_	NUM	NUM	NumType=Card	228	appos	_	TokenRange=1245:1246
230	repassado	repassar	VERB	VERB	_	228	acl	_	TokenRange=1247:1256
231	como	como	ADP	ADP	_	232	case	_	TokenRange=1257:1261
232	propina	propina	NOUN	NOUN	_	230	nmod	_	TokenRange=1262:1269
233	por	por	ADP	ADP	_	234	case	_	TokenRange=1270:1273
234	contratos	contrato	NOUN	NOUN	_	230	nmod	_	TokenRange=1274:1283
235	fechados	fechar	VERB	VERB	_	234	acl	_	TokenRange=1284:1292
236-237	pela	_	_	_	_	_	_	_	TokenRange=1293:1297
236	por	por	ADP	ADP	_	238	case	_	_
237	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	238	det	_	_
238	empreiteira	empreiteiro	NOUN	NOUN	_	235	nmod	_	TokenRange=1298:1309
239	com	com	ADP	ADP	_	241	case	_	TokenRange=1310:1313
240	a	o	DET	DET	_	241	det	_	TokenRange=1314:1315
241	petrobras	petrobra	NOUN	NOUN	_	238	nmod	_	TokenRange=1316:1325
242	benjamin	_	PROPN	PNOUN	_	243	nsubj	_	TokenRange=1326:1334
243	negou	negar	VERB	VERB	_	133	ccomp	_	TokenRange=1335:1340
244	que	que	CCONJ	CONJ	_	246	mark	_	TokenRange=1341:1344
245	tenha	ter	AUX	AUX	_	246	aux	_	TokenRange=1345:1350
246	havido	haver	VERB	VERB	_	243	ccomp	_	TokenRange=1351:1357
247	uma	um	DET	DET	_	170	det	_	SpacesAfter=\s\s|TokenRange=1358:1361

