# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = saiba como sera cada etapa do julgamento da chapa dilmatemer no tse tribunal superior eleitoral marcou quatro sessoes ate quintafeira para apresentacao do relatorio manifestacoes das partes e votos dos ministros a sessao desta tercafeira do tribunal superior eleitoral tse sera a primeira de quatro ja marcadas para esta semana que o tribunal dedicou exclusivamente para a analise do pedido de cassacao da chapa dilma rousseffmichel temer por suposto abuso de poder politico e economico na campanha eleitoral de 2014 entenda mesmo se condenado pelo tse temer pode adiar saida da presidencia atualizacao conforme informou inicialmente esta reportagem a previsao inicial era que analise das preliminares
1	saiba	saber	VERB	VERB	_	0	root	_	TokenRange=0:5
58	que	_	PRON	PRON	_	61	obj	_	TokenRange=328:331
59	o	o	DET	DET	_	60	det	_	TokenRange=332:333
60	tribunal	tribunal	NOUN	NOUN	_	61	nsubj	_	TokenRange=334:342
61	dedicou	dedicar	VERB	VERB	_	57	acl:relcl	_	TokenRange=343:350
62	exclusivamente	exclusivamente	ADV	ADV	_	61	advmod	_	TokenRange=351:365
63	para	para	ADP	ADP	_	65	case	_	TokenRange=366:370
64	a	o	DET	DET	_	65	det	_	TokenRange=371:372
65	analise	analise	NOUN	NOUN	_	61	nmod	_	TokenRange=373:380
66-67	do	_	_	_	_	_	_	_	TokenRange=381:383
66	de	de	ADP	ADP	_	68	case	_	_
67	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	68	det	_	_
68	pedido	pedido	NOUN	NOUN	_	65	nmod	_	TokenRange=384:390
69	de	de	ADP	ADP	_	70	case	_	TokenRange=391:393
70	cassacao	cassacao	NOUN	NOUN	_	68	nmod	_	TokenRange=394:402
71-72	da	_	_	_	_	_	_	_	TokenRange=403:405
71	de	de	ADP	ADP	_	73	case	_	_
72	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	73	det	_	_
73	chapa	chapa	NOUN	NOUN	_	68	nmod	_	TokenRange=406:411
74	dilma	dilma	NOUN	NOUN	_	73	appos	_	TokenRange=412:417
75	rousseffmichel	_	ADJ	NOUN	_	74	flat	_	TokenRange=418:432
76	temer	temer	NOUN	NOUN	_	74	flat	_	TokenRange=433:438
77	por	por	ADP	ADP	_	79	case	_	TokenRange=439:442
78	suposto	suposto	ADJ	ADJ	_	79	amod	_	TokenRange=443:450
79	abuso	abuso	NOUN	NOUN	_	61	nmod	_	TokenRange=451:456
80	de	de	ADP	ADP	_	81	case	_	TokenRange=457:459
81	poder	poder	NOUN	NOUN	_	79	nmod	_	TokenRange=460:465
82	politico	politico	ADJ	ADJ	_	81	amod	_	TokenRange=466:474
83	e	e	CCONJ	CONJ	_	84	cc	_	TokenRange=475:476
84	economico	economico	ADJ	ADJ	_	82	conj	_	TokenRange=477:486
85-86	na	_	_	_	_	_	_	_	TokenRange=487:489
85	em	em	ADP	ADP	_	87	case	_	_
86	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	87	det	_	_
87	campanha	campanha	NOUN	NOUN	_	68	nmod	_	TokenRange=490:498
88	eleitoral	eleitoral	ADJ	ADJ	_	87	amod	_	TokenRange=499:508
89	de	de	ADP	ADP	_	90	case	_	TokenRange=509:511
90	2014	_	NUM	NUM	NumType=Card	87	nmod	_	TokenRange=512:516
91	entenda	entender	VERB	VERB	_	50	parataxis	_	TokenRange=517:524
92	mesmo	mesmo	ADV	ADV	_	91	advmod	_	TokenRange=525:530
93	se	_	CCONJ	CONJ	_	100	mark	_	TokenRange=531:533
94	condenado	condenar	VERB	VERB	_	100	acl	_	TokenRange=534:543
95-96	pelo	_	_	_	_	_	_	_	TokenRange=544:548
95	por	por	ADP	ADP	_	97	case	_	_
96	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	97	det	_	_
97	tse	tse	NOUN	NOUN	_	94	nmod	_	TokenRange=549:552
98	temer	temer	NOUN	NOUN	_	100	nsubj	_	TokenRange=553:558
99	pode	_	AUX	AUX	_	100	aux	_	TokenRange=559:563
100	adiar	adiar	VERB	VERB	_	91	ccomp	_	TokenRange=564:569
101	saida	saida	NOUN	NOUN	_	100	obj	_	TokenRange=570:575
102-103	da	_	_	_	_	_	_	_	TokenRange=576:578
102	de	de	ADP	ADP	_	104	case	_	_
103	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	104	det	_	_
104	presidencia	presidencia	NOUN	NOUN	_	101	nmod	_	TokenRange=579:590
105	atualizacao	atualizacao	VERB	VERB	_	100	xcomp	_	TokenRange=591:602
106	conforme	_	CCONJ	CONJ	_	107	mark	_	TokenRange=603:611
107	informou	informar	VERB	VERB	_	100	advcl	_	TokenRange=612:620
108	inicialmente	inicialmente	ADV	ADV	_	107	advmod	_	TokenRange=621:633
109	esta	_	DET	DET	_	110	det	_	TokenRange=634:638
110	reportagem	reportagem	NOUN	NOUN	_	107	nsubj	_	TokenRange=639:649
111	a	o	DET	DET	_	112	det	_	TokenRange=650:651
112	previsao	previsao	NOUN	NOUN	_	91	ccomp	_	TokenRange=652:660
113	inicial	inicial	ADJ	ADJ	_	112	amod	_	TokenRange=661:668
114	era	_	AUX	AUX	_	112	cop	_	TokenRange=669:672
115	que	que	CCONJ	CONJ	_	116	mark	_	TokenRange=673:676
116	analise	analise	NOUN	NOUN	_	112	nsubj	_	TokenRange=677:684
117-118	das	_	_	_	_	_	_	_	TokenRange=685:688
117	de	de	ADP	ADP	_	119	case	_	_
118	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	119	det	_	_
119	preliminares	preliminar	NOUN	NOUN	_	116	nmod	_	SpacesAfter=\s\s|TokenRange=689:701

