# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja a repercussao na imprensa internacional da condenacao de lula em 2 instancia no trf4 extraordinaria mudanca de sorte para o petista na opiniao do britanico the guardian para o americano the washington post decisao tem potencial para por fim a carreira politica do expresidente a imprensa internacional noticiou amplamente a decisao unanime dos desembargadores da 8 turma do tribunal regional federal da 4 regiao trf4 em porto alegre em favor de manter a condenacao e ampliar a pena de prisao do expresidente luiz inacio lula da silva por corrupcao passiva e lavagem de dinheiro no caso do triplex em guaruja sp veja abaixo o que os veiculos estrangeiros disseram o jornal
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
54	internacional	internacional	ADJ	ADJ	_	53	amod	_	TokenRange=293:306
55	noticiou	noticiar	VERB	VERB	_	1	parataxis	_	TokenRange=307:315
56	amplamente	amplamente	ADV	ADV	_	55	advmod	_	TokenRange=316:326
57	a	o	DET	DET	_	58	det	_	TokenRange=327:328
58	decisao	decisao	NOUN	NOUN	_	55	obj	_	TokenRange=329:336
59	unanime	unanime	ADJ	ADJ	_	58	amod	_	TokenRange=337:344
60-61	dos	_	_	_	_	_	_	_	TokenRange=345:348
60	de	de	ADP	ADP	_	62	case	_	_
61	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	62	det	_	_
62	desembargadores	desembargador	NOUN	NOUN	_	58	nmod	_	TokenRange=349:364
63-64	da	_	_	_	_	_	_	_	TokenRange=365:367
63	de	de	ADP	ADP	_	66	case	_	_
64	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	66	det	_	_
65	8	_	NUM	NUM	NumType=Card	66	nummod	_	TokenRange=368:369
66	turma	turma	NOUN	NOUN	_	62	nmod	_	TokenRange=370:375
67-68	do	_	_	_	_	_	_	_	TokenRange=376:378
67	de	de	ADP	ADP	_	69	case	_	_
68	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	69	det	_	_
69	tribunal	tribunal	NOUN	NOUN	_	66	nmod	_	TokenRange=379:387
70	regional	regional	ADJ	ADJ	_	69	amod	_	TokenRange=388:396
71	federal	federal	ADJ	ADJ	_	69	amod	_	TokenRange=397:404
72-73	da	_	_	_	_	_	_	_	TokenRange=405:407
72	de	de	ADP	ADP	_	75	case	_	_
73	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	75	det	_	_
74	4	_	NUM	NUM	NumType=Card	75	nummod	_	TokenRange=408:409
75	regiao	regiao	NOUN	NOUN	_	69	nmod	_	TokenRange=410:416
76	trf4	_	NOUN	NOUN	_	69	appos	_	TokenRange=417:421
77	em	em	ADP	ADP	_	78	case	_	TokenRange=422:424
78	porto	_	PROPN	PNOUN	_	55	nmod	_	TokenRange=425:430
79	alegre	alegre	ADJ	ADJ	_	78	amod	_	TokenRange=431:437
80	em	_	ADP	ADP	_	83	mark	_	TokenRange=438:440
81	favor	favor	NOUN	NOUN	_	80	fixed	_	TokenRange=441:446
82	de	_	ADP	ADP	_	80	fixed	_	TokenRange=447:449
83	manter	manter	VERB	VERB	_	55	advcl	_	TokenRange=450:456
84	a	o	DET	DET	_	85	det	_	TokenRange=457:458
85	condenacao	condenacao	NOUN	NOUN	_	83	obj	_	TokenRange=459:469
86	e	e	CCONJ	CONJ	_	87	cc	_	TokenRange=470:471
87	ampliar	ampliar	VERB	VERB	_	83	conj	_	TokenRange=472:479
88	a	o	DET	DET	_	89	det	_	TokenRange=480:481
89	pena	_	NOUN	NOUN	_	87	obj	_	TokenRange=482:486
90	de	de	ADP	ADP	_	91	case	_	TokenRange=487:489
91	prisao	prisao	NOUN	NOUN	_	89	nmod	_	TokenRange=490:496
92-93	do	_	_	_	_	_	_	_	TokenRange=497:499
92	de	de	ADP	ADP	_	94	case	_	_
93	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	94	det	_	_
94	expresidente	expresidente	NOUN	NOUN	_	89	nmod	_	TokenRange=500:512
95	luiz	luiz	ADJ	ADJ	_	94	amod	_	TokenRange=513:517
96	inacio	_	ADJ	ADJ	_	95	flat	_	TokenRange=518:524
97	lula	_	PROPN	PNOUN	_	95	flat	_	TokenRange=525:529
98-99	da	_	_	_	_	_	_	_	TokenRange=530:532
98	de	de	ADP	ADP	_	100	case	_	_
99	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	100	det	_	_
100	silva	silva	NOUN	NOUN	_	95	nmod	_	TokenRange=533:538
101	por	por	ADP	ADP	_	102	case	_	TokenRange=539:542
102	corrupcao	corrupcao	NOUN	NOUN	_	87	nmod	_	TokenRange=543:552
103	passiva	passivo	ADJ	ADJ	_	102	amod	_	TokenRange=553:560
104	e	e	CCONJ	CONJ	_	105	cc	_	TokenRange=561:562
105	lavagem	lavagem	NOUN	NOUN	_	102	conj	_	TokenRange=563:570
106	de	de	ADP	ADP	_	107	case	_	TokenRange=571:573
107	dinheiro	dinheiro	NOUN	NOUN	_	105	nmod	_	TokenRange=574:582
108-109	no	_	_	_	_	_	_	_	TokenRange=583:585
108	em	em	ADP	ADP	_	110	case	_	_
109	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	110	det	_	_
110	caso	caso	NOUN	NOUN	_	87	nmod	_	TokenRange=586:590
111-112	do	_	_	_	_	_	_	_	TokenRange=591:593
111	de	de	ADP	ADP	_	113	case	_	_
112	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	113	det	_	_
113	triplex	_	NOUN	NOUN	_	110	nmod	_	TokenRange=594:601
114	em	em	ADP	ADP	_	115	case	_	TokenRange=602:604
115	guaruja	guaruja	NOUN	NOUN	_	110	nmod	_	TokenRange=605:612
116	sp	_	ADJ	ADJ	_	115	amod	_	TokenRange=613:615
117	veja	ver	VERB	VERB	_	55	parataxis	_	TokenRange=616:620
118	abaixo	abaixo	ADV	ADV	_	117	advmod	_	TokenRange=621:627
119	o	_	PRON	PRON	_	117	obj	_	TokenRange=628:629
120	que	_	PRON	PRON	_	124	obj	_	TokenRange=630:633
121	os	o	DET	DET	_	122	det	_	TokenRange=634:636
122	veiculos	veiculo	NOUN	NOUN	_	124	nsubj	_	TokenRange=637:645
123	estrangeiros	estrangeiro	ADJ	ADJ	_	122	amod	_	TokenRange=646:658
124	disseram	dizer	VERB	VERB	_	119	acl:relcl	_	TokenRange=659:667
125	o	o	DET	DET	_	126	det	_	TokenRange=668:669
126	jornal	jornal	NOUN	NOUN	_	124	obj	_	SpacesAfter=\s\s|TokenRange=670:676

