# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja quem sao os presos pela operacao de hoje da policia federal operacao skala tem como base o inquerito que apura beneficios ilicitos na edicao do decreto dos portos os presos pela policia federal no ambito da operacao skala deflagrada na manha desta quintafeira estao envolvidos no inquerito que investiga se o presidente michel temer beneficiou empresas em troca de propina na edicao do decreto dos portos autorizadas pelo ministro do supremo luis roberto barroso as prisoes foram pedidas pela procuradorageral da republica raquel dodge a defesa de jose yunes amigo e exassessor de temer classificou a prisao como ilegal e uma violencia tambem foram levados pela pf um dos donos da empresa rodrimar o exministro da agricultura wagner rossi e um aliado e o amigo pessoal de temer conhecido como coronel lima mesmo com prisao de aliados temer mantem agenda em vitoria janot
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
28	edicao	edicao	NOUN	NOUN	_	23	nmod	_	TokenRange=139:145
29-30	do	_	_	_	_	_	_	_	TokenRange=146:148
29	de	de	ADP	ADP	_	31	case	_	_
30	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	31	det	_	_
31	decreto	decreto	NOUN	NOUN	_	28	nmod	_	TokenRange=149:156
32-33	dos	_	_	_	_	_	_	_	TokenRange=157:160
32	de	de	ADP	ADP	_	34	case	_	_
33	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	34	det	_	_
34	portos	porto	NOUN	NOUN	_	31	nmod	_	TokenRange=161:167
35	os	o	DET	DET	_	36	det	_	TokenRange=168:170
36	presos	preso	NOUN	NOUN	_	17	nsubj	_	TokenRange=171:177
37-38	pela	_	_	_	_	_	_	_	TokenRange=178:182
37	por	por	ADP	ADP	_	39	case	_	_
38	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	39	det	_	_
39	policia	policia	NOUN	NOUN	_	36	nmod	_	TokenRange=183:190
40	federal	federal	ADJ	ADJ	_	39	amod	_	TokenRange=191:198
41-42	no	_	_	_	_	_	_	_	TokenRange=199:201
41	em	em	ADP	ADP	_	43	case	_	_
42	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	43	det	_	_
43	ambito	ambito	NOUN	NOUN	_	36	nmod	_	TokenRange=202:208
44-45	da	_	_	_	_	_	_	_	TokenRange=209:211
44	de	de	ADP	ADP	_	46	case	_	_
45	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	46	det	_	_
46	operacao	operacao	NOUN	NOUN	_	43	nmod	_	TokenRange=212:220
47	skala	skala	NOUN	NOUN	_	46	appos	_	TokenRange=221:226
48	deflagrada	deflagrar	VERB	VERB	_	46	acl	_	TokenRange=227:237
49-50	na	_	_	_	_	_	_	_	TokenRange=238:240
49	em	em	ADP	ADP	_	51	case	_	_
50	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	51	det	_	_
51	manha	manha	NOUN	NOUN	_	48	nmod	_	TokenRange=241:246
52	desta	_	ADP	ADP	_	53	case	_	TokenRange=247:252
53	quintafeira	quintafeira	NOUN	NOUN	_	51	nmod	_	TokenRange=253:264
54	estao	_	VERB	VERB	_	1	ccomp	_	TokenRange=265:270
55	envolvidos	envolvido	ADJ	ADJ	_	54	xcomp	_	TokenRange=271:281
56-57	no	_	_	_	_	_	_	_	TokenRange=282:284
56	em	em	ADP	ADP	_	58	case	_	_
57	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	58	det	_	_
58	inquerito	inquerito	NOUN	NOUN	_	55	nmod	_	TokenRange=285:294
59	que	_	PRON	PRON	_	60	nsubj	_	TokenRange=295:298
60	investiga	investigar	VERB	VERB	_	58	acl:relcl	_	TokenRange=299:308
61	se	_	CCONJ	CONJ	_	66	mark	_	TokenRange=309:311
62	o	o	DET	DET	_	63	det	_	TokenRange=312:313
63	presidente	presidente	NOUN	NOUN	_	66	nsubj	_	TokenRange=314:324
64	michel	michel	ADJ	ADJ	_	63	amod	_	TokenRange=325:331
65	temer	temer	NOUN	NOUN	_	63	appos	_	TokenRange=332:337
66	beneficiou	beneficiar	VERB	VERB	_	60	ccomp	_	TokenRange=338:348
67	empresas	empresa	NOUN	NOUN	_	66	obj	_	TokenRange=349:357
68	em	em	ADP	ADP	_	69	case	_	TokenRange=358:360
69	troca	_	NOUN	NOUN	_	66	nmod	_	TokenRange=361:366
70	de	de	ADP	ADP	_	71	case	_	TokenRange=367:369
71	propina	propina	NOUN	NOUN	_	69	nmod	_	TokenRange=370:377
72-73	na	_	_	_	_	_	_	_	TokenRange=378:380
72	em	em	ADP	ADP	_	74	case	_	_
73	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	74	det	_	_
74	edicao	edicao	NOUN	NOUN	_	66	nmod	_	TokenRange=381:387
75-76	do	_	_	_	_	_	_	_	TokenRange=388:390
75	de	de	ADP	ADP	_	77	case	_	_
76	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	77	det	_	_
77	decreto	decreto	NOUN	NOUN	_	74	nmod	_	TokenRange=391:398
78-79	dos	_	_	_	_	_	_	_	TokenRange=399:402
78	de	de	ADP	ADP	_	80	case	_	_
79	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	80	det	_	_
80	portos	porto	NOUN	NOUN	_	77	nmod	_	TokenRange=403:409
81	autorizadas	autorizar	VERB	VERB	_	46	acl	_	TokenRange=410:421
82-83	pelo	_	_	_	_	_	_	_	TokenRange=422:426
82	por	por	ADP	ADP	_	84	case	_	_
83	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	84	det	_	_
84	ministro	ministro	NOUN	NOUN	_	81	nmod	_	TokenRange=427:435
85-86	do	_	_	_	_	_	_	_	TokenRange=436:438
85	de	de	ADP	ADP	_	87	case	_	_
86	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	87	det	_	_
87	supremo	supremo	NOUN	NOUN	_	84	nmod	_	TokenRange=439:446
88	luis	_	NOUN	NOUN	_	84	appos	_	TokenRange=447:451
89	roberto	roberto	NOUN	NOUN	_	88	flat	_	TokenRange=452:459
90	barroso	barroso	ADJ	ADJ	_	88	amod	_	TokenRange=460:467
91	as	o	DET	DET	_	92	det	_	TokenRange=468:470
92	prisoes	_	NOUN	NOUN	_	94	nsubj:pass	_	TokenRange=471:478
93	foram	_	AUX	AUX	_	94	aux:pass	_	TokenRange=479:484
94	pedidas	pedir	VERB	VERB	_	54	parataxis	_	TokenRange=485:492
95-96	pela	_	_	_	_	_	_	_	TokenRange=493:497
95	por	por	ADP	ADP	_	97	case	_	_
96	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	97	det	_	_
97	procuradorageral	procuradorageral	NOUN	NOUN	_	94	nmod	_	TokenRange=498:514
98-99	da	_	_	_	_	_	_	_	TokenRange=515:517
98	de	de	ADP	ADP	_	100	case	_	_
99	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	100	det	_	_
100	republica	_	NOUN	NOUN	_	97	nmod	_	TokenRange=518:527
101	raquel	raquel	NOUN	NOUN	_	94	nmod	_	TokenRange=528:534
102	dodge	_	NOUN	NOUN	_	101	flat	_	TokenRange=535:540
103	a	o	DET	DET	_	104	det	_	TokenRange=541:542
104	defesa	_	NOUN	NOUN	_	94	nsubj:pass	_	TokenRange=543:549
105	de	de	ADP	ADP	_	106	case	_	TokenRange=550:552
106	jose	jose	NOUN	NOUN	_	104	nmod	_	TokenRange=553:557
107	yunes	_	NOUN	NOUN	_	106	flat	_	TokenRange=558:563
108	amigo	amigo	NOUN	NOUN	_	106	flat	_	TokenRange=564:569
109	e	e	CCONJ	CONJ	_	110	cc	_	TokenRange=570:571
110	exassessor	exassessor	NOUN	NOUN	_	108	conj	_	TokenRange=572:582
111	de	de	ADP	ADP	_	112	case	_	TokenRange=583:585
112	temer	temer	NOUN	NOUN	_	110	nmod	_	TokenRange=586:591
113	classificou	classificar	VERB	VERB	_	60	ccomp	_	TokenRange=592:603
114	a	o	DET	DET	_	115	det	_	TokenRange=604:605
115	prisao	prisao	NOUN	NOUN	_	113	obj	_	TokenRange=606:612
116	como	_	ADP	ADP	_	117	mark	_	TokenRange=613:617
117	ilegal	ilegal	ADJ	ADJ	_	113	nmod	_	TokenRange=618:624
118	e	e	CCONJ	CONJ	_	123	cc	_	TokenRange=625:626
119	uma	um	DET	DET	_	120	det	_	TokenRange=627:630
120	violencia	violencia	NOUN	NOUN	_	117	conj	_	TokenRange=631:640
121	tambem	tambem	ADV	ADV	_	123	advmod	_	TokenRange=641:647
122	foram	_	AUX	AUX	_	123	aux:pass	_	TokenRange=648:653
123	levados	levar	VERB	VERB	_	54	conj	_	TokenRange=654:661
124-125	pela	_	_	_	_	_	_	_	TokenRange=662:666
124	por	por	ADP	ADP	_	126	case	_	_
125	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	126	det	_	_
126	pf	_	NOUN	NOUN	_	123	nmod	_	TokenRange=667:669
127	um	_	PRON	PRON	_	123	nsubj:pass	_	TokenRange=670:672
128-129	dos	_	_	_	_	_	_	_	TokenRange=673:676
128	de	de	ADP	ADP	_	130	case	_	_
129	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	130	det	_	_
130	donos	dono	NOUN	NOUN	_	127	nmod	_	TokenRange=677:682
131-132	da	_	_	_	_	_	_	_	TokenRange=683:685
131	de	de	ADP	ADP	_	133	case	_	_
132	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	133	det	_	_
133	empresa	empresa	NOUN	NOUN	_	130	nmod	_	TokenRange=686:693
134	rodrimar	rodrimar	ADJ	ADJ	_	133	appos	_	TokenRange=694:702
135	o	o	DET	DET	_	136	det	_	TokenRange=703:704
136	exministro	exministro	NOUN	NOUN	_	66	nsubj	_	TokenRange=705:715
137-138	da	_	_	_	_	_	_	_	TokenRange=716:718
137	de	de	ADP	ADP	_	139	case	_	_
138	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	139	det	_	_
139	agricultura	agricultura	NOUN	NOUN	_	136	nmod	_	TokenRange=719:730
140	wagner	_	PROPN	PNOUN	_	136	appos	_	TokenRange=731:737
141	rossi	_	PROPN	PNOUN	_	140	flat	_	TokenRange=738:743
142	e	e	CCONJ	CONJ	_	144	cc	_	TokenRange=744:745
143	um	um	DET	DET	_	144	det	_	TokenRange=746:748
144	aliado	aliado	NOUN	NOUN	_	136	conj	_	TokenRange=749:755
145	e	e	CCONJ	CONJ	_	147	cc	_	TokenRange=756:757
146	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	147	det	_	TokenRange=758:759
147	amigo	amigo	NOUN	NOUN	_	144	conj	_	TokenRange=760:765
148	pessoal	pessoal	ADJ	ADJ	_	147	amod	_	TokenRange=766:773
149	de	de	ADP	ADP	_	150	case	_	TokenRange=774:776
150	temer	temer	NOUN	NOUN	_	147	nmod	_	TokenRange=777:782
151	conhecido	conhecer	VERB	VERB	_	147	acl	_	TokenRange=783:792
152	como	como	ADP	ADP	_	153	case	_	TokenRange=793:797
153	coronel	coronel	NOUN	NOUN	_	151	nmod	_	TokenRange=798:805
154	lima	_	ADJ	ADJ	_	153	amod	_	TokenRange=806:810
155	mesmo	mesmo	ADV	ADV	_	161	advmod	_	TokenRange=811:816
156	com	com	ADP	ADP	_	157	case	_	TokenRange=817:820
157	prisao	prisao	NOUN	NOUN	_	161	nmod	_	TokenRange=821:827
158	de	de	ADP	ADP	_	159	case	_	TokenRange=828:830
159	aliados	aliado	NOUN	NOUN	_	157	nmod	_	TokenRange=831:838
160	temer	temer	NOUN	NOUN	_	161	nsubj	_	TokenRange=839:844
161	mantem	mantar	VERB	VERB	_	60	ccomp	_	TokenRange=845:851
162	agenda	agenda	NOUN	NOUN	_	161	obj	_	TokenRange=852:858
163	em	em	ADP	ADP	_	164	case	_	TokenRange=859:861
164	vitoria	vitoria	NOUN	NOUN	_	161	nmod	_	TokenRange=862:869
165	janot	_	NOUN	PNOUN	_	164	flat	_	SpacesAfter=\s\s|TokenRange=870:875

