# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = houve ontem uma reuniao pp pt e pmdb onde ficou combinado que o dep vacari vai falar com o presidente gabrielli sobre o assunto da securitizacao ontem o dep vacareza ficou de reunirse com o presidente lula para conversar sobre o mesmo tema e dizer que os 3 partidos estao de acordo com a operacao o registro acima e de um relatorio dos lobistas jorge luz e bruno luz pai e filho presos desde fevereiro pela lava jato com o entao diretor de abastecimento da petrobras paulo roberto costa sobre um negocio de securitizacao do petroleo vinculado a multinacional trafigura group o negocio estava no portfolio de interesses do grupo criminoso que formatou a brasil trade uma firma usada pelos lobistas em parceria com o advogado tiago cedraz filho do ministro do tribunal de contas da uniao tcu aroldo cedraz executivos da petrobras e operadores de propinas que beneficiaria politicos em especial do pt e do pmdb entre eles o exlider do governo e do pt na camara candido vaccarezza e o exministro de minas e energia edison lobao uma parceria que garantiu em 2010 contratos de quase us 1 bilhao a norteamericana sargeant marine uma
1	houve	haver	VERB	VERB	_	0	root	_	TokenRange=0:5
46	dizer	dizer	VERB	VERB	_	34	conj	_	TokenRange=242:247
47	que	que	CCONJ	CONJ	_	51	mark	_	TokenRange=248:251
48	os	o	DET	DET	_	50	det	_	TokenRange=252:254
49	3	_	NUM	NUM	NumType=Card	50	nummod	_	TokenRange=255:256
50	partidos	partido	NOUN	NOUN	_	51	nsubj	_	TokenRange=257:265
51	estao	_	VERB	VERB	_	46	ccomp	_	TokenRange=266:271
52	de	de	ADP	ADP	_	53	case	_	TokenRange=272:274
53	acordo	acordo	NOUN	NOUN	_	51	nmod	_	TokenRange=275:281
54	com	com	ADP	ADP	_	56	case	_	TokenRange=282:285
55	a	o	DET	DET	_	56	det	_	TokenRange=286:287
56	operacao	operacao	NOUN	NOUN	_	53	nmod	_	TokenRange=288:296
57	o	o	DET	DET	_	58	det	_	TokenRange=297:298
58	registro	registro	NOUN	NOUN	_	51	nsubj	_	TokenRange=299:307
59	acima	acima	ADV	ADV	_	58	advmod	_	TokenRange=308:313
60	e	e	CCONJ	CONJ	_	63	cc	_	TokenRange=314:315
61	de	de	ADP	ADP	_	63	case	_	TokenRange=316:318
62	um	um	DET	DET	_	63	det	_	TokenRange=319:321
63	relatorio	relatorio	NOUN	NOUN	_	175	conj	_	TokenRange=322:331
64-65	dos	_	_	_	_	_	_	_	TokenRange=332:335
64	de	de	ADP	ADP	_	66	case	_	_
65	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	66	det	_	_
66	lobistas	lobista	NOUN	NOUN	_	63	nmod	_	TokenRange=336:344
67	jorge	jorge	ADJ	ADJ	_	66	appos	_	TokenRange=345:350
68	luz	luz	NOUN	NOUN	_	67	flat	_	TokenRange=351:354
69	e	e	CCONJ	CONJ	_	70	cc	_	TokenRange=355:356
70	bruno	bruno	NOUN	NOUN	_	67	conj	_	TokenRange=357:362
71	luz	luz	NOUN	NOUN	_	70	flat	_	TokenRange=363:366
72	pai	pai	NOUN	NOUN	_	67	appos	_	TokenRange=367:370
73	e	e	CCONJ	CONJ	_	74	cc	_	TokenRange=371:372
74	filho	filho	NOUN	NOUN	_	72	conj	_	TokenRange=373:378
75	presos	prender	VERB	VERB	_	175	acl	_	TokenRange=379:385
76	desde	_	ADP	ADP	_	77	case	_	TokenRange=386:391
77	fevereiro	_	PROPN	PNOUN	_	75	nmod	_	TokenRange=392:401
78-79	pela	_	_	_	_	_	_	_	TokenRange=402:406
78	por	por	ADP	ADP	_	80	case	_	_
79	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	80	det	_	_
80	lava	lava	NOUN	NOUN	_	75	nmod	_	TokenRange=407:411
81	jato	jato	NOUN	NOUN	_	80	flat	_	TokenRange=412:416
82	com	com	ADP	ADP	_	85	case	_	TokenRange=417:420
83	o	o	DET	DET	_	85	det	_	TokenRange=421:422
84	entao	entao	ADJ	ADJ	_	85	amod	_	TokenRange=423:428
85	diretor	diretor	NOUN	NOUN	_	175	nmod	_	TokenRange=429:436
86	de	de	ADP	ADP	_	87	case	_	TokenRange=437:439
87	abastecimento	abastecimento	NOUN	NOUN	_	85	nmod	_	TokenRange=440:453
88-89	da	_	_	_	_	_	_	_	TokenRange=454:456
88	de	de	ADP	ADP	_	90	case	_	_
89	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	90	det	_	_
90	petrobras	petrobra	NOUN	NOUN	_	85	nmod	_	TokenRange=457:466
91	paulo	paulo	NOUN	NOUN	_	85	appos	_	TokenRange=467:472
92	roberto	roberto	NOUN	NOUN	_	91	flat	_	TokenRange=473:480
93	costa	costa	NOUN	NOUN	_	91	flat	_	TokenRange=481:486
94	sobre	_	ADP	ADP	_	96	case	_	TokenRange=487:492
95	um	um	DET	DET	_	96	det	_	TokenRange=493:495
96	negocio	negocio	NOUN	NOUN	_	200	nmod	_	TokenRange=496:503
97	de	de	ADP	ADP	_	98	case	_	TokenRange=504:506
98	securitizacao	securitizacao	NOUN	NOUN	_	96	nmod	_	TokenRange=507:520
99-100	do	_	_	_	_	_	_	_	TokenRange=521:523
99	de	de	ADP	ADP	_	101	case	_	_
100	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	101	det	_	_
101	petroleo	petroleo	NOUN	NOUN	_	98	nmod	_	TokenRange=524:532
102	vinculado	vincular	VERB	VERB	_	96	acl	_	TokenRange=533:542
103	a	_	ADP	ADP	_	104	case	_	TokenRange=543:544
104	multinacional	multinacional	NOUN	NOUN	_	102	nmod	_	TokenRange=545:558
105	trafigura	trafigura	NOUN	NOUN	_	104	appos	_	TokenRange=559:568
106	group	_	NOUN	NOUN	_	91	flat	_	TokenRange=569:574
107	o	o	DET	DET	_	108	det	_	TokenRange=575:576
108	negocio	negocio	NOUN	NOUN	_	200	nsubj	_	TokenRange=577:584
109	estava	estar	VERB	VERB	_	1	parataxis	_	TokenRange=585:591
110-111	no	_	_	_	_	_	_	_	TokenRange=592:594
110	em	em	ADP	ADP	_	112	case	_	_
111	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	112	det	_	_
112	portfolio	portfolio	NOUN	NOUN	_	109	nmod	_	TokenRange=595:604
113	de	de	ADP	ADP	_	114	case	_	TokenRange=605:607
114	interesses	interesse	NOUN	NOUN	_	112	nmod	_	TokenRange=608:618
115-116	do	_	_	_	_	_	_	_	TokenRange=619:621
115	de	de	ADP	ADP	_	117	case	_	_
116	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	117	det	_	_
117	grupo	grupo	NOUN	NOUN	_	112	nmod	_	TokenRange=622:627
118	criminoso	criminoso	ADJ	ADJ	_	117	amod	_	TokenRange=628:637
119	que	_	PRON	PRON	_	120	nsubj	_	TokenRange=638:641
120	formatou	formatar	VERB	VERB	_	117	acl:relcl	_	TokenRange=642:650
121	a	o	DET	DET	_	122	det	_	TokenRange=651:652
122	brasil	brasil	NOUN	NOUN	_	120	obj	_	TokenRange=653:659
123	trade	_	NOUN	NOUN	_	122	flat	_	TokenRange=660:665
124	uma	um	DET	DET	_	125	det	_	TokenRange=666:669
125	firma	firma	NOUN	NOUN	_	34	obj	_	TokenRange=670:675
126	usada	usar	VERB	VERB	_	125	acl	_	TokenRange=676:681
127-128	pelos	_	_	_	_	_	_	_	TokenRange=682:687
127	por	por	ADP	ADP	_	129	case	_	_
128	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	129	det	_	_
129	lobistas	lobista	NOUN	NOUN	_	126	nmod	_	TokenRange=688:696
130	em	em	ADP	ADP	_	131	case	_	TokenRange=697:699
131	parceria	parceria	NOUN	NOUN	_	126	nmod	_	TokenRange=700:708
132	com	com	ADP	ADP	_	134	case	_	TokenRange=709:712
133	o	o	DET	DET	_	134	det	_	TokenRange=713:714
134	advogado	advogado	NOUN	NOUN	_	131	nmod	_	TokenRange=715:723
135	tiago	tiago	NOUN	NOUN	_	134	appos	_	TokenRange=724:729
136	cedraz	cedraz	NOUN	NOUN	_	135	flat	_	TokenRange=730:736
137	filho	filho	ADJ	ADJ	_	135	amod	_	TokenRange=737:742
138-139	do	_	_	_	_	_	_	_	TokenRange=743:745
138	de	de	ADP	ADP	_	140	case	_	_
139	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	140	det	_	_
140	ministro	ministro	NOUN	NOUN	_	134	nmod	_	TokenRange=746:754
141-142	do	_	_	_	_	_	_	_	TokenRange=755:757
141	de	de	ADP	ADP	_	143	case	_	_
142	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	143	det	_	_
143	tribunal	tribunal	NOUN	NOUN	_	140	nmod	_	TokenRange=758:766
144	de	de	ADP	ADP	_	145	case	_	TokenRange=767:769
145	contas	conta	NOUN	NOUN	_	143	nmod	_	TokenRange=770:776
146-147	da	_	_	_	_	_	_	_	TokenRange=777:779
146	de	de	ADP	ADP	_	148	case	_	_
147	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	148	det	_	_
148	uniao	uniao	NOUN	NOUN	_	140	nmod	_	TokenRange=780:785
149	tcu	_	ADJ	ADJ	_	148	appos	_	TokenRange=786:789
150	aroldo	aroldo	NOUN	NOUN	_	140	appos	_	TokenRange=790:796
151	cedraz	cedraz	ADJ	ADJ	_	150	amod	_	TokenRange=797:803
152	executivos	executivo	NOUN	NOUN	_	34	obj	_	TokenRange=804:814
153-154	da	_	_	_	_	_	_	_	TokenRange=815:817
153	de	de	ADP	ADP	_	155	case	_	_
154	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	155	det	_	_
155	petrobras	petrobra	NOUN	NOUN	_	152	nmod	_	TokenRange=818:827
156	e	e	CCONJ	CONJ	_	157	cc	_	TokenRange=828:829
157	operadores	operador	NOUN	NOUN	_	152	conj	_	TokenRange=830:840
158	de	de	ADP	ADP	_	159	case	_	TokenRange=841:843
159	propinas	propina	NOUN	NOUN	_	157	nmod	_	TokenRange=844:852
160	que	_	PRON	PRON	_	161	nsubj	_	TokenRange=853:856
161	beneficiaria	beneficiar	VERB	VERB	_	157	acl:relcl	_	TokenRange=857:869
162	politicos	_	NOUN	NOUN	_	161	obj	_	TokenRange=870:879
163	em	_	ADP	ADP	_	164	mark	_	TokenRange=880:882
164	especial	especial	ADJ	ADJ	_	162	nmod	_	TokenRange=883:891
165-166	do	_	_	_	_	_	_	_	TokenRange=892:894
165	de	de	ADP	ADP	_	167	case	_	_
166	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	167	det	_	_
167	pt	_	PROPN	PNOUN	_	162	nmod	_	TokenRange=895:897
168	e	e	CCONJ	CONJ	_	171	cc	_	TokenRange=898:899
169-170	do	_	_	_	_	_	_	_	TokenRange=900:902
169	de	de	ADP	ADP	_	171	case	_	_
170	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	171	det	_	_
171	pmdb	_	PROPN	PNOUN	_	167	conj	_	TokenRange=903:907
172	entre	_	ADP	ADP	_	173	case	_	TokenRange=908:913
173	eles	_	PRON	PRON	_	175	nmod	_	TokenRange=914:918
174	o	o	DET	DET	_	175	det	_	TokenRange=919:920
175	exlider	exlider	NOUN	NOUN	_	157	appos	_	TokenRange=921:928
176-177	do	_	_	_	_	_	_	_	TokenRange=929:931
176	de	de	ADP	ADP	_	178	case	_	_
177	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	178	det	_	_
178	governo	governo	NOUN	NOUN	_	175	nmod	_	TokenRange=932:939
179	e	e	CCONJ	CONJ	_	182	cc	_	TokenRange=940:941
180-181	do	_	_	_	_	_	_	_	TokenRange=942:944
180	de	de	ADP	ADP	_	182	case	_	_
181	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	182	det	_	_
182	pt	_	NOUN	NOUN	_	178	conj	_	TokenRange=945:947
183-184	na	_	_	_	_	_	_	_	TokenRange=948:950
183	em	em	ADP	ADP	_	185	case	_	_
184	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	185	det	_	_
185	camara	camara	NOUN	NOUN	_	178	nmod	_	TokenRange=951:957
186	candido	candido	NOUN	NOUN	_	175	appos	_	TokenRange=958:965
187	vaccarezza	vaccarezza	NOUN	NOUN	_	186	flat	_	TokenRange=966:976
188	e	e	CCONJ	CONJ	_	190	cc	_	TokenRange=977:978
189	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	190	det	_	TokenRange=979:980
190	exministro	exministro	NOUN	NOUN	_	175	conj	_	TokenRange=981:991
191	de	de	ADP	ADP	_	192	case	_	TokenRange=992:994
192	minas	mina	NOUN	NOUN	_	190	nmod	_	TokenRange=995:1000
193	e	e	CCONJ	CONJ	_	194	cc	_	TokenRange=1001:1002
194	energia	energia	NOUN	NOUN	_	192	conj	_	TokenRange=1003:1010
195	edison	_	NOUN	NOUN	_	190	appos	_	TokenRange=1011:1017
196	lobao	lobao	ADJ	ADJ	_	195	flat	_	TokenRange=1018:1023
197	uma	um	DET	DET	_	198	det	_	TokenRange=1024:1027
198	parceria	parceria	NOUN	NOUN	_	175	appos	_	TokenRange=1028:1036
199	que	_	PRON	PRON	_	200	nsubj	_	TokenRange=1037:1040
200	garantiu	garantir	VERB	VERB	_	198	acl:relcl	_	TokenRange=1041:1049
201	em	em	ADP	ADP	_	202	case	_	TokenRange=1050:1052
202	2010	_	NUM	NUM	NumType=Card	200	nmod	_	TokenRange=1053:1057
203	contratos	contrato	NOUN	NOUN	_	200	obj	_	TokenRange=1058:1067
204	de	de	ADP	ADP	_	208	case	_	TokenRange=1068:1070
205	quase	quase	ADV	ADV	_	208	advmod	_	TokenRange=1071:1076
206	us	_	NOUN	NOUN	_	203	nmod	_	TokenRange=1077:1079
207	1	_	NUM	NUM	NumType=Card	208	nummod	_	TokenRange=1080:1081
208	bilhao	_	NUM	NUM	NumType=Card	98	nmod	_	TokenRange=1082:1088
209	a	o	DET	DET	_	210	det	_	TokenRange=1089:1090
210	norteamericana	_	NOUN	NOUN	_	200	obj	_	TokenRange=1091:1105
211	sargeant	_	PROPN	PNOUN	_	210	appos	_	TokenRange=1106:1114
212	marine	_	NOUN	NOUN	_	211	flat	_	TokenRange=1115:1121
213	uma	_	DET	DET	_	210	det	_	SpacesAfter=\s\s|TokenRange=1122:1125

