# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = nos que nascemos diferentes que fizemos diferente que sonhamos diferente acabamos por legar ao pais algo tao igual ao pior dos costumes politicos a frase acima e de antonio palocci um dos fundadores do pt e principal responsavel por levar lula a figura maior do petismo ao planalto em 2002 e esta registrada em seu pedido de desfiliacao da legenda redigido nesta tercafeira 26 a data e historica para o pt e para palocci que completa nesta terca um ano de prisao na operacao lava jato outras do blog somos um partido ou uma seita reage palocci ao pt carta de palocci revela proposta de leniencia do pt a carte de desfiliacao de palocci analise no reino do petismo
1-2	nos	_	_	_	_	_	_	_	TokenRange=0:3
27	politicos	politico	ADJ	ADJ	_	26	amod	_	TokenRange=136:145
28	a	o	DET	DET	_	29	det	_	TokenRange=146:147
29	frase	frase	NOUN	NOUN	_	14	nsubj	_	TokenRange=148:153
30	acima	acima	ADV	ADV	_	29	advmod	_	TokenRange=154:159
31	e	e	CCONJ	CONJ	_	33	cc	_	TokenRange=160:161
32	de	de	ADP	ADP	_	33	case	_	TokenRange=162:164
33	antonio	antonio	NOUN	NOUN	_	29	conj	_	TokenRange=165:172
34	palocci	_	NOUN	NOUN	_	33	flat	_	TokenRange=173:180
35	um	_	PRON	PRON	_	33	appos	_	TokenRange=181:183
36-37	dos	_	_	_	_	_	_	_	TokenRange=184:187
36	de	de	ADP	ADP	_	38	case	_	_
37	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	38	det	_	_
38	fundadores	fundador	NOUN	NOUN	_	35	nmod	_	TokenRange=188:198
39-40	do	_	_	_	_	_	_	_	TokenRange=199:201
39	de	de	ADP	ADP	_	41	case	_	_
40	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	41	det	_	_
41	pt	_	NOUN	NOUN	_	38	nmod	_	TokenRange=202:204
42	e	e	CCONJ	CONJ	_	44	cc	_	TokenRange=205:206
43	principal	principal	ADJ	ADJ	_	44	amod	_	TokenRange=207:216
44	responsavel	responsavel	NOUN	NOUN	_	35	conj	_	TokenRange=217:228
45	por	_	ADP	ADP	_	46	mark	_	TokenRange=229:232
46	levar	levar	VERB	VERB	_	44	nmod	_	TokenRange=233:238
47	lula	_	NOUN	NOUN	_	46	obj	_	TokenRange=239:243
48	a	o	DET	DET	_	49	det	_	TokenRange=244:245
49	figura	figura	NOUN	NOUN	_	46	obj	_	TokenRange=246:252
50	maior	maior	ADJ	ADJ	_	49	amod	_	TokenRange=253:258
51-52	do	_	_	_	_	_	_	_	TokenRange=259:261
51	de	de	ADP	ADP	_	53	case	_	_
52	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	53	det	_	_
53	petismo	petismo	NOUN	NOUN	_	49	nmod	_	TokenRange=262:269
54-55	ao	_	_	_	_	_	_	_	TokenRange=270:272
54	a	a	ADP	ADP	_	56	case	_	_
55	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	56	det	_	_
56	planalto	planalto	NOUN	NOUN	_	49	nmod	_	TokenRange=273:281
57	em	em	ADP	ADP	_	58	case	_	TokenRange=282:284
58	2002	_	NUM	NUM	NumType=Card	46	nmod	_	TokenRange=285:289
59	e	e	CCONJ	CONJ	_	61	cc	_	TokenRange=290:291
60	esta	_	PRON	PRON	_	61	nsubj	_	TokenRange=292:296
61	registrada	_	ADJ	ADJ	_	44	conj	_	TokenRange=297:307
62	em	em	ADP	ADP	_	64	case	_	TokenRange=308:310
63	seu	_	DET	DET	_	64	det:poss	_	TokenRange=311:314
64	pedido	pedido	NOUN	NOUN	_	61	nmod	_	TokenRange=315:321
65	de	de	ADP	ADP	_	66	case	_	TokenRange=322:324
66	desfiliacao	desfiliacao	NOUN	NOUN	_	64	nmod	_	TokenRange=325:336
67-68	da	_	_	_	_	_	_	_	TokenRange=337:339
67	de	de	ADP	ADP	_	69	case	_	_
68	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	69	det	_	_
69	legenda	legenda	NOUN	NOUN	_	64	nmod	_	TokenRange=340:347
70	redigido	redigir	VERB	VERB	_	64	acl	_	TokenRange=348:356
71	nesta	_	ADP	ADP	_	72	case	_	TokenRange=357:362
72	tercafeira	_	PROPN	PNOUN	_	70	nmod	_	TokenRange=363:373
73	26	_	NUM	NUM	NumType=Card	72	appos	_	TokenRange=374:376
74	a	o	DET	DET	_	75	det	_	TokenRange=377:378
75	data	data	NOUN	NOUN	_	61	nsubj	_	TokenRange=379:383
76	e	e	CCONJ	CONJ	_	77	cc	_	TokenRange=384:385
77	historica	historico	ADJ	ADJ	_	75	conj	_	TokenRange=386:395
78	para	para	ADP	ADP	_	80	case	_	TokenRange=396:400
79	o	o	DET	DET	_	80	det	_	TokenRange=401:402
80	pt	_	NOUN	NOUN	_	75	nmod	_	TokenRange=403:405
81	e	e	CCONJ	CONJ	_	83	cc	_	TokenRange=406:407
82	para	para	ADP	ADP	_	83	case	_	TokenRange=408:412
83	palocci	_	NOUN	NOUN	_	80	conj	_	TokenRange=413:420
84	que	_	PRON	PRON	_	85	nsubj	_	TokenRange=421:424
85	completa	completar	VERB	VERB	_	83	acl:relcl	_	TokenRange=425:433
86	nesta	_	ADP	ADP	_	87	case	_	TokenRange=434:439
87	terca	terca	NOUN	NOUN	_	85	nmod	_	TokenRange=440:445
88	um	_	NUM	NUM	NumType=Card	89	nummod	_	TokenRange=446:448
89	ano	ano	NOUN	NOUN	_	85	obj	_	TokenRange=449:452
90	de	de	ADP	ADP	_	91	case	_	TokenRange=453:455
91	prisao	prisao	NOUN	NOUN	_	89	nmod	_	TokenRange=456:462
92-93	na	_	_	_	_	_	_	_	TokenRange=463:465
92	em	em	ADP	ADP	_	94	case	_	_
93	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	94	det	_	_
94	operacao	operacao	NOUN	NOUN	_	85	nmod	_	TokenRange=466:474
95	lava	lavo	ADJ	ADJ	_	94	amod	_	TokenRange=475:479
96	jato	jato	ADV	ADV	_	103	advmod	_	TokenRange=480:484
97	outras	_	PRON	PRON	_	103	nsubj	_	TokenRange=485:491
98-99	do	_	_	_	_	_	_	_	TokenRange=492:494
98	de	de	ADP	ADP	_	100	case	_	_
99	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	100	det	_	_
100	blog	blog	NOUN	NOUN	_	97	nmod	_	TokenRange=495:499
101	somos	ser	AUX	AUX	_	103	cop	_	TokenRange=500:505
102	um	um	DET	DET	_	103	det	_	TokenRange=506:508
103	partido	partido	NOUN	NOUN	_	85	parataxis	_	TokenRange=509:516
104	ou	ou	CCONJ	CONJ	_	106	cc	_	TokenRange=517:519
105	uma	um	DET	DET	_	106	det	_	TokenRange=520:523
106	seita	_	NOUN	NOUN	_	103	conj	_	TokenRange=524:529
107	reage	reagir	VERB	VERB	_	103	conj	_	TokenRange=530:535
108	palocci	_	NOUN	NOUN	_	107	obj	_	TokenRange=536:543
109-110	ao	_	_	_	_	_	_	_	TokenRange=544:546
109	a	a	ADP	ADP	_	111	case	_	_
110	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	111	det	_	_
111	pt	_	NOUN	NOUN	_	107	nmod	_	TokenRange=547:549
112	carta	carta	NOUN	NOUN	_	115	nsubj	_	TokenRange=550:555
113	de	de	ADP	ADP	_	114	case	_	TokenRange=556:558
114	palocci	_	NOUN	NOUN	_	112	nmod	_	TokenRange=559:566
115	revela	revelar	VERB	VERB	_	103	parataxis	_	TokenRange=567:573
116	proposta	_	NOUN	NOUN	_	115	obj	_	TokenRange=574:582
117	de	de	ADP	ADP	_	118	case	_	TokenRange=583:585
118	leniencia	leniencia	NOUN	NOUN	_	116	nmod	_	TokenRange=586:595
119-120	do	_	_	_	_	_	_	_	TokenRange=596:598
119	de	de	ADP	ADP	_	121	case	_	_
120	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	121	det	_	_
121	pt	_	NOUN	NOUN	_	116	nmod	_	TokenRange=599:601
122	a	o	DET	DET	_	123	det	_	TokenRange=602:603
123	carte	carte	NOUN	NOUN	_	115	obj	_	TokenRange=604:609
124	de	de	ADP	ADP	_	125	case	_	TokenRange=610:612
125	desfiliacao	desfiliacao	NOUN	NOUN	_	123	nmod	_	TokenRange=613:624
126	de	de	ADP	ADP	_	127	case	_	TokenRange=625:627
127	palocci	_	NOUN	NOUN	_	123	nmod	_	TokenRange=628:635
128	analise	analise	NOUN	NOUN	_	123	appos	_	TokenRange=636:643
129-130	no	_	_	_	_	_	_	_	TokenRange=644:646
129	em	em	ADP	ADP	_	131	case	_	_
130	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	131	det	_	_
131	reino	reino	NOUN	NOUN	_	128	nmod	_	TokenRange=647:652
132-133	do	_	_	_	_	_	_	_	TokenRange=653:655
132	de	de	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	petismo	petismo	NOUN	NOUN	_	131	nmod	_	SpacesAfter=\s\s|TokenRange=656:663

