# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja e leia a integra do pronunciamento de temer sobre a denuncia da pgr em discurso no planalto presidente se disse vitima de infamia de natureza politica ele foi denunciado pela pgr pelo crime de corrupcao passiva com base nas delacoes da jbs assista no video acima e leia abaixo a integra do pronunciamento do presidente michel temer desta tercafeira 27 sobre a denuncia oferecida pela procuradoriageral da republica especial g1 temer na mira da justica no discurso no palacio do planalto o presidente se disse vitima de infamia de natureza politica e cobrou provas robustas contra ele alem de afirmar que foi criada uma nova categoria no codigo penal a denuncia por ilacao nesta segunda 26 temer foi denunciado pelo procuradorgeral da republica rodrigo janot pelo crime de corrupcao passiva com base nas delacoes da jbs leia abaixo a integra do pronunciamento do presidente divulgada pela assessoria declaracao a imprensa do presidente michel temer se eu fosse presidente da camara dos deputados eu faria uma sessao pois temos quorum eu quero agradecer muitissimo a proposito a presenca dos colegas senadores colegas deputados senhores ministros foi ate um aviso de ultima hora eu estou agradavelmente surpreso com este apoio extremamente espontaneo quero agradecer muito aos senhores e as senhoras e o meu objetivo aqui agora me dirijo mais uma vez cumprimentando a imprensa toda a imprensa brasileira nao sei se ha internacional tambem mas eu quero me dirigir a imprensa para salientar preambularmente preliminarmente que eu me sinto no dever de fazer esta declaracao nao vou chamala de pronunciamento acho que e um pouco pretensioso mas e uma declaracao de alguma maneira esclarecedora
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
93	discurso	discurso	NOUN	NOUN	_	75	nmod	_	TokenRange=460:468
94-95	no	_	_	_	_	_	_	_	TokenRange=469:471
94	em	em	ADP	ADP	_	96	case	_	_
95	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	96	det	_	_
96	palacio	palacio	NOUN	NOUN	_	93	nmod	_	TokenRange=472:479
97-98	do	_	_	_	_	_	_	_	TokenRange=480:482
97	de	de	ADP	ADP	_	99	case	_	_
98	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	99	det	_	_
99	planalto	planalto	NOUN	NOUN	_	96	nmod	_	TokenRange=483:491
100	o	o	DET	DET	_	101	det	_	TokenRange=492:493
101	presidente	presidente	NOUN	NOUN	_	103	nsubj	_	TokenRange=494:504
102	se	_	PRON	PRON	_	103	expl:pv	_	TokenRange=505:507
103	disse	dizer	VERB	VERB	_	1	parataxis	_	TokenRange=508:513
104	vitima	vitima	NOUN	NOUN	_	103	xcomp	_	TokenRange=514:520
105	de	de	ADP	ADP	_	106	case	_	TokenRange=521:523
106	infamia	infamia	NOUN	NOUN	_	104	nmod	_	TokenRange=524:531
107	de	de	ADP	ADP	_	108	case	_	TokenRange=532:534
108	natureza	natureza	NOUN	NOUN	_	106	nmod	_	TokenRange=535:543
109	politica	politico	ADJ	ADJ	_	108	amod	_	TokenRange=544:552
110	e	e	CCONJ	CONJ	_	111	cc	_	TokenRange=553:554
111	cobrou	cobrar	VERB	VERB	_	103	conj	_	TokenRange=555:561
112	provas	prova	NOUN	NOUN	_	111	obj	_	TokenRange=562:568
113	robustas	robusto	ADJ	ADJ	_	112	amod	_	TokenRange=569:577
114	contra	_	ADP	ADP	_	115	case	_	TokenRange=578:584
115	ele	_	PRON	PRON	_	112	nmod	_	TokenRange=585:588
116	alem	alem	ADV	ADV	_	273	advmod	_	TokenRange=589:593
117	de	_	ADP	ADP	_	118	mark	_	TokenRange=594:596
118	afirmar	afirmar	VERB	VERB	_	116	nmod	_	TokenRange=597:604
119	que	que	CCONJ	CONJ	_	121	mark	_	TokenRange=605:608
120	foi	_	AUX	AUX	_	121	aux:pass	_	TokenRange=609:612
121	criada	criar	VERB	VERB	_	118	ccomp	_	TokenRange=613:619
122	uma	um	DET	DET	_	124	det	_	TokenRange=620:623
123	nova	novo	ADJ	ADJ	_	124	amod	_	TokenRange=624:628
124	categoria	categoria	NOUN	NOUN	_	121	nsubj:pass	_	TokenRange=629:638
125-126	no	_	_	_	_	_	_	_	TokenRange=639:641
125	em	em	ADP	ADP	_	127	case	_	_
126	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	127	det	_	_
127	codigo	codigo	NOUN	NOUN	_	121	nmod	_	TokenRange=642:648
128	penal	penal	ADJ	ADJ	_	127	amod	_	TokenRange=649:654
129	a	o	DET	DET	_	130	det	_	TokenRange=655:656
130	denuncia	denuncia	NOUN	NOUN	_	121	nsubj:pass	_	TokenRange=657:665
131	por	por	ADP	ADP	_	132	case	_	TokenRange=666:669
132	ilacao	ilacao	NOUN	NOUN	_	130	nmod	_	TokenRange=670:676
133	nesta	_	ADP	ADP	_	29	case	_	TokenRange=677:682
134	segunda	_	PROPN	PNOUN	_	289	nmod	_	TokenRange=683:690
135	26	_	NUM	NUM	NumType=Card	136	nummod	_	TokenRange=691:693
136	temer	temer	NOUN	NOUN	_	138	nsubj:pass	_	TokenRange=694:699
137	foi	_	AUX	AUX	_	138	aux:pass	_	TokenRange=700:703
138	denunciado	denunciar	VERB	VERB	_	292	ccomp	_	TokenRange=704:714
139-140	pelo	_	_	_	_	_	_	_	TokenRange=715:719
139	por	por	ADP	ADP	_	141	case	_	_
140	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	141	det	_	_
141	procuradorgeral	procuradorgeral	NOUN	NOUN	_	138	nmod	_	TokenRange=720:735
142-143	da	_	_	_	_	_	_	_	TokenRange=736:738
142	de	de	ADP	ADP	_	144	case	_	_
143	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	144	det	_	_
144	republica	_	NOUN	NOUN	_	141	nmod	_	TokenRange=739:748
145	rodrigo	_	PROPN	PNOUN	_	141	appos	_	TokenRange=749:756
146	janot	_	PROPN	PNOUN	_	145	flat	_	TokenRange=757:762
147-148	pelo	_	_	_	_	_	_	_	TokenRange=763:767
147	por	por	ADP	ADP	_	149	case	_	_
148	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	149	det	_	_
149	crime	crime	NOUN	NOUN	_	233	nmod	_	TokenRange=768:773
150	de	de	ADP	ADP	_	41	case	_	TokenRange=774:776
151	corrupcao	corrupcao	NOUN	NOUN	_	149	nmod	_	TokenRange=777:786
152	passiva	passivo	ADJ	ADJ	_	41	amod	_	TokenRange=787:794
153	com	com	ADP	ADP	_	44	case	_	TokenRange=795:798
154	base	base	NOUN	NOUN	_	33	nmod	_	TokenRange=799:803
155-156	nas	_	_	_	_	_	_	_	TokenRange=804:807
155	em	em	ADP	ADP	_	157	case	_	_
156	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	157	det	_	_
157	delacoes	delacoe	NOUN	NOUN	_	44	nmod	_	TokenRange=808:816
158-159	da	_	_	_	_	_	_	_	TokenRange=817:819
158	de	de	ADP	ADP	_	160	case	_	_
159	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	160	det	_	_
160	jbs	_	NOUN	NOUN	_	157	nmod	_	TokenRange=820:823
161	leia	ler	VERB	VERB	_	51	parataxis	_	TokenRange=824:828
162	abaixo	abaixo	ADV	ADV	_	161	advmod	_	TokenRange=829:835
163	a	o	DET	DET	_	164	det	_	TokenRange=836:837
164	integra	integra	NOUN	NOUN	_	161	obj	_	TokenRange=838:845
165-166	do	_	_	_	_	_	_	_	TokenRange=846:848
165	de	de	ADP	ADP	_	167	case	_	_
166	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	167	det	_	_
167	pronunciamento	pronunciamento	NOUN	NOUN	_	164	nmod	_	TokenRange=849:863
168-169	do	_	_	_	_	_	_	_	TokenRange=864:866
168	de	de	ADP	ADP	_	170	case	_	_
169	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	170	det	_	_
170	presidente	presidente	NOUN	NOUN	_	167	nmod	_	TokenRange=867:877
171	divulgada	divulgar	VERB	VERB	_	74	acl	_	TokenRange=878:887
172-173	pela	_	_	_	_	_	_	_	TokenRange=888:892
172	por	por	ADP	ADP	_	174	case	_	_
173	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	174	det	_	_
174	assessoria	assessoria	NOUN	NOUN	_	171	nmod	_	TokenRange=893:903
175	declaracao	declaracao	NOUN	NOUN	_	57	parataxis	_	TokenRange=904:914
176	a	_	ADP	ADP	_	177	case	_	TokenRange=915:916
177	imprensa	imprensa	NOUN	NOUN	_	175	nmod	_	TokenRange=917:925
178-179	do	_	_	_	_	_	_	_	TokenRange=926:928
178	de	de	ADP	ADP	_	180	case	_	_
179	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	180	det	_	_
180	presidente	presidente	NOUN	NOUN	_	177	nmod	_	TokenRange=929:939
181	michel	michel	ADJ	ADJ	_	170	amod	_	TokenRange=940:946
182	temer	temer	PROPN	PNOUN	_	180	appos	_	TokenRange=947:952
183	se	_	CCONJ	CONJ	_	186	mark	_	TokenRange=953:955
184	eu	_	PRON	PRON	_	186	nsubj	_	TokenRange=956:958
185	fosse	_	AUX	AUX	_	186	cop	_	TokenRange=959:964
186	presidente	presidente	NOUN	NOUN	_	248	advcl	_	TokenRange=965:975
187-188	da	_	_	_	_	_	_	_	TokenRange=976:978
187	de	de	ADP	ADP	_	189	case	_	_
188	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	189	det	_	_
189	camara	camara	NOUN	NOUN	_	186	nmod	_	TokenRange=979:985
190-191	dos	_	_	_	_	_	_	_	TokenRange=986:989
190	de	de	ADP	ADP	_	192	case	_	_
191	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	192	det	_	_
192	deputados	deputado	NOUN	NOUN	_	189	nmod	_	TokenRange=990:999
193	eu	_	PRON	PRON	_	194	nsubj	_	TokenRange=1000:1002
194	faria	fazer	VERB	VERB	_	103	parataxis	_	TokenRange=1003:1008
195	uma	um	DET	DET	_	196	det	_	TokenRange=1009:1012
196	sessao	sessao	NOUN	NOUN	_	194	obj	_	TokenRange=1013:1019
197	pois	_	CCONJ	CONJ	_	198	mark	_	TokenRange=1020:1024
198	temos	ter	VERB	VERB	_	194	advcl	_	TokenRange=1025:1030
199	quorum	_	NOUN	NOUN	_	198	obj	_	TokenRange=1031:1037
200	eu	_	PRON	PRON	_	201	nsubj	_	TokenRange=1038:1040
201	quero	querer	VERB	VERB	_	51	ccomp	_	TokenRange=1041:1046
202	agradecer	agradecer	VERB	VERB	_	201	xcomp	_	TokenRange=1047:1056
203	muitissimo	_	ADV	ADV	_	202	advmod	_	TokenRange=1057:1067
204	a	_	ADP	ADP	_	205	case	_	TokenRange=1068:1069
205	proposito	proposito	NOUN	NOUN	_	202	nmod	_	TokenRange=1070:1079
206	a	o	DET	DET	_	207	det	_	TokenRange=1080:1081
207	presenca	presenca	NOUN	NOUN	_	121	nsubj:pass	_	TokenRange=1082:1090
208-209	dos	_	_	_	_	_	_	_	TokenRange=1091:1094
208	de	de	ADP	ADP	_	210	case	_	_
209	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	210	det	_	_
210	colegas	colega	NOUN	NOUN	_	207	nmod	_	TokenRange=1095:1102
211	senadores	senador	ADJ	ADJ	_	210	amod	_	TokenRange=1103:1112
212	colegas	colega	NOUN	NOUN	_	210	appos	_	TokenRange=1113:1120
213	deputados	deputado	NOUN	NOUN	_	210	appos	_	TokenRange=1121:1130
214	senhores	senhor	NOUN	NOUN	_	212	amod	_	TokenRange=1131:1139
215	ministros	ministro	NOUN	NOUN	_	213	amod	_	TokenRange=1140:1149
216	foi	_	AUX	AUX	_	219	cop	_	TokenRange=1150:1153
217	ate	ate	ADV	ADV	_	219	advmod	_	TokenRange=1154:1157
218	um	um	DET	DET	_	219	det	_	TokenRange=1158:1160
219	aviso	aviso	NOUN	NOUN	_	260	parataxis	_	TokenRange=1161:1166
220	de	de	ADP	ADP	_	222	case	_	TokenRange=1167:1169
221	ultima	_	ADJ	ADJ	_	222	amod	_	TokenRange=1170:1176
222	hora	hora	NOUN	NOUN	_	219	nmod	_	TokenRange=1177:1181
223	eu	_	PRON	PRON	_	224	nsubj	_	TokenRange=1182:1184
224	estou	estar	VERB	VERB	_	232	ccomp	_	TokenRange=1185:1190
225	agradavelmente	agradavelmente	ADV	ADV	_	226	advmod	_	TokenRange=1191:1205
226	surpreso	surpreso	ADJ	ADJ	_	224	xcomp	_	TokenRange=1206:1214
227	com	com	ADP	ADP	_	229	case	_	TokenRange=1215:1218
228	este	_	DET	DET	_	229	det	_	TokenRange=1219:1223
229	apoio	apoio	NOUN	NOUN	_	226	nmod	_	TokenRange=1224:1229
230	extremamente	extremamente	ADV	ADV	_	231	advmod	_	TokenRange=1230:1242
231	espontaneo	espontaneo	ADJ	ADJ	_	229	amod	_	TokenRange=1243:1253
232	quero	querer	VERB	VERB	_	260	ccomp	_	TokenRange=1254:1259
233	agradecer	agradecer	VERB	VERB	_	232	xcomp	_	TokenRange=1260:1269
234	muito	muito	ADV	ADV	_	233	advmod	_	TokenRange=1270:1275
235-236	aos	_	_	_	_	_	_	_	TokenRange=1276:1279
235	a	a	ADP	ADP	_	237	case	_	_
236	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	237	det	_	_
237	senhores	senhor	NOUN	NOUN	_	233	iobj	_	TokenRange=1280:1288
238	e	e	CCONJ	CONJ	_	240	cc	_	TokenRange=1289:1290
239	as	o	DET	DET	_	240	det	_	TokenRange=1291:1293
240	senhoras	senhora	NOUN	NOUN	_	237	conj	_	TokenRange=1294:1302
241	e	e	CCONJ	CONJ	_	244	cc	_	TokenRange=1303:1304
242	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	244	det	_	TokenRange=1305:1306
243	meu	_	DET	DET	_	244	det:poss	_	TokenRange=1307:1310
244	objetivo	objetivo	NOUN	NOUN	_	237	conj	_	TokenRange=1311:1319
245	aqui	aqui	ADV	ADV	_	248	advmod	_	TokenRange=1320:1324
246	agora	agora	ADV	ADV	_	248	advmod	_	TokenRange=1325:1330
247	me	_	PRON	PRON	_	248	obj	_	TokenRange=1331:1333
248	dirijo	dirir	VERB	VERB	_	232	conj	_	TokenRange=1334:1340
249	mais	mais	ADV	ADV	_	250	advmod	_	TokenRange=1341:1345
250	uma	_	NUM	NUM	NumType=Card	251	nummod	_	TokenRange=1346:1349
251	vez	vez	NOUN	NOUN	_	248	nmod	_	TokenRange=1350:1353
252	cumprimentando	cumprimentar	VERB	VERB	_	248	acl	_	TokenRange=1354:1368
253	a	o	DET	DET	_	254	det	_	TokenRange=1369:1370
254	imprensa	imprensa	NOUN	NOUN	_	252	obj	_	TokenRange=1371:1379
255	toda	_	DET	DET	_	257	det	_	TokenRange=1380:1384
256	a	o	DET	DET	_	257	det	_	TokenRange=1385:1386
257	imprensa	imprensa	NOUN	NOUN	_	252	obj	_	TokenRange=1387:1395
258	brasileira	brasileiro	ADJ	ADJ	_	257	amod	_	TokenRange=1396:1406
259	nao	nao	ADV	ADV	Polarity=Neg	260	advmod	_	TokenRange=1407:1410
260	sei	saber	VERB	VERB	_	57	conj	_	TokenRange=1411:1414
261	se	_	CCONJ	CONJ	_	262	mark	_	TokenRange=1415:1417
262	ha	_	VERB	VERB	_	260	ccomp	_	TokenRange=1418:1420
263	internacional	internacional	ADJ	ADJ	_	262	xcomp	_	TokenRange=1421:1434
264	tambem	tambem	ADV	ADV	_	262	advmod	_	TokenRange=1435:1441
265	mas	mas	CCONJ	CONJ	_	267	cc	_	TokenRange=1442:1445
266	eu	_	PRON	PRON	_	267	nsubj	_	TokenRange=1446:1448
267	quero	querer	VERB	VERB	_	260	conj	_	TokenRange=1449:1454
268	me	_	PRON	PRON	_	269	obj	_	TokenRange=1455:1457
269	dirigir	dirigir	VERB	VERB	_	267	xcomp	_	TokenRange=1458:1465
270	a	o	DET	DET	_	271	det	_	TokenRange=1466:1467
271	imprensa	imprensa	NOUN	NOUN	_	269	obj	_	TokenRange=1468:1476
272	para	_	ADP	ADP	_	273	mark	_	TokenRange=1477:1481
273	salientar	salientar	VERB	VERB	_	269	advcl	_	TokenRange=1482:1491
274	preambularmente	preambularmente	ADV	ADV	_	273	advmod	_	TokenRange=1492:1507
275	preliminarmente	preliminarmente	ADV	ADV	_	273	advmod	_	TokenRange=1508:1523
276	que	que	CCONJ	CONJ	_	279	mark	_	TokenRange=1524:1527
277	eu	_	PRON	PRON	_	279	nsubj	_	TokenRange=1528:1530
278	me	_	PRON	PRON	_	279	obj	_	TokenRange=1531:1533
279	sinto	sentir	VERB	VERB	_	273	ccomp	_	TokenRange=1534:1539
280-281	no	_	_	_	_	_	_	_	TokenRange=1540:1542
280	em	em	ADP	ADP	_	282	case	_	_
281	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	282	det	_	_
282	dever	dever	NOUN	NOUN	_	279	nmod	_	TokenRange=1543:1548
283	de	_	ADP	ADP	_	284	mark	_	TokenRange=1549:1551
284	fazer	fazer	VERB	VERB	_	282	nmod	_	TokenRange=1552:1557
285	esta	_	DET	DET	_	286	det	_	TokenRange=1558:1562
286	declaracao	declaracao	NOUN	NOUN	_	284	obj	_	TokenRange=1563:1573
287	nao	nao	ADV	ADV	Polarity=Neg	289	advmod	_	TokenRange=1574:1577
288	vou	ir	AUX	AUX	_	289	aux	_	TokenRange=1578:1581
289	chamala	chamala	VERB	VERB	_	118	ccomp	_	TokenRange=1582:1589
290	de	de	ADP	ADP	_	291	case	_	TokenRange=1590:1592
291	pronunciamento	pronunciamento	NOUN	NOUN	_	289	nmod	_	TokenRange=1593:1607
292	acho	achar	VERB	VERB	_	273	ccomp	_	TokenRange=1608:1612
293	que	que	CCONJ	CONJ	_	297	mark	_	TokenRange=1613:1616
294	e	e	CCONJ	CONJ	_	297	cc	_	TokenRange=1617:1618
295	um	um	DET	DET	_	296	det	_	TokenRange=1619:1621
296	pouco	pouco	ADV	ADV	_	297	advmod	_	TokenRange=1622:1627
297	pretensioso	pretensioso	ADJ	ADJ	_	292	ccomp	_	TokenRange=1628:1639
298	mas	mas	CCONJ	CONJ	_	301	cc	_	TokenRange=1640:1643
299	e	e	CCONJ	CONJ	_	301	cc	_	TokenRange=1644:1645
300	uma	um	DET	DET	_	301	det	_	TokenRange=1646:1649
301	declaracao	declaracao	NOUN	NOUN	_	292	conj	_	TokenRange=1650:1660
