# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja a repercussao da condenacao de lula em 2 instancia desembargadores votaram por unanimidade pela manutencao da condenacao do expresidente e pelo aumento da pena defesa do petista ainda pode entrar com recursos o expresidente luiz inacio lula da silva foi condenado nesta quartafeira 24 em segunda instancia pela 8 turma do tribunal regional federal da 4 regiao trf4 em porto alegre todos os tres desembargadores do trf4 votaram por manter a condenacao de lula por corrupcao passiva e lavagem de dinheiro a defesa do petista pode entrar com recursos no proprio tribunal ou em instancias superiores stj e stf o expresidente nao sera preso de imediato lula pode manter uma eventual candidatura a presidencia enquanto houver recursos pendentes contra a condenacao o relator do processo desembargador joao pedro gebran neto determinou ainda o aumento da pena do petista para 12 anos
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
49	foi	_	AUX	AUX	_	50	aux:pass	_	TokenRange=255:258
50	condenado	condenar	VERB	VERB	_	13	conj	_	TokenRange=259:268
51	nesta	_	ADP	ADP	_	52	case	_	TokenRange=269:274
52	quartafeira	quartafeira	NOUN	NOUN	_	50	nmod	_	TokenRange=275:286
53	24	_	NUM	NUM	NumType=Card	52	nmod	_	TokenRange=287:289
54	em	em	ADP	ADP	_	56	case	_	TokenRange=290:292
55	segunda	segundo	ADJ	ADJ	_	56	amod	_	TokenRange=293:300
56	instancia	instancia	NOUN	NOUN	_	50	nmod	_	TokenRange=301:310
57-58	pela	_	_	_	_	_	_	_	TokenRange=311:315
57	por	por	ADP	ADP	_	60	case	_	_
58	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	60	det	_	_
59	8	_	NUM	NUM	NumType=Card	60	nummod	_	TokenRange=316:317
60	turma	turma	NOUN	NOUN	_	50	nmod	_	TokenRange=318:323
61-62	do	_	_	_	_	_	_	_	TokenRange=324:326
61	de	de	ADP	ADP	_	63	case	_	_
62	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	63	det	_	_
63	tribunal	tribunal	NOUN	NOUN	_	60	nmod	_	TokenRange=327:335
64	regional	regional	ADJ	ADJ	_	63	amod	_	TokenRange=336:344
65	federal	federal	ADJ	ADJ	_	63	amod	_	TokenRange=345:352
66-67	da	_	_	_	_	_	_	_	TokenRange=353:355
66	de	de	ADP	ADP	_	69	case	_	_
67	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	69	det	_	_
68	4	_	NUM	NUM	NumType=Card	69	nummod	_	TokenRange=356:357
69	regiao	regiao	NOUN	NOUN	_	63	nmod	_	TokenRange=358:364
70	trf4	_	NOUN	NOUN	_	69	appos	_	TokenRange=365:369
71	em	em	ADP	ADP	_	72	case	_	TokenRange=370:372
72	porto	_	PROPN	NOUN	_	50	nmod	_	TokenRange=373:378
73	alegre	alegre	ADJ	ADJ	_	72	amod	_	TokenRange=379:385
74	todos	_	DET	DET	_	77	det	_	TokenRange=386:391
75	os	o	DET	DET	_	77	det	_	TokenRange=392:394
76	tres	_	NUM	NUM	NumType=Card	77	nummod	_	TokenRange=395:399
77	desembargadores	desembargador	NOUN	NOUN	_	147	nsubj	_	TokenRange=400:415
78-79	do	_	_	_	_	_	_	_	TokenRange=416:418
78	de	de	ADP	ADP	_	99	case	_	_
79	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	99	det	_	_
80	trf4	_	NOUN	NOUN	_	77	nmod	_	TokenRange=419:423
81	votaram	votar	VERB	VERB	_	1	parataxis	_	TokenRange=424:431
82	por	_	ADP	ADP	_	83	mark	_	TokenRange=432:435
83	manter	manter	VERB	VERB	_	81	nmod	_	TokenRange=436:442
84	a	o	DET	DET	_	85	det	_	TokenRange=443:444
85	condenacao	condenacao	NOUN	NOUN	_	83	obj	_	TokenRange=445:455
86	de	de	ADP	ADP	_	87	case	_	TokenRange=456:458
87	lula	lula	NOUN	NOUN	_	85	nmod	_	TokenRange=459:463
88	por	por	ADP	ADP	_	89	case	_	TokenRange=464:467
89	corrupcao	corrupcao	NOUN	NOUN	_	83	nmod	_	TokenRange=468:477
90	passiva	passivo	ADJ	ADJ	_	89	amod	_	TokenRange=478:485
91	e	e	CCONJ	CONJ	_	92	cc	_	TokenRange=486:487
92	lavagem	lavagem	NOUN	NOUN	_	89	conj	_	TokenRange=488:495
93	de	de	ADP	ADP	_	94	case	_	TokenRange=496:498
94	dinheiro	dinheiro	NOUN	NOUN	_	92	nmod	_	TokenRange=499:507
95	a	o	DET	DET	_	96	det	_	TokenRange=508:509
96	defesa	_	NOUN	NOUN	_	50	nsubj:pass	_	TokenRange=510:516
97-98	do	_	_	_	_	_	_	_	TokenRange=517:519
97	de	de	ADP	ADP	_	99	case	_	_
98	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	99	det	_	_
99	petista	petista	NOUN	NOUN	_	96	nmod	_	TokenRange=520:527
100	pode	_	AUX	AUX	_	101	aux	_	TokenRange=528:532
101	entrar	entrar	VERB	VERB	_	50	parataxis	_	TokenRange=533:539
102	com	com	ADP	ADP	_	103	case	_	TokenRange=540:543
103	recursos	recurso	NOUN	NOUN	_	101	nmod	_	TokenRange=544:552
104-105	no	_	_	_	_	_	_	_	TokenRange=553:555
104	em	em	ADP	ADP	_	107	case	_	_
105	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	107	det	_	_
106	proprio	proprio	ADJ	ADJ	_	107	amod	_	TokenRange=556:563
107	tribunal	tribunal	NOUN	NOUN	_	101	nmod	_	TokenRange=564:572
108	ou	ou	CCONJ	CONJ	_	110	cc	_	TokenRange=573:575
109	em	em	ADP	ADP	_	110	case	_	TokenRange=576:578
110	instancias	instancia	NOUN	NOUN	_	107	conj	_	TokenRange=579:589
111	superiores	superior	ADJ	ADJ	_	110	amod	_	TokenRange=590:600
112	stj	_	NOUN	NOUN	_	110	appos	_	TokenRange=601:604
113	e	e	CCONJ	CONJ	_	114	cc	_	TokenRange=605:606
114	stf	_	NOUN	NOUN	_	112	conj	_	TokenRange=607:610
115	o	o	DET	DET	_	116	det	_	TokenRange=611:612
116	expresidente	expresidente	NOUN	NOUN	_	119	nsubj:pass	_	TokenRange=613:625
117	nao	nao	ADV	ADV	Polarity=Neg	119	advmod	_	TokenRange=626:629
118	sera	_	AUX	AUX	_	119	aux:pass	_	TokenRange=630:634
119	preso	_	VERB	VERB	_	124	conj	_	TokenRange=635:640
120	de	_	ADP	ADP	_	121	mark	_	TokenRange=641:643
121	imediato	imediato	ADJ	NOUN	_	119	nmod	_	TokenRange=644:652
122	lula	_	NOUN	NOUN	_	124	nsubj	_	TokenRange=653:657
123	pode	_	AUX	AUX	_	124	aux	_	TokenRange=658:662
124	manter	manter	VERB	VERB	_	50	conj	_	TokenRange=663:669
125	uma	um	DET	DET	_	127	det	_	TokenRange=670:673
126	eventual	eventual	ADJ	ADJ	_	127	amod	_	TokenRange=674:682
127	candidatura	candidatura	NOUN	NOUN	_	124	obj	_	TokenRange=683:694
128	a	_	ADP	ADP	_	129	case	_	TokenRange=695:696
129	presidencia	presidencia	NOUN	NOUN	_	127	nmod	_	TokenRange=697:708
130	enquanto	_	CCONJ	CONJ	_	131	mark	_	TokenRange=709:717
131	houver	haver	VERB	VERB	_	124	advcl	_	TokenRange=718:724
132	recursos	recurso	NOUN	NOUN	_	131	obj	_	TokenRange=725:733
133	pendentes	pendente	ADJ	ADJ	_	132	amod	_	TokenRange=734:743
134	contra	_	ADP	ADP	_	136	case	_	TokenRange=744:750
135	a	o	DET	DET	_	136	det	_	TokenRange=751:752
136	condenacao	condenacao	NOUN	NOUN	_	132	nmod	_	TokenRange=753:763
137	o	o	DET	DET	_	138	det	_	TokenRange=764:765
138	relator	relator	NOUN	NOUN	_	147	nsubj	_	TokenRange=766:773
139-140	do	_	_	_	_	_	_	_	TokenRange=774:776
139	de	de	ADP	ADP	_	141	case	_	_
140	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	141	det	_	_
141	processo	processo	NOUN	NOUN	_	138	nmod	_	TokenRange=777:785
142	desembargador	desembargador	NOUN	NOUN	_	141	appos	_	TokenRange=786:799
143	joao	joao	NOUN	NOUN	_	138	appos	_	TokenRange=800:804
144	pedro	pedro	NOUN	NOUN	_	143	flat	_	TokenRange=805:810
145	gebran	_	NOUN	NOUN	_	143	flat	_	TokenRange=811:817
146	neto	neto	ADJ	ADJ	_	143	flat	_	TokenRange=818:822
147	determinou	determinar	VERB	VERB	_	124	parataxis	_	TokenRange=823:833
148	ainda	ainda	ADV	ADV	_	147	advmod	_	TokenRange=834:839
149	o	o	DET	DET	_	150	det	_	TokenRange=840:841
150	aumento	aumento	NOUN	NOUN	_	147	obj	_	TokenRange=842:849
151-152	da	_	_	_	_	_	_	_	TokenRange=850:852
151	de	de	ADP	ADP	_	153	case	_	_
152	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	153	det	_	_
153	pena	_	NOUN	NOUN	_	150	nmod	_	TokenRange=853:857
154-155	do	_	_	_	_	_	_	_	TokenRange=858:860
154	de	de	ADP	ADP	_	156	case	_	_
155	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	156	det	_	_
156	petista	petista	NOUN	NOUN	_	153	nmod	_	TokenRange=861:868
157	para	para	ADP	ADP	_	159	case	_	TokenRange=869:873
158	12	_	NUM	NUM	NumType=Card	159	nummod	_	TokenRange=874:876
159	anos	ano	NOUN	NOUN	_	150	nmod	_	SpacesAfter=\s\s|TokenRange=877:881

