# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja e leia a integra do pronunciamento de temer neste sabado 20 presidente disse que pedira suspensao do inquerito contra ele no stf e que permanecera no governo apos delacao da jbs temer passou a ser investigado por corrupcao passiva obstrucao da justica e organizacao criminosa muito bem eu quero cumprimentalos a todos e dizer que mais uma vez eu estou aqui para fazer uma declaracao aos senhores e as senhoras jornalistas e ao povo brasileiro eu registro que eu li hoje noticia do jornal folha de sao paulo de que pericia constatou que houve edicao no audio de minha conversa com o senhor joesley batista essa gravacao clandestina e o que diz foi manipulada e adulterada com objetivos nitidamente subterraneos incluida no inquerito sem a devida e adequada averiguacao levou muitas pessoas a um engano induzido e trouxe grave crise ao brasil por isso no dia de hoje estamos entrando com peticao no colendo supremo tribunal federal para suspender o inquerito ate que seja verificada em definitivo a autenticidade da gravacao clandestina o autor do grampo esta livre e solto passeando pelas ruas de nova york o brasil que ja tinha saido da mais grave crise economica da sua historia vive agora sou obrigado a reconhecer dias de incerteza ele nao passou nem um dia na cadeia nao foi preso nao foi julgado nao foi punido e pelo jeito nao sera cometeu digamos assim o crime perfeito gracas a essa gravacao fraudulenta e manipulada especulou contra a moeda nacional a noticia foi vazada seguramente por gente ligada ao grupo empresarial e antes de entregar a gravacao comprou um bilhao de dolares porque sabia que isso provocaria o caos no cambio por outro lado sabendo que a divulgacao da gravacao tambem reduziria as acoes de sua empresa as vendeu antes da queda da bolsa nao sao palavras minhas apenas esses fatos ja estao sendo apurados pela comissao de valores mobiliarios a jbs meus senhores e minhas senhoras lucrou
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
95	folha	folha	NOUN	NOUN	_	94	flat	_	TokenRange=493:498
96	de	de	ADP	ADP	_	97	case	_	TokenRange=499:501
97	sao	sao	NOUN	NOUN	_	94	nmod	_	TokenRange=502:505
98	paulo	paulo	NOUN	NOUN	_	97	flat	_	TokenRange=506:511
99	de	_	ADP	ADP	_	307	case	_	TokenRange=512:514
100	que	que	CCONJ	CONJ	_	102	mark	_	TokenRange=515:518
101	pericia	pericia	NOUN	NOUN	_	180	nmod	_	TokenRange=519:526
102	constatou	constatar	VERB	VERB	_	61	ccomp	_	TokenRange=527:536
103	que	que	CCONJ	CONJ	_	104	mark	_	TokenRange=537:540
104	houve	haver	VERB	VERB	_	102	ccomp	_	TokenRange=541:546
105	edicao	edicao	NOUN	NOUN	_	104	obj	_	TokenRange=547:553
106-107	no	_	_	_	_	_	_	_	TokenRange=554:556
106	em	em	ADP	ADP	_	108	case	_	_
107	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	108	det	_	_
108	audio	audio	NOUN	NOUN	_	105	nmod	_	TokenRange=557:562
109	de	de	ADP	ADP	_	111	case	_	TokenRange=563:565
110	minha	_	DET	DET	_	111	det:poss	_	TokenRange=566:571
111	conversa	_	NOUN	NOUN	_	108	nmod	_	TokenRange=572:580
112	com	com	ADP	ADP	_	114	case	_	TokenRange=581:584
113	o	o	DET	DET	_	114	det	_	TokenRange=585:586
114	senhor	senhor	NOUN	NOUN	_	111	nmod	_	TokenRange=587:593
115	joesley	_	NOUN	NOUN	_	114	appos	_	TokenRange=594:601
116	batista	batista	ADJ	ADJ	_	115	flat	_	TokenRange=602:609
117	essa	_	DET	DET	_	118	det	_	TokenRange=610:614
118	gravacao	gravacao	NOUN	NOUN	_	125	nsubj:pass	_	TokenRange=615:623
119	clandestina	clandestino	ADJ	ADJ	_	118	amod	_	TokenRange=624:635
120	e	e	CCONJ	CONJ	_	121	cc	_	TokenRange=636:637
121	o	_	PRON	PRON	_	118	conj	_	TokenRange=638:639
122	que	_	PRON	PRON	_	123	obj	_	TokenRange=640:643
123	diz	dizer	VERB	VERB	_	121	acl:relcl	_	TokenRange=644:647
124	foi	_	AUX	AUX	_	125	aux:pass	_	TokenRange=648:651
125	manipulada	manipular	VERB	VERB	_	308	ccomp	_	TokenRange=652:662
126	e	e	CCONJ	CONJ	_	127	cc	_	TokenRange=663:664
127	adulterada	adulterar	VERB	VERB	_	125	conj	_	TokenRange=665:675
128	com	com	ADP	ADP	_	129	case	_	TokenRange=676:679
129	objetivos	objetivo	NOUN	NOUN	_	125	nmod	_	TokenRange=680:689
130	nitidamente	nitidamente	ADV	ADV	_	131	advmod	_	TokenRange=690:701
131	subterraneos	subterraneo	ADJ	ADJ	_	129	amod	_	TokenRange=702:714
132	incluida	incluir	VERB	VERB	_	129	acl	_	TokenRange=715:723
133-134	no	_	_	_	_	_	_	_	TokenRange=724:726
133	em	em	ADP	ADP	_	135	case	_	_
134	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	135	det	_	_
135	inquerito	inquerito	NOUN	NOUN	_	132	nmod	_	TokenRange=727:736
136	sem	_	ADP	ADP	_	141	case	_	TokenRange=737:740
137	a	o	DET	DET	_	141	det	_	TokenRange=741:742
138	devida	devido	ADJ	ADJ	_	141	amod	_	TokenRange=743:749
139	e	e	CCONJ	CONJ	_	140	cc	_	TokenRange=750:751
140	adequada	adequado	ADJ	ADJ	_	138	conj	_	TokenRange=752:760
141	averiguacao	averiguacao	NOUN	NOUN	_	132	nmod	_	TokenRange=761:772
142	levou	levar	VERB	VERB	_	15	advcl	_	TokenRange=773:778
143	muitas	_	DET	DET	_	144	det	_	TokenRange=779:785
144	pessoas	pessoa	NOUN	NOUN	_	142	obj	_	TokenRange=786:793
145	a	_	ADP	ADP	_	147	case	_	TokenRange=794:795
146	um	um	DET	DET	_	147	det	_	TokenRange=796:798
147	engano	engano	NOUN	NOUN	_	142	nmod	_	TokenRange=799:805
148	induzido	induzido	ADJ	ADJ	_	147	amod	_	TokenRange=806:814
149	e	e	CCONJ	CONJ	_	150	cc	_	TokenRange=815:816
150	trouxe	trazer	VERB	VERB	_	56	conj	_	TokenRange=817:823
151	grave	grave	ADJ	ADJ	_	152	amod	_	TokenRange=824:829
152	crise	crise	NOUN	NOUN	_	150	obj	_	TokenRange=830:835
153-154	ao	_	_	_	_	_	_	_	TokenRange=836:838
153	a	a	ADP	ADP	_	155	case	_	_
154	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	155	det	_	_
155	brasil	brasil	NOUN	NOUN	_	150	iobj	_	TokenRange=839:845
156	por	por	ADP	ADP	_	157	case	_	TokenRange=846:849
157	isso	_	PRON	PRON	_	164	nmod	_	TokenRange=850:854
158-159	no	_	_	_	_	_	_	_	TokenRange=855:857
158	em	em	ADP	ADP	_	160	case	_	_
159	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	160	det	_	_
160	dia	dia	NOUN	NOUN	_	164	nmod	_	TokenRange=858:861
161	de	_	ADP	ADP	_	162	mark	_	TokenRange=862:864
162	hoje	hoje	ADV	ADV	_	160	nmod	_	TokenRange=865:869
163	estamos	estar	AUX	AUX	_	164	aux	_	TokenRange=870:877
164	entrando	entrar	VERB	VERB	_	56	conj	_	TokenRange=878:886
165	com	com	ADP	ADP	_	166	case	_	TokenRange=887:890
166	peticao	peticao	NOUN	NOUN	_	164	nmod	_	TokenRange=891:898
167-168	no	_	_	_	_	_	_	_	TokenRange=899:901
167	em	em	ADP	ADP	_	169	case	_	_
168	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	169	det	_	_
169	colendo	_	NOUN	NOUN	_	166	nmod	_	TokenRange=902:909
170	supremo	supremo	ADJ	ADJ	_	171	amod	_	TokenRange=910:917
171	tribunal	tribunal	NOUN	NOUN	_	169	appos	_	TokenRange=918:926
172	federal	federal	ADJ	ADJ	_	171	amod	_	TokenRange=927:934
173	para	_	ADP	ADP	_	174	mark	_	TokenRange=935:939
174	suspender	suspender	VERB	VERB	_	164	advcl	_	TokenRange=940:949
175	o	o	DET	DET	_	176	det	_	TokenRange=950:951
176	inquerito	inquerito	NOUN	NOUN	_	174	obj	_	TokenRange=952:961
177	ate	_	ADP	ADP	_	180	mark	_	TokenRange=962:965
178	que	_	CCONJ	CONJ	_	177	fixed	_	TokenRange=966:969
179	seja	ser	AUX	AUX	_	180	aux:pass	_	TokenRange=970:974
180	verificada	verificar	VERB	VERB	_	164	advcl	_	TokenRange=975:985
181	em	_	ADP	ADP	_	182	mark	_	TokenRange=986:988
182	definitivo	definitivo	ADJ	ADJ	_	180	nmod	_	TokenRange=989:999
183	a	o	DET	DET	_	184	det	_	TokenRange=1000:1001
184	autenticidade	autenticidade	NOUN	NOUN	_	180	nsubj:pass	_	TokenRange=1002:1015
185-186	da	_	_	_	_	_	_	_	TokenRange=1016:1018
185	de	de	ADP	ADP	_	187	case	_	_
186	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	187	det	_	_
187	gravacao	gravacao	NOUN	NOUN	_	184	nmod	_	TokenRange=1019:1027
188	clandestina	clandestino	ADJ	ADJ	_	187	amod	_	TokenRange=1028:1039
189	o	o	DET	DET	_	190	det	_	TokenRange=1040:1041
190	autor	autor	NOUN	NOUN	_	194	nsubj	_	TokenRange=1042:1047
191-192	do	_	_	_	_	_	_	_	TokenRange=1048:1050
191	de	de	ADP	ADP	_	193	case	_	_
192	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	193	det	_	_
193	grampo	grampo	NOUN	NOUN	_	190	nmod	_	TokenRange=1051:1057
194	esta	_	VERB	VERB	_	61	ccomp	_	TokenRange=1058:1062
195	livre	livre	ADJ	ADJ	_	194	xcomp	_	TokenRange=1063:1068
196	e	e	CCONJ	CONJ	_	197	cc	_	TokenRange=1069:1070
197	solto	solto	ADJ	ADJ	_	195	conj	_	TokenRange=1071:1076
198	passeando	passear	VERB	VERB	_	125	acl	_	TokenRange=1077:1086
199-200	pelas	_	_	_	_	_	_	_	TokenRange=1087:1092
199	por	por	ADP	ADP	_	201	case	_	_
200	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	201	det	_	_
201	ruas	rua	NOUN	NOUN	_	198	nmod	_	TokenRange=1093:1097
202	de	de	ADP	ADP	_	204	case	_	TokenRange=1098:1100
203	nova	novo	ADJ	ADJ	_	204	amod	_	TokenRange=1101:1105
204	york	_	PROPN	PNOUN	_	201	nmod	_	TokenRange=1106:1110
205	o	o	DET	DET	_	206	det	_	TokenRange=1111:1112
206	brasil	brasil	NOUN	NOUN	_	355	nsubj	_	TokenRange=1113:1119
207	que	_	PRON	PRON	_	210	nsubj	_	TokenRange=1120:1123
208	ja	ja	ADV	ADV	_	210	advmod	_	TokenRange=1124:1126
209	tinha	ter	AUX	AUX	_	210	aux	_	TokenRange=1127:1132
210	saido	_	VERB	VERB	_	206	acl:relcl	_	TokenRange=1133:1138
211-212	da	_	_	_	_	_	_	_	TokenRange=1139:1141
211	de	de	ADP	ADP	_	215	case	_	_
212	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	215	det	_	_
213	mais	mais	ADV	ADV	_	64	advmod	_	TokenRange=1142:1146
214	grave	grave	ADJ	ADJ	_	215	amod	_	TokenRange=1147:1152
215	crise	crise	NOUN	NOUN	_	210	nmod	_	TokenRange=1153:1158
216	economica	economico	ADJ	ADJ	_	215	amod	_	TokenRange=1159:1168
217-218	da	_	_	_	_	_	_	_	TokenRange=1169:1171
217	de	de	ADP	ADP	_	220	case	_	_
218	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	220	det	_	_
219	sua	_	DET	DET	_	220	det:poss	_	TokenRange=1172:1175
220	historia	historia	NOUN	NOUN	_	215	nmod	_	TokenRange=1176:1184
221	vive	_	VERB	VERB	_	56	parataxis	_	TokenRange=1185:1189
222	agora	agora	ADV	ADV	_	224	advmod	_	TokenRange=1190:1195
223	sou	ser	AUX	AUX	_	224	aux:pass	_	TokenRange=1196:1199
224	obrigado	obrigado	ADJ	ADJ	_	56	ccomp	_	TokenRange=1200:1208
225	a	_	ADP	ADP	_	226	mark	_	TokenRange=1209:1210
226	reconhecer	reconhecer	VERB	VERB	_	224	nmod	_	TokenRange=1211:1221
227	dias	dia	NOUN	NOUN	_	226	obj	_	TokenRange=1222:1226
228	de	de	ADP	ADP	_	229	case	_	TokenRange=1227:1229
229	incerteza	incerteza	NOUN	NOUN	_	227	nmod	_	TokenRange=1230:1239
230	ele	_	PRON	PRON	_	164	nsubj	_	TokenRange=1240:1243
231	nao	nao	ADV	ADV	Polarity=Neg	232	advmod	_	TokenRange=1244:1247
232	passou	passar	VERB	VERB	_	164	conj	_	TokenRange=1248:1254
233	nem	_	ADV	ADV	_	234	advmod	_	TokenRange=1255:1258
234	um	_	NUM	NUM	NumType=Card	235	nummod	_	TokenRange=1259:1261
235	dia	dia	NOUN	NOUN	_	232	nmod	_	TokenRange=1262:1265
236-237	na	_	_	_	_	_	_	_	TokenRange=1266:1268
236	em	em	ADP	ADP	_	238	case	_	_
237	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	238	det	_	_
238	cadeia	cadeia	NOUN	NOUN	_	232	nmod	_	TokenRange=1269:1275
239	nao	nao	ADV	ADV	Polarity=Neg	241	advmod	_	TokenRange=1276:1279
240	foi	_	AUX	AUX	_	241	aux:pass	_	TokenRange=1280:1283
241	preso	_	VERB	VERB	_	232	conj	_	TokenRange=1284:1289
242	nao	nao	ADV	ADV	_	244	advmod	_	TokenRange=1290:1293
243	foi	_	AUX	AUX	_	244	aux:pass	_	TokenRange=1294:1297
244	julgado	julgar	VERB	VERB	_	164	conj	_	TokenRange=1298:1305
245	nao	nao	ADV	ADV	_	247	advmod	_	TokenRange=1306:1309
246	foi	_	AUX	AUX	_	247	aux:pass	_	TokenRange=1310:1313
247	punido	punir	VERB	VERB	_	194	conj	_	TokenRange=1314:1320
248	e	e	CCONJ	CONJ	_	355	cc	_	TokenRange=1321:1322
249-250	pelo	_	_	_	_	_	_	_	TokenRange=1323:1327
249	por	por	ADP	ADP	_	251	case	_	_
250	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	251	det	_	_
251	jeito	jeito	NOUN	NOUN	_	355	nmod	_	TokenRange=1328:1333
252	nao	nao	ADV	ADV	Polarity=Neg	254	advmod	_	TokenRange=1334:1337
253	sera	_	AUX	AUX	_	355	aux	_	TokenRange=1338:1342
254	cometeu	cometer	VERB	VERB	_	355	conj	_	TokenRange=1343:1350
255	digamos	dizer	VERB	VERB	_	355	conj	_	TokenRange=1351:1358
256	assim	assim	ADV	ADV	_	255	advmod	_	TokenRange=1359:1364
257	o	o	DET	DET	_	258	det	_	TokenRange=1365:1366
258	crime	crime	NOUN	NOUN	_	355	obj	_	TokenRange=1367:1372
259	perfeito	perfeito	ADJ	ADJ	_	258	amod	_	TokenRange=1373:1381
260	gracas	_	ADV	ADV	_	341	advmod	_	TokenRange=1382:1388
261	a	_	ADP	ADP	_	263	case	_	TokenRange=1389:1390
262	essa	_	DET	DET	_	263	det	_	TokenRange=1391:1395
263	gravacao	gravacao	NOUN	NOUN	_	210	nmod	_	TokenRange=1396:1404
264	fraudulenta	fraudulento	ADJ	ADJ	_	263	amod	_	TokenRange=1405:1416
265	e	e	CCONJ	CONJ	_	266	cc	_	TokenRange=1417:1418
266	manipulada	manipulado	ADJ	ADJ	_	264	conj	_	TokenRange=1419:1429
267	especulou	especular	VERB	VERB	_	296	ccomp	_	TokenRange=1430:1439
268	contra	_	ADP	ADP	_	270	case	_	TokenRange=1440:1446
269	a	o	DET	DET	_	270	det	_	TokenRange=1447:1448
270	moeda	moeda	NOUN	NOUN	_	267	nmod	_	TokenRange=1449:1454
271	nacional	nacional	ADJ	ADJ	_	270	amod	_	TokenRange=1455:1463
272	a	o	DET	DET	_	273	det	_	TokenRange=1464:1465
273	noticia	noticia	NOUN	NOUN	_	275	nsubj:pass	_	TokenRange=1466:1473
274	foi	_	AUX	AUX	_	275	aux:pass	_	TokenRange=1474:1477
275	vazada	vazar	VERB	VERB	_	61	ccomp	_	TokenRange=1478:1484
276	seguramente	seguramente	ADV	ADV	_	278	advmod	_	TokenRange=1485:1496
277	por	por	ADP	ADP	_	278	case	_	TokenRange=1497:1500
278	gente	gente	NOUN	NOUN	_	275	nmod	_	TokenRange=1501:1506
279	ligada	ligado	ADJ	ADJ	_	278	amod	_	TokenRange=1507:1513
280-281	ao	_	_	_	_	_	_	_	TokenRange=1514:1516
280	a	a	ADP	ADP	_	282	case	_	_
281	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	282	det	_	_
282	grupo	grupo	NOUN	NOUN	_	279	nmod	_	TokenRange=1517:1522
283	empresarial	empresarial	ADJ	ADJ	_	282	amod	_	TokenRange=1523:1534
284	e	e	CCONJ	CONJ	_	290	cc	_	TokenRange=1535:1536
285	antes	antes	ADV	ADV	_	287	mark	_	TokenRange=1537:1542
286	de	_	ADP	ADP	_	285	fixed	_	TokenRange=1543:1545
287	entregar	entregar	VERB	VERB	_	355	advcl	_	TokenRange=1546:1554
288	a	o	DET	DET	_	289	det	_	TokenRange=1555:1556
289	gravacao	gravacao	NOUN	NOUN	_	287	obj	_	TokenRange=1557:1565
290	comprou	comprar	VERB	VERB	_	275	conj	_	TokenRange=1566:1573
291	um	_	NUM	NUM	NumType=Card	292	nummod	_	TokenRange=1574:1576
292	bilhao	_	NUM	NUM	NumType=Card	294	nummod	_	TokenRange=1577:1583
293	de	de	ADP	ADP	_	294	case	_	TokenRange=1584:1586
294	dolares	dolar	NOUN	NOUN	_	290	obj	_	TokenRange=1587:1594
295	porque	_	CCONJ	CONJ	_	296	mark	_	TokenRange=1595:1601
296	sabia	saber	VERB	VERB	_	275	advcl	_	TokenRange=1602:1607
297	que	que	CCONJ	CONJ	_	299	mark	_	TokenRange=1608:1611
298	isso	_	PRON	PRON	_	299	nsubj	_	TokenRange=1612:1616
299	provocaria	provocar	VERB	VERB	_	296	ccomp	_	TokenRange=1617:1627
300	o	o	DET	DET	_	301	det	_	TokenRange=1628:1629
301	caos	caos	NOUN	NOUN	_	299	obj	_	TokenRange=1630:1634
302-303	no	_	_	_	_	_	_	_	TokenRange=1635:1637
302	em	em	ADP	ADP	_	304	case	_	_
303	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	304	det	_	_
304	cambio	cambio	NOUN	NOUN	_	299	nmod	_	TokenRange=1638:1644
305	por	por	ADP	ADP	_	307	case	_	TokenRange=1645:1648
