# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja detalhes da operacao que encontrou digitais de geddel em dinheiro apontado pela pgr como propina exministro e mais 5 pessoas foram denunciados no caso dos r 51 milhoes encontrados em apartamento na bahia eles sao acusados de lavagem de dinheiro e associacao criminosa considerada pela policia federal como a maior apreensao de dinheiro vivo na historia do brasil a operacao que encontrou r 51 milhoes em um apartamento em salvador levou a cadeia o exministro geddel vieira lima pmdbba o fantastico teve acesso a investigacao da pf que rastreou quem colocou a mao nesse dinheiro e conseguiu identificar a impressao digital de geddel e de dois exassessores do peemedebista antes de ser preso em setembro suspeito de ser o dono do dinheiro encontrado no apartamento geddel ja havia sido detido pela policia federal no dia 3 de julho por suspeita de atrapalhar investigacoes da operacao cui bono que apurava desvios na caixa na epoca em que ele era vicepresidente de pessoa
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
91	teve	ter	VERB	VERB	_	1	parataxis	_	TokenRange=503:507
92	acesso	acesso	NOUN	NOUN	_	91	obj	_	TokenRange=508:514
93	a	_	ADP	ADP	_	94	case	_	TokenRange=515:516
94	investigacao	investigacao	NOUN	NOUN	_	92	nmod	_	TokenRange=517:529
95-96	da	_	_	_	_	_	_	_	TokenRange=530:532
95	de	de	ADP	ADP	_	97	case	_	_
96	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	97	det	_	_
97	pf	_	NOUN	NOUN	_	94	nmod	_	TokenRange=533:535
98	que	_	PRON	PRON	_	99	nsubj	_	TokenRange=536:539
99	rastreou	rastrear	VERB	VERB	_	94	acl:relcl	_	TokenRange=540:548
100	quem	_	PRON	PRON	_	101	nsubj	_	TokenRange=549:553
101	colocou	colocar	VERB	VERB	_	99	ccomp	_	TokenRange=554:561
102	a	o	DET	DET	_	103	det	_	TokenRange=562:563
103	mao	mao	NOUN	NOUN	_	101	obj	_	TokenRange=564:567
104	nesse	_	ADP	ADP	_	105	case	_	TokenRange=568:573
105	dinheiro	dinheiro	NOUN	NOUN	_	101	nmod	_	TokenRange=574:582
106	e	e	CCONJ	CONJ	_	107	cc	_	TokenRange=583:584
107	conseguiu	conseguir	VERB	VERB	_	143	conj	_	TokenRange=585:594
108	identificar	identificar	VERB	VERB	_	107	xcomp	_	TokenRange=595:606
109	a	o	DET	DET	_	110	det	_	TokenRange=607:608
110	impressao	impressao	NOUN	NOUN	_	108	obj	_	TokenRange=609:618
111	digital	digital	ADJ	ADJ	_	110	amod	_	TokenRange=619:626
112	de	de	ADP	ADP	_	113	case	_	TokenRange=627:629
113	geddel	_	NOUN	NOUN	_	110	nmod	_	TokenRange=630:636
114	e	e	CCONJ	CONJ	_	117	cc	_	TokenRange=637:638
115	de	de	ADP	ADP	_	117	case	_	TokenRange=639:641
116	dois	_	NUM	NUM	NumType=Card	117	nummod	_	TokenRange=642:646
117	exassessores	exassessor	NOUN	NOUN	_	113	conj	_	TokenRange=647:659
118-119	do	_	_	_	_	_	_	_	TokenRange=660:662
118	de	de	ADP	ADP	_	120	case	_	_
119	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	120	det	_	_
120	peemedebista	peemedebista	NOUN	NOUN	_	117	nmod	_	TokenRange=663:675
121	antes	antes	ADV	ADV	_	124	mark	_	TokenRange=676:681
122	de	_	ADP	ADP	_	121	fixed	_	TokenRange=682:684
123	ser	ser	AUX	AUX	_	124	aux:pass	_	TokenRange=685:688
124	preso	_	VERB	VERB	_	143	advcl	_	TokenRange=689:694
125	em	em	ADP	ADP	_	126	case	_	TokenRange=695:697
126	setembro	_	PROPN	PNOUN	_	124	nmod	_	TokenRange=698:706
127	suspeito	suspeito	NOUN	NOUN	_	143	nsubj:pass	_	TokenRange=707:715
128	de	_	ADP	ADP	_	131	mark	_	TokenRange=716:718
129	ser	ser	AUX	AUX	_	131	cop	_	TokenRange=719:722
130	o	o	DET	DET	_	131	det	_	TokenRange=723:724
131	dono	dono	NOUN	NOUN	_	127	nmod	_	TokenRange=725:729
132-133	do	_	_	_	_	_	_	_	TokenRange=730:732
132	de	de	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	dinheiro	dinheiro	NOUN	NOUN	_	131	nmod	_	TokenRange=733:741
135	encontrado	encontrar	VERB	VERB	_	134	acl	_	TokenRange=742:752
136-137	no	_	_	_	_	_	_	_	TokenRange=753:755
136	em	em	ADP	ADP	_	138	case	_	_
137	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	138	det	_	_
138	apartamento	apartamento	NOUN	NOUN	_	135	nmod	_	TokenRange=756:767
139	geddel	_	NOUN	NOUN	_	138	appos	_	TokenRange=768:774
140	ja	ja	ADV	ADV	_	143	advmod	_	TokenRange=775:777
141	havia	haver	AUX	AUX	_	143	aux	_	TokenRange=778:783
142	sido	ser	AUX	AUX	_	143	aux:pass	_	TokenRange=784:788
143	detido	deter	VERB	VERB	_	1	ccomp	_	TokenRange=789:795
144-145	pela	_	_	_	_	_	_	_	TokenRange=796:800
144	por	por	ADP	ADP	_	146	case	_	_
145	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	146	det	_	_
146	policia	policia	NOUN	NOUN	_	143	nmod	_	TokenRange=801:808
147	federal	federal	ADJ	ADJ	_	146	amod	_	TokenRange=809:816
148-149	no	_	_	_	_	_	_	_	TokenRange=817:819
148	em	em	ADP	ADP	_	150	case	_	_
149	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	150	det	_	_
150	dia	dia	NOUN	NOUN	_	143	nmod	_	TokenRange=820:823
151	3	_	NUM	NUM	NumType=Card	150	nmod	_	TokenRange=824:825
152	de	de	ADP	ADP	_	153	case	_	TokenRange=826:828
153	julho	_	PROPN	PNOUN	_	151	nmod	_	TokenRange=829:834
154	por	por	ADP	ADP	_	155	case	_	TokenRange=835:838
155	suspeita	_	NOUN	NOUN	_	143	nmod	_	TokenRange=839:847
156	de	_	ADP	ADP	_	157	mark	_	TokenRange=848:850
157	atrapalhar	atrapalhar	VERB	VERB	_	155	nmod	_	TokenRange=851:861
158	investigacoes	investigacoe	NOUN	NOUN	_	157	obj	_	TokenRange=862:875
159-160	da	_	_	_	_	_	_	_	TokenRange=876:878
159	de	de	ADP	ADP	_	161	case	_	_
160	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	161	det	_	_
161	operacao	operacao	NOUN	NOUN	_	158	nmod	_	TokenRange=879:887
162	cui	_	NOUN	NOUN	_	161	appos	_	TokenRange=888:891
163	bono	bono	NOUN	NOUN	_	162	flat	_	TokenRange=892:896
164	que	_	PRON	PRON	_	165	nsubj	_	TokenRange=897:900
165	apurava	apurar	VERB	VERB	_	94	acl:relcl	_	TokenRange=901:908
166	desvios	desvio	NOUN	NOUN	_	165	obj	_	TokenRange=909:916
167-168	na	_	_	_	_	_	_	_	TokenRange=917:919
167	em	em	ADP	ADP	_	169	case	_	_
168	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	169	det	_	_
169	caixa	caixa	NOUN	NOUN	_	165	nmod	_	TokenRange=920:925
170-171	na	_	_	_	_	_	_	_	TokenRange=926:928
170	em	em	ADP	ADP	_	172	case	_	_
171	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	172	det	_	_
172	epoca	epoca	NOUN	NOUN	_	165	nmod	_	TokenRange=929:934
173	em	em	ADP	ADP	_	174	case	_	TokenRange=935:937
174	que	_	PRON	PRON	_	177	nmod	_	TokenRange=938:941
175	ele	_	PRON	PRON	_	177	nsubj	_	TokenRange=942:945
176	era	_	AUX	AUX	_	177	cop	_	TokenRange=946:949
177	vicepresidente	vicepresidente	NOUN	NOUN	_	172	acl:relcl	_	TokenRange=950:964
178	de	de	ADP	ADP	_	179	case	_	TokenRange=965:967
179	pessoa	pessoa	NOUN	NOUN	_	177	nmod	_	SpacesAfter=\s\s|TokenRange=968:974

