# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = no preambulo da convencao do g20 que acontece nos dia 07 e 08 de julho em hamburgo norte da alemanha cidade portuaria denominada de o portao para o mundo das tor zur welt sera palco da estreia da alemanha ao organizar o g20 o semanario der spigel publica na capa da edicao do inicio da semana capital hamburgo finalmente sair das sombras de berlim capital da republica e se tornar mesmo que seja por somente 2 dias o centro das atencoes midiaticas do mundo o objeto mais fotografado durante os dias de gloria de hamburgo sera a receminaugurada filarmonica a famosa foto em grupo sera tirada em frente a obra dos arquitetos jacques herzog e pierre de meuron a filarmonica tambem tera um concerto especial para os chefes de estado e de governo na visita guiada para jornalistas eu quis saber o programa a ser tocado ainda nao esta decidido dise um tanto sem jeito guido neumann o chefe do setor de imprensa da empresa de turismo oficial da cidade o hamburg media service poucos minutos antes desse artigo ser publicado chegou uma nota do proprio neumann que divulga o programa musical da noite o concerto durante o
1-2	no	_	_	_	_	_	_	_	TokenRange=0:2
13	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	14	det	_	_
14	dia	dia	NOUN	NOUN	_	11	nmod	_	TokenRange=50:53
15	07	_	NUM	NUM	NumType=Card	14	nmod	_	TokenRange=54:56
16	e	e	CCONJ	CONJ	_	17	cc	_	TokenRange=57:58
17	08	_	NUM	NUM	NumType=Card	15	conj	_	TokenRange=59:61
18	de	de	ADP	ADP	_	19	case	_	TokenRange=62:64
19	julho	_	PROPN	PNOUN	_	15	nmod	_	TokenRange=65:70
20	em	em	ADP	ADP	_	21	case	_	TokenRange=71:73
21	hamburgo	hamburgo	NOUN	NOUN	_	11	nmod	_	TokenRange=74:82
22	norte	norte	ADJ	ADJ	_	21	amod	_	TokenRange=83:88
23-24	da	_	_	_	_	_	_	_	TokenRange=89:91
23	de	de	ADP	ADP	_	25	case	_	_
24	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	25	det	_	_
25	alemanha	alemanha	NOUN	NOUN	_	21	nmod	_	TokenRange=92:100
26	cidade	cidade	NOUN	NOUN	_	11	nsubj	_	TokenRange=101:107
27	portuaria	portuaria	ADJ	ADJ	_	26	amod	_	TokenRange=108:117
28	denominada	denominar	VERB	VERB	_	26	acl	_	TokenRange=118:128
29	de	de	ADP	ADP	_	31	case	_	TokenRange=129:131
30	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	31	det	_	TokenRange=132:133
31	portao	portao	NOUN	NOUN	_	28	nmod	_	TokenRange=134:140
32	para	para	ADP	ADP	_	34	case	_	TokenRange=141:145
33	o	o	DET	DET	_	34	det	_	TokenRange=146:147
34	mundo	mundo	NOUN	NOUN	_	31	nmod	_	TokenRange=148:153
35-36	das	_	_	_	_	_	_	_	TokenRange=154:157
35	de	de	ADP	ADP	_	37	case	_	_
36	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	37	det	_	_
37	tor	tor	NOUN	NOUN	_	31	nmod	_	TokenRange=158:161
38	zur	_	ADP	ADP	_	39	case	_	TokenRange=162:165
39	welt	_	NOUN	NOUN	_	37	nmod	_	TokenRange=166:170
40	sera	_	AUX	AUX	_	41	cop	_	TokenRange=171:175
41	palco	palco	NOUN	NOUN	_	0	root	_	TokenRange=176:181
42-43	da	_	_	_	_	_	_	_	TokenRange=182:184
42	de	de	ADP	ADP	_	44	case	_	_
43	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
44	estreia	estreia	NOUN	NOUN	_	41	nmod	_	TokenRange=185:192
45-46	da	_	_	_	_	_	_	_	TokenRange=193:195
45	de	de	ADP	ADP	_	47	case	_	_
46	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	47	det	_	_
47	alemanha	alemanha	NOUN	NOUN	_	44	nmod	_	TokenRange=196:204
48-49	ao	_	_	_	_	_	_	_	TokenRange=205:207
48	a	a	ADP	ADP	_	50	case	_	_
49	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	50	det	_	_
50	organizar	organizar	VERB	VERB	_	41	advcl	_	TokenRange=208:217
51	o	o	DET	DET	_	52	det	_	TokenRange=218:219
52	g20	g20	NOUN	NOUN	_	50	obj	_	TokenRange=220:223
53	o	o	DET	DET	_	54	det	_	TokenRange=224:225
54	semanario	semanario	NOUN	NOUN	_	57	nsubj	_	TokenRange=226:235
55	der	_	PROPN	NOUN	_	54	appos	_	TokenRange=236:239
56	spigel	_	NOUN	NOUN	_	54	flat	_	TokenRange=240:246
57	publica	publicar	VERB	VERB	_	41	parataxis	_	TokenRange=247:254
58-59	na	_	_	_	_	_	_	_	TokenRange=255:257
58	em	em	ADP	ADP	_	60	case	_	_
59	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	60	det	_	_
60	capa	capa	NOUN	NOUN	_	57	nmod	_	TokenRange=258:262
61-62	da	_	_	_	_	_	_	_	TokenRange=263:265
61	de	de	ADP	ADP	_	63	case	_	_
62	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	63	det	_	_
63	edicao	edicao	NOUN	NOUN	_	60	nmod	_	TokenRange=266:272
64-65	do	_	_	_	_	_	_	_	TokenRange=273:275
64	de	de	ADP	ADP	_	66	case	_	_
65	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	66	det	_	_
66	inicio	_	NOUN	NOUN	_	63	nmod	_	TokenRange=276:282
67-68	da	_	_	_	_	_	_	_	TokenRange=283:285
67	de	de	ADP	ADP	_	69	case	_	_
68	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	69	det	_	_
69	semana	semana	NOUN	NOUN	_	66	nmod	_	TokenRange=286:292
70	capital	capital	ADJ	ADJ	_	69	amod	_	TokenRange=293:300
71	hamburgo	hamburgo	NOUN	NOUN	_	57	nsubj	_	TokenRange=301:309
72	finalmente	finalmente	ADV	ADV	_	73	advmod	_	TokenRange=310:320
73	sair	sair	VERB	VERB	_	57	ccomp	_	TokenRange=321:325
74-75	das	_	_	_	_	_	_	_	TokenRange=326:329
74	de	de	ADP	ADP	_	76	case	_	_
75	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	76	det	_	_
76	sombras	sombra	NOUN	NOUN	_	73	nmod	_	TokenRange=330:337
77	de	de	ADP	ADP	_	78	case	_	TokenRange=338:340
78	berlim	berlim	NOUN	NOUN	_	76	nmod	_	TokenRange=341:347
79	capital	capital	NOUN	NOUN	_	73	obj	_	TokenRange=348:355
80-81	da	_	_	_	_	_	_	_	TokenRange=356:358
80	de	de	ADP	ADP	_	82	case	_	_
81	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	82	det	_	_
82	republica	_	NOUN	NOUN	_	79	nmod	_	TokenRange=359:368
83	e	e	CCONJ	CONJ	_	85	cc	_	TokenRange=369:370
84	se	_	PRON	PRON	_	85	expl:pv	_	TokenRange=371:373
85	tornar	tornar	VERB	VERB	_	73	conj	_	TokenRange=374:380
86	mesmo	mesmo	ADV	ADV	_	85	advmod	_	TokenRange=381:386
87	que	_	CCONJ	CONJ	_	86	fixed	_	TokenRange=387:390
88	seja	ser	VERB	VERB	_	85	advcl	_	TokenRange=391:395
89	por	por	ADP	ADP	_	92	case	_	TokenRange=396:399
90	somente	somente	ADV	ADV	_	91	advmod	_	TokenRange=400:407
91	2	_	NUM	NUM	NumType=Card	92	nummod	_	TokenRange=408:409
92	dias	dia	NOUN	NOUN	_	88	nmod	_	TokenRange=410:414
93	o	o	DET	DET	_	94	det	_	TokenRange=415:416
94	centro	centro	NOUN	NOUN	_	85	nsubj	_	TokenRange=417:423
95-96	das	_	_	_	_	_	_	_	TokenRange=424:427
95	de	de	ADP	ADP	_	97	case	_	_
96	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	97	det	_	_
97	atencoes	_	NOUN	NOUN	_	94	nmod	_	TokenRange=428:436
98	midiaticas	midiatico	ADJ	ADJ	_	97	amod	_	TokenRange=437:447
99-100	do	_	_	_	_	_	_	_	TokenRange=448:450
99	de	de	ADP	ADP	_	101	case	_	_
100	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	101	det	_	_
101	mundo	mundo	NOUN	NOUN	_	97	nmod	_	TokenRange=451:456
102	o	o	DET	DET	_	103	det	_	TokenRange=457:458
103	objeto	objeto	NOUN	NOUN	_	123	nsubj:pass	_	TokenRange=459:465
104	mais	mais	ADV	ADV	_	105	advmod	_	TokenRange=466:470
105	fotografado	fotografado	ADJ	ADJ	_	103	amod	_	TokenRange=471:482
106	durante	_	ADP	ADP	_	108	case	_	TokenRange=483:490
107	os	o	DET	DET	_	108	det	_	TokenRange=491:493
108	dias	dia	NOUN	NOUN	_	103	nmod	_	TokenRange=494:498
109	de	de	ADP	ADP	_	110	case	_	TokenRange=499:501
110	gloria	gloria	NOUN	NOUN	_	108	nmod	_	TokenRange=502:508
111	de	de	ADP	ADP	_	112	case	_	TokenRange=509:511
112	hamburgo	hamburgo	NOUN	NOUN	_	108	nmod	_	TokenRange=512:520
113	sera	_	AUX	AUX	_	116	cop	_	TokenRange=521:525
114	a	o	DET	DET	_	116	det	_	TokenRange=526:527
115	receminaugurada	receminaugurado	ADJ	ADJ	_	116	amod	_	TokenRange=528:543
116	filarmonica	_	NOUN	NOUN	_	204	parataxis	_	TokenRange=544:555
117	a	o	DET	DET	_	119	det	_	TokenRange=556:557
118	famosa	famoso	ADJ	ADJ	_	119	amod	_	TokenRange=558:564
119	foto	foto	NOUN	NOUN	_	123	nsubj:pass	_	TokenRange=565:569
120	em	em	ADP	ADP	_	121	case	_	TokenRange=570:572
121	grupo	grupo	NOUN	NOUN	_	119	nmod	_	TokenRange=573:578
122	sera	_	AUX	AUX	_	123	aux:pass	_	TokenRange=579:583
123	tirada	tirar	VERB	VERB	_	206	acl:relcl	_	TokenRange=584:590
124	em	em	ADP	ADP	_	125	case	_	TokenRange=591:593
125	frente	frente	NOUN	NOUN	_	123	nmod	_	TokenRange=594:600
126	a	_	ADP	ADP	_	127	case	_	TokenRange=601:602
127	obra	obra	NOUN	NOUN	_	125	nmod	_	TokenRange=603:607
128-129	dos	_	_	_	_	_	_	_	TokenRange=608:611
128	de	de	ADP	ADP	_	130	case	_	_
129	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	130	det	_	_
130	arquitetos	arquiteto	NOUN	NOUN	_	127	nmod	_	TokenRange=612:622
131	jacques	jacque	ADJ	ADJ	_	130	appos	_	TokenRange=623:630
132	herzog	_	NOUN	NOUN	_	131	flat	_	TokenRange=631:637
133	e	e	CCONJ	CONJ	_	134	cc	_	TokenRange=638:639
134	pierre	pierre	NOUN	NOUN	_	131	conj	_	TokenRange=640:646
135	de	de	ADP	ADP	_	136	case	_	TokenRange=647:649
136	meuron	_	NOUN	NOUN	_	134	nmod	_	TokenRange=650:656
137	a	o	DET	DET	_	138	det	_	TokenRange=657:658
138	filarmonica	filarmonico	NOUN	NOUN	_	123	nsubj:pass	_	TokenRange=659:670
139	tambem	tambem	ADV	ADV	_	123	advmod	_	TokenRange=671:677
140	tera	tar	VERB	VERB	_	41	parataxis	_	TokenRange=678:682
141	um	um	DET	DET	_	142	det	_	TokenRange=683:685
142	concerto	concerto	NOUN	NOUN	_	123	obj	_	TokenRange=686:694
143	especial	especial	ADJ	ADJ	_	142	amod	_	TokenRange=695:703
144	para	para	ADP	ADP	_	146	case	_	TokenRange=704:708
145	os	o	DET	DET	_	146	det	_	TokenRange=709:711
146	chefes	chefe	NOUN	NOUN	_	142	nmod	_	TokenRange=712:718
147	de	de	ADP	ADP	_	148	case	_	TokenRange=719:721
148	estado	estado	NOUN	NOUN	_	146	nmod	_	TokenRange=722:728
149	e	e	CCONJ	CONJ	_	151	cc	_	TokenRange=729:730
150	de	de	ADP	ADP	_	151	case	_	TokenRange=731:733
151	governo	governo	NOUN	NOUN	_	148	conj	_	TokenRange=734:741
152-153	na	_	_	_	_	_	_	_	TokenRange=742:744
152	em	em	ADP	ADP	_	154	case	_	_
153	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	154	det	_	_
154	visita	visita	NOUN	NOUN	_	123	nmod	_	TokenRange=745:751
155	guiada	guiado	ADJ	ADJ	_	154	amod	_	TokenRange=752:758
156	para	para	ADP	ADP	_	157	case	_	TokenRange=759:763
157	jornalistas	jornalista	NOUN	NOUN	_	154	nmod	_	TokenRange=764:775
158	eu	_	PRON	PRON	_	159	nsubj	_	TokenRange=776:778
159	quis	querer	VERB	VERB	_	41	parataxis	_	TokenRange=779:783
160	saber	saber	VERB	VERB	_	159	xcomp	_	TokenRange=784:789
161	o	o	DET	DET	_	162	det	_	TokenRange=790:791
162	programa	programa	NOUN	NOUN	_	160	obj	_	TokenRange=792:800
163	a	_	ADP	ADP	_	165	mark	_	TokenRange=801:802
164	ser	ser	AUX	AUX	_	165	aux:pass	_	TokenRange=803:806
165	tocado	tocar	VERB	VERB	_	162	acl:inf	_	TokenRange=807:813
166	ainda	ainda	ADV	ADV	_	170	advmod	_	TokenRange=814:819
167	nao	nao	ADV	ADV	Polarity=Neg	170	advmod	_	TokenRange=820:823
168	esta	_	PRON	PRON	_	170	aux	_	TokenRange=824:828
169	decidido	decidir	VERB	VERB	_	170	ccomp	_	TokenRange=829:837
170	dise	disar	VERB	VERB	_	57	parataxis	_	TokenRange=838:842
171	um	um	DET	DET	_	172	det	_	TokenRange=843:845
172	tanto	tanto	NOUN	NOUN	_	170	nmod	_	TokenRange=846:851
173	sem	_	ADP	ADP	_	174	case	_	TokenRange=852:855
174	jeito	jeito	NOUN	NOUN	_	170	nmod	_	TokenRange=856:861
175	guido	guido	NOUN	NOUN	_	73	nsubj	_	TokenRange=862:867
176	neumann	_	NOUN	NOUN	_	175	flat	_	TokenRange=868:875
177	o	o	DET	DET	_	178	det	_	TokenRange=876:877
178	chefe	chefe	NOUN	NOUN	_	175	appos	_	TokenRange=878:883
179-180	do	_	_	_	_	_	_	_	TokenRange=884:886
179	de	de	ADP	ADP	_	181	case	_	_
180	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	181	det	_	_
181	setor	setor	NOUN	NOUN	_	178	nmod	_	TokenRange=887:892
182	de	de	ADP	ADP	_	183	case	_	TokenRange=893:895
183	imprensa	imprensa	NOUN	NOUN	_	181	nmod	_	TokenRange=896:904
184-185	da	_	_	_	_	_	_	_	TokenRange=905:907
184	de	de	ADP	ADP	_	186	case	_	_
185	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	186	det	_	_
186	empresa	empresa	NOUN	NOUN	_	178	nmod	_	TokenRange=908:915
187	de	de	ADP	ADP	_	188	case	_	TokenRange=916:918
188	turismo	turismo	NOUN	NOUN	_	186	nmod	_	TokenRange=919:926
189	oficial	oficial	ADJ	ADJ	_	188	amod	_	TokenRange=927:934
190-191	da	_	_	_	_	_	_	_	TokenRange=935:937
190	de	de	ADP	ADP	_	192	case	_	_
191	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	192	det	_	_
192	cidade	cidade	NOUN	NOUN	_	186	nmod	_	TokenRange=938:944
193	o	o	DET	DET	_	194	det	_	TokenRange=945:946
194	hamburg	_	NOUN	NOUN	_	73	parataxis	_	TokenRange=947:954
195	media	_	NOUN	NOUN	_	194	appos	_	TokenRange=955:960
196	service	service	NOUN	NOUN	_	195	flat	_	TokenRange=961:968
197	poucos	_	DET	DET	_	198	det	_	TokenRange=969:975
198	minutos	minuto	NOUN	NOUN	_	199	nmod	_	TokenRange=976:983
199	antes	antes	ADV	ADV	_	203	mark	_	TokenRange=984:989
200	desse	_	ADP	ADP	_	199	fixed	_	TokenRange=990:995
201	artigo	artigo	NOUN	NOUN	_	203	nsubj:pass	_	TokenRange=996:1002
202	ser	ser	AUX	AUX	_	203	aux:pass	_	TokenRange=1003:1006
203	publicado	publicar	VERB	VERB	_	73	advcl	_	TokenRange=1007:1016
204	chegou	chegar	VERB	VERB	_	41	parataxis	_	TokenRange=1017:1023
205	uma	um	DET	DET	_	206	det	_	TokenRange=1024:1027
206	nota	nota	NOUN	NOUN	_	204	nsubj	_	TokenRange=1028:1032
207-208	do	_	_	_	_	_	_	_	TokenRange=1033:1035
207	de	de	ADP	ADP	_	210	case	_	_
208	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	210	det	_	_
209	proprio	proprio	ADJ	ADJ	_	210	amod	_	TokenRange=1036:1043
210	neumann	_	PROPN	NOUN	_	206	nmod	_	TokenRange=1044:1051
211	que	_	PRON	PRON	_	212	nsubj	_	TokenRange=1052:1055
212	divulga	divulgar	VERB	VERB	_	206	acl:relcl	_	TokenRange=1056:1063
213	o	o	DET	DET	_	214	det	_	TokenRange=1064:1065
214	programa	programa	NOUN	NOUN	_	212	obj	_	TokenRange=1066:1074
215	musical	musical	ADJ	ADJ	_	214	amod	_	TokenRange=1075:1082
216-217	da	_	_	_	_	_	_	_	TokenRange=1083:1085
216	de	de	ADP	ADP	_	218	case	_	_
217	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	218	det	_	_
218	noite	noite	NOUN	NOUN	_	214	nmod	_	TokenRange=1086:1091
219	o	o	DET	DET	_	220	det	_	TokenRange=1092:1093
220	concerto	concerto	NOUN	NOUN	_	212	obj	_	TokenRange=1094:1102
221	durante	_	ADP	ADP	_	130	case	_	TokenRange=1103:1110
222	o	o	DET	DET	_	146	det	_	SpacesAfter=\s\s|TokenRange=1111:1112

