# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = construir uma carreira de sucesso no mundo corporativo pode nao proporcionar a satisfacao imaginada quando no fundo o profissional tem uma veia empreendedora o ceo e cofundador do labi exames marcelo noll barboza e um exemplo formado em engenharia e administracao com mba pela harvard business school e premiado duas vezes pela revista institutional investor como um dos tres melhores ceos de saude na america latina ele resolveu comecar uma empresa do zero depois de atuar por 15 anos no mercado de saude e ocupar a presidencia da rede de medicina diagnostica dasa e da farmaceutica valeant brasil e argentina encerrou a carreira executiva quando era vicepresidente da ge healthcare america latina para criar um laboratorio de analises clinicas comecei o projeto do labi exames ha um ano junto com um amigo que tambem deixou a carreira executiva pensamos o negocio com dois objetivos atrair investidores e atuar para gerar impacto positivo na sociedade na area de saude publica sua empresa oferece acesso a exames laboratoriais as pessoas que nao tem plano de saude por um preco mais acessivel nossos
1	construir	construir	VERB	VERB	_	12	csubj	_	TokenRange=0:9
162	para	_	ADP	ADP	_	163	mark	_	TokenRange=913:917
163	gerar	gerar	VERB	VERB	_	161	advcl	_	TokenRange=918:923
164	impacto	impacto	NOUN	NOUN	_	163	obj	_	TokenRange=924:931
165	positivo	positivo	ADJ	ADJ	_	164	amod	_	TokenRange=932:940
166-167	na	_	_	_	_	_	_	_	TokenRange=941:943
166	em	em	ADP	ADP	_	168	case	_	_
167	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	168	det	_	_
168	sociedade	sociedade	NOUN	NOUN	_	164	nmod	_	TokenRange=944:953
169-170	na	_	_	_	_	_	_	_	TokenRange=954:956
169	em	em	ADP	ADP	_	171	case	_	_
170	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	171	det	_	_
171	area	area	NOUN	NOUN	_	163	nmod	_	TokenRange=957:961
172	de	de	ADP	ADP	_	173	case	_	TokenRange=962:964
173	saude	saude	NOUN	NOUN	_	171	nmod	_	TokenRange=965:970
174	publica	publico	ADJ	ADJ	_	173	amod	_	TokenRange=971:978
175	sua	_	DET	DET	_	176	det:poss	_	TokenRange=979:982
176	empresa	empresa	NOUN	NOUN	_	177	nsubj	_	TokenRange=983:990
177	oferece	oferecer	VERB	VERB	_	75	parataxis	_	TokenRange=991:998
178	acesso	acesso	NOUN	NOUN	_	177	obj	_	TokenRange=999:1005
179	a	_	ADP	ADP	_	180	case	_	TokenRange=1006:1007
180	exames	exame	NOUN	NOUN	_	178	nmod	_	TokenRange=1008:1014
181	laboratoriais	laboratorial	ADJ	ADJ	_	180	amod	_	TokenRange=1015:1028
182	as	_	ADP	ADP	_	183	case	_	TokenRange=1029:1031
183	pessoas	pessoa	NOUN	NOUN	_	178	nmod	_	TokenRange=1032:1039
184	que	_	PRON	PRON	_	186	nsubj	_	TokenRange=1040:1043
185	nao	nao	ADV	ADV	Polarity=Neg	186	advmod	_	TokenRange=1044:1047
186	tem	ter	VERB	VERB	_	183	acl:relcl	_	TokenRange=1048:1051
187	plano	plano	NOUN	NOUN	_	186	obj	_	TokenRange=1052:1057
188	de	de	ADP	ADP	_	189	case	_	TokenRange=1058:1060
189	saude	saude	NOUN	NOUN	_	187	nmod	_	TokenRange=1061:1066
190	por	por	ADP	ADP	_	192	case	_	TokenRange=1067:1070
191	um	um	DET	DET	_	192	det	_	TokenRange=1071:1073
192	preco	preco	NOUN	NOUN	_	186	nmod	_	TokenRange=1074:1079
193	mais	mais	ADV	ADV	_	194	advmod	_	TokenRange=1080:1084
194	acessivel	acessivel	ADJ	ADJ	_	192	amod	_	TokenRange=1085:1094
195	nossos	_	DET	DET	_	192	det:poss	_	SpacesAfter=\s\s|TokenRange=1095:1101

