# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja os principais trechos do 2 depoimento de lula a moro expresidente foi interrogado pelo juiz federal como reu por 2h10 nesta quartafeira 13 nesta acao o mpf acusa lula de receber um apartamento e um terreno como propina da odebrecht o expresidente luiz inacio lula da silva depos nesta quartafeira 13 como reu ao juiz sergio moro na justica federal de curitiba pela segunda vez nesta acao lula e acusado pelo mpf de receber propina da empreiteira odebrecht por meio da compra de um terreno para a nova sede do instituto lula e de um apartamento
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
24	nesta	_	ADP	ADP	_	25	case	_	TokenRange=123:128
25	quartafeira	_	NOUN	NOUN	_	15	nmod	_	TokenRange=129:140
26	13	_	NUM	NUM	NumType=Card	25	appos	_	TokenRange=141:143
27	nesta	_	ADP	ADP	_	28	case	_	TokenRange=144:149
28	acao	acao	NOUN	NOUN	_	15	nmod	_	TokenRange=150:154
29	o	o	DET	DET	_	30	det	_	TokenRange=155:156
30	mpf	_	NOUN	NOUN	_	31	nsubj	_	TokenRange=157:160
31	acusa	acusar	VERB	VERB	_	15	parataxis	_	TokenRange=161:166
32	lula	_	NOUN	NOUN	_	31	obj	_	TokenRange=167:171
33	de	_	ADP	ADP	_	34	mark	_	TokenRange=172:174
34	receber	receber	VERB	VERB	_	31	nmod	_	TokenRange=175:182
35	um	um	DET	DET	_	36	det	_	TokenRange=183:185
36	apartamento	apartamento	NOUN	NOUN	_	34	obj	_	TokenRange=186:197
37	e	e	CCONJ	CONJ	_	39	cc	_	TokenRange=198:199
38	um	um	DET	DET	_	39	det	_	TokenRange=200:202
39	terreno	terreno	NOUN	NOUN	_	36	conj	_	TokenRange=203:210
40	como	como	ADP	ADP	_	41	case	_	TokenRange=211:215
41	propina	propina	NOUN	NOUN	_	34	nmod	_	TokenRange=216:223
42-43	da	_	_	_	_	_	_	_	TokenRange=224:226
42	de	de	ADP	ADP	_	44	case	_	_
43	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
44	odebrecht	odebrecht	NOUN	NOUN	_	41	nmod	_	TokenRange=227:236
45	o	o	DET	DET	_	46	det	_	TokenRange=237:238
46	expresidente	expresidente	NOUN	NOUN	_	53	nsubj	_	TokenRange=239:251
47	luiz	luiz	ADJ	ADJ	_	46	appos	_	TokenRange=252:256
48	inacio	_	ADJ	ADJ	_	47	flat	_	TokenRange=257:263
49	lula	_	PROPN	PNOUN	_	47	flat	_	TokenRange=264:268
50-51	da	_	_	_	_	_	_	_	TokenRange=269:271
50	de	de	ADP	ADP	_	52	case	_	_
51	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	52	det	_	_
52	silva	silva	NOUN	NOUN	_	47	nmod	_	TokenRange=272:277
53	depos	der	VERB	VERB	_	31	parataxis	_	TokenRange=278:283
54	nesta	_	ADP	ADP	_	55	case	_	TokenRange=284:289
55	quartafeira	_	NOUN	NOUN	_	53	nmod	_	TokenRange=290:301
56	13	_	NUM	NUM	NumType=Card	55	nmod	_	TokenRange=302:304
57	como	como	ADP	ADP	_	58	case	_	TokenRange=305:309
58	reu	reu	NOUN	NOUN	_	53	nmod	_	TokenRange=310:313
59-60	ao	_	_	_	_	_	_	_	TokenRange=314:316
59	a	a	ADP	ADP	_	61	case	_	_
60	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	61	det	_	_
61	juiz	juiz	NOUN	NOUN	_	58	nmod	_	TokenRange=317:321
62	sergio	sergio	NOUN	NOUN	_	61	appos	_	TokenRange=322:328
63	moro	moro	NOUN	NOUN	_	61	flat	_	TokenRange=329:333
64-65	na	_	_	_	_	_	_	_	TokenRange=334:336
64	em	em	ADP	ADP	_	66	case	_	_
65	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	66	det	_	_
66	justica	_	NOUN	NOUN	_	61	nmod	_	TokenRange=337:344
67	federal	federal	ADJ	ADJ	_	66	amod	_	TokenRange=345:352
68	de	de	ADP	ADP	_	69	case	_	TokenRange=353:355
69	curitiba	curitiba	NOUN	NOUN	_	66	nmod	_	TokenRange=356:364
70-71	pela	_	_	_	_	_	_	_	TokenRange=365:369
70	por	por	ADP	ADP	_	73	case	_	_
71	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	73	det	_	_
72	segunda	segundo	ADJ	ADJ	_	73	amod	_	TokenRange=370:377
73	vez	vez	NOUN	NOUN	_	53	nmod	_	TokenRange=378:381
74	nesta	_	ADP	ADP	_	75	case	_	TokenRange=382:387
75	acao	acao	NOUN	NOUN	_	78	nmod	_	TokenRange=388:392
76	lula	_	NOUN	NOUN	_	78	nsubj:pass	_	TokenRange=393:397
77	e	e	AUX	CONJ	_	78	aux:pass	_	TokenRange=398:399
78	acusado	acusar	VERB	VERB	_	53	conj	_	TokenRange=400:407
79-80	pelo	_	_	_	_	_	_	_	TokenRange=408:412
79	por	por	ADP	ADP	_	81	case	_	_
80	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	81	det	_	_
81	mpf	mpf	NOUN	NOUN	_	78	nmod	_	TokenRange=413:416
82	de	_	ADP	ADP	_	83	mark	_	TokenRange=417:419
83	receber	receber	VERB	VERB	_	78	nmod	_	TokenRange=420:427
84	propina	propina	NOUN	NOUN	_	83	obj	_	TokenRange=428:435
85-86	da	_	_	_	_	_	_	_	TokenRange=436:438
85	de	de	ADP	ADP	_	87	case	_	_
86	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	87	det	_	_
87	empreiteira	empreiteiro	NOUN	NOUN	_	84	nmod	_	TokenRange=439:450
88	odebrecht	_	PROPN	PNOUN	_	87	appos	_	TokenRange=451:460
89	por	por	ADP	ADP	_	90	case	_	TokenRange=461:464
90	meio	meio	NOUN	NOUN	_	83	nmod	_	TokenRange=465:469
91-92	da	_	_	_	_	_	_	_	TokenRange=470:472
91	de	de	ADP	ADP	_	93	case	_	_
92	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	93	det	_	_
93	compra	compra	NOUN	NOUN	_	90	nmod	_	TokenRange=473:479
94	de	de	ADP	ADP	_	96	case	_	TokenRange=480:482
95	um	um	DET	DET	_	96	det	_	TokenRange=483:485
96	terreno	terreno	NOUN	NOUN	_	93	nmod	_	TokenRange=486:493
97	para	para	ADP	ADP	_	100	case	_	TokenRange=494:498
98	a	o	DET	DET	_	100	det	_	TokenRange=499:500
99	nova	novo	ADJ	ADJ	_	100	amod	_	TokenRange=501:505
100	sede	sede	NOUN	NOUN	_	96	nmod	_	TokenRange=506:510
101-102	do	_	_	_	_	_	_	_	TokenRange=511:513
101	de	de	ADP	ADP	_	103	case	_	_
102	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	103	det	_	_
103	instituto	instituto	NOUN	NOUN	_	100	nmod	_	TokenRange=514:523
104	lula	lula	ADJ	ADJ	_	103	appos	_	TokenRange=524:528
105	e	e	CCONJ	CONJ	_	108	cc	_	TokenRange=529:530
106	de	de	ADP	ADP	_	108	case	_	TokenRange=531:533
107	um	um	DET	DET	_	108	det	_	TokenRange=534:536
108	apartamento	apartamento	NOUN	NOUN	_	103	conj	_	SpacesAfter=\s\s|TokenRange=537:548

