1 ostentou ostentar 0 VERB root
125 vida vida 123 NOUN nmod
126 regado regar 518 VERB acl
127 a a 128 ADP case
128 shows show 126 NOUN nmod
129 baladas balada 128 NOUN appos
130 finais final 129 ADJ amod
131 de de 132 ADP case
132 semana semana 129 NOUN nmod
133 em em 134 ADP case
134 resorts resort 200 NOUN nmod
135 alem alem 225 ADV advmod
136 de de 137 ADP mark
137 possuir possuir 135 VERB nmod
138 carro carro 137 NOUN obj
139 de de 140 ADP case
140 luxo luxo 138 NOUN nmod
141 e e 144 CCONJ cc
142 ate ate 143 ADV advmod
143 lancha lancha 144 NOUN nsubj
144 teve ter 257 VERB conj
145 a o 146 DET det
146 pensao pensao 144 NOUN obj
147 estipulada estipular 257 VERB acl
148 provisoriamente provisoriamente 147 ADV advmod
149 para para 150 ADP case
150 r r 147 NOUN nmod
151 187400 187400 152 NUM nummod
152 valor valor 150 NOUN appos
153 que que 155 PRON nsubj
154 pode pode 155 AUX aux
155 ficar ficar 152 VERB acl:relcl
156 ate ate 157 ADV advmod
157 maior maior 155 ADJ xcomp
158 conforme conforme 480 ADP mark
159 decisao decisao 462 NOUN nmod
160 de de 162 ADP case
161 o o 162 DET det
162 juiz juiz 159 NOUN nmod
163 foram foram 320 VERB advcl
164 13 13 163 NUM nsubj
165 de de 166 ADP case
166 anos ano 164 NOUN nmod
167 de de 168 ADP case
168 convivencia convivencia 178 NOUN nmod
169 entre entre 170 ADP case
170 namoro namoro 168 NOUN nmod
171 e e 172 CCONJ cc
172 casamento casamento 170 NOUN conj
173 de de 175 ADP case
174 a o 175 DET det
175 uniao uniao 172 NOUN nmod
176 nasceu nascer 1 VERB conj
177 o o 178 DET det
178 filho filho 176 NOUN nsubj
179 4 4 178 NUM appos
180 ha ha 494 VERB advcl
181 um um 182 NUM nummod
182 ano ano 180 NOUN nmod
183 e e 185 CCONJ cc
184 nove nove 185 NUM nummod
185 meses mês 182 NOUN conj
186 o o 187 DET det
187 casamento casamento 188 NOUN nsubj
188 chegou chegar 1 VERB conj
189 a a 191 ADP case
190 o o 191 DET det
191 fim fim 188 NOUN nmod
192 e e 194 CCONJ cc
193 ela ela 194 PRON nsubj
194 afirma afirmar 102 VERB conj
195 que que 200 CCONJ mark
196 desde desde 197 ADP mark
197 entao entao 200 ADV nmod
198 ele ele 200 PRON nsubj
199 nunca nunca 200 ADV advmod
200 contribuiu contribuir 194 VERB ccomp
201 com com 202 ADP case
202 nada nada 200 PRON nmod
203 para para 205 ADP case
204 a o 205 DET det
205 crianca crianca 202 NOUN nmod
206 para para 207 ADP mark
207 convencer convencer 200 VERB advcl
208 a o 209 DET det
209 justica justica 207 NOUN obj
210 que que 212 CCONJ mark
211 nao nao 212 ADV advmod
212 tem ter 207 VERB ccomp
213 condicoes condicoes 212 NOUN obj
214 financeiras financeiro 213 ADJ amod
215 ele ele 218 PRON nsubj
216 chegou chegar 218 AUX aux
217 a a 218 ADP mark
218 vender vender 430 VERB parataxis
219 bens bem 218 NOUN obj
220 de de 222 ADP case
221 o o 222 DET det
222 casal casal 219 NOUN nmod
223 e e 225 CCONJ cc
224 nao nao 225 ADV advmod
225 dividiu dividir 218 VERB conj
226 os o 227 DET det
227 lucros lucro 225 NOUN obj
228 a a 229 ADP case
229 exmulher exmulher 225 NOUN nmod
230 tentei tentar 225 VERB conj
231 um um 232 DET det
232 acordo acordo 230 NOUN obj
233 verbal verbal 232 ADJ amod
234 ele ele 235 PRON nsubj
235 alegava alegar 447 VERB parataxis
236 que que 239 CCONJ mark
237 so so 239 ADV advmod
238 poderia poder 239 AUX aux
239 dar dar 235 VERB ccomp
240 r r 239 NOUN obj
241 40000 40000 240 NUM nummod
242 e e 244 CCONJ cc
243 nunca nunca 244 ADV advmod
244 deu dar 239 VERB conj
245 mesmo mesmo 244 ADV advmod
246 recebendo receber 244 VERB acl
247 cerca cerca 251 ADV advmod
248 de de 247 ADP case
249 r r 246 NOUN obj
250 4 4 251 NUM nummod
251 mil mil 249 NUM nummod
252 mensais mensal 232 ADJ amod
253 ele ele 257 PRON nsubj
254 chegou chegar 257 AUX aux
255 a a 257 ADP mark
256 me me 257 PRON obj
257 pedir pedir 320 VERB ccomp
258 para para 259 ADP mark
259 abrir abrir 257 VERB nmod
260 mao mao 259 NOUN obj
261 de de 264 ADP case
262 a o 264 DET det
263 minha minha 264 DET det:poss
264 parte parte 259 NOUN nmod
265 em em 267 ADP case
266 a o 267 DET det
267 loja loja 259 NOUN nmod
268 que que 269 PRON obj
269 tinhamos tinhar 267 VERB acl:relcl
270 juntos junto 269 ADJ xcomp
271 em em 272 ADP case
272 troca troca 269 NOUN nmod
273 de de 275 ADP case
274 uma um 275 DET det
275 pensao pensao 272 NOUN nmod
276 maior maior 275 ADJ amod
277 mas mas 278 CCONJ cc
278 discordei discordar 257 VERB conj
279 pois pois 281 CCONJ mark
280 sao sao 281 AUX cop
281 coisas coisa 517 NOUN advcl
282 diferentes diferente 281 ADJ amod
283 a o 284 DET det
284 loja loja 287 NOUN nsubj
285 era era 287 AUX cop
286 um um 287 DET det
287 bem bem 68 NOUN ccomp
288 nosso nosso 287 DET det:poss
289 a o 290 DET det
290 pensao pensao 200 NOUN obj
291 e e 293 CCONJ cc
292 um um 293 DET det
293 direito direito 431 NOUN conj
294 de de 297 ADP case
295 o o 297 DET det
296 nosso nosso 297 DET det:poss
297 filho filho 293 NOUN nmod
298 com com 300 ADP case
299 a o 300 DET det
300 orientacao orientacao 200 NOUN nmod
301 de de 303 ADP case
302 a o 303 DET det
303 advogada advogado 300 NOUN nmod
304 kelly kelly 303 NOUN appos
305 andrade andrade 304 NOUN flat
306 a o 307 DET det
307 comerciante comerciante 308 NOUN nsubj
308 moveu mover 320 VERB parataxis
309 uma um 310 DET det
310 acao acao 308 NOUN obj
311 contra contra 313 ADP case
312 o o 313 DET det
313 exmarido exmarido 310 NOUN nmod
314 em em 315 ADP case
315 julho julho 308 PROPN nmod
316 de de 317 ADP case
317 2016 2016 315 NUM nmod
318 chegamos chegar 320 AUX aux
319 a a 320 ADP mark
320 comprovar comprovar 68 VERB ccomp
321 que que 323 CCONJ mark
322 ele ele 323 PRON nsubj
323 ganhava ganhar 320 VERB ccomp
324 ate ate 327 ADV advmod
325 r r 323 NOUN obj
326 10 10 327 NUM nummod
327 mil mil 325 NUM nummod
328 porque porque 462 CCONJ mark
329 o o 330 DET det
330 faturamento faturamento 257 NOUN nsubj
331 de de 333 ADP case
332 a o 333 DET det
333 empresa empresa 330 NOUN nmod
334 de de 336 ADP case
335 o o 336 DET det
336 pai pai 333 NOUN nmod
337 dele dele 336 X det:poss
338 e e 320 VERB advcl
339 muito muito 340 ADV advmod
340 alto alto 338 ADJ xcomp
341 e e 462 CCONJ cc
342 ele ele 462 PRON nsubj
343 e e 344 CCONJ cc
344 gerente gerente 342 NOUN conj
345 e e 346 CCONJ cc
346 tira tirar 462 VERB conj
347 de de 349 ADP case
348 o o 349 DET det
349 caixa caixa 346 NOUN nmod
350 o o 351 DET det
351 valor valor 346 NOUN obj
352 que que 353 PRON obj
353 quer querer 351 VERB acl:relcl
354 afirmou afirmar 353 VERB ccomp
355 a o 356 DET det
356 advogada advogado 354 NOUN obj
357 para para 358 ADP mark
358 provar provar 354 VERB advcl
359 que que 362 CCONJ mark
360 o o 361 DET det
361 exmarido exmarido 362 NOUN nsubj
362 tem ter 358 VERB ccomp
363 uma um 364 DET det
364 vida vida 362 NOUN obj
365 de de 366 ADP case
366 luxo luxo 364 NOUN nmod
367 a o 368 DET det
368 comerciante comerciante 369 NOUN nsubj
369 criou criar 68 VERB ccomp
370 perfis perfis 369 NOUN obj
371 fakes fakes 370 ADJ amod
372 em em 374 ADP case
373 as o 374 DET det
374 redes rede 369 NOUN nmod
375 sociais social 374 ADJ amod
376 para para 377 ADP mark
377 conseguir conseguir 392 VERB advcl
378 as o 379 DET det
379 fotos foto 377 NOUN obj
380 de de 382 ADP case
381 as o 382 DET det
382 ostentacoes ostentacoe 379 NOUN nmod
383 e e 517 CCONJ cc
384 com com 386 ADP case
385 a o 386 DET det
386 ajuda ajuda 517 NOUN nmod
387 de de 388 ADP case
388 amigos amigo 386 NOUN nmod
389 em em 390 ADP case
390 comum comum 388 NOUN nmod
391 consegui conseguir 507 VERB conj
392 monitorar monitorar 391 VERB xcomp
393 viagens viagem 392 NOUN obj
394 para para 395 ADP case
395 resorts resort 393 NOUN nmod
396 festas festa 395 ADJ amod
397 em em 399 ADP case
398 a o 399 DET det
399 lancha lancha 395 NOUN nmod
400 que que 402 PRON obj
401 ele ele 402 PRON nsubj
402 alegava alegar 399 VERB acl:relcl
403 em em 405 ADP case
404 a o 405 DET det
405 justica justica 402 NOUN nmod
406 que que 408 CCONJ mark
407 nao nao 408 ADV advmod
408 tinha ter 399 VERB acl:relcl
409 e e 410 CCONJ cc
410 fotos foto 408 NOUN conj
411 em em 412 ADP case
412 camarote camarote 410 NOUN nmod
413 de de 415 ADP case
414 um um 415 DET det
415 show show 412 NOUN nmod
416 cujo cujo 417 DET det
417 ingresso ingresso 419 NOUN nsubj
418 era era 419 AUX cop
419 r r 415 NOUN acl:relcl
420 40000 40000 419 NUM appos
421 segundo segundo 423 ADP case
422 a o 423 DET det
423 advogada advogado 419 NOUN nmod
424 em em 425 ADP case
425 setembro setembro 521 PROPN nmod
426 de de 427 ADP case
427 2016 2016 425 NUM nmod
428 o o 429 DET det
429 juiz juiz 430 NOUN nsubj
430 estipulou estipular 320 VERB parataxis
431 pensao pensao 430 NOUN obj
432 provisoria provisorio 431 ADJ amod
433 em em 435 ADP case
434 o o 435 DET det
435 valor valor 431 NOUN nmod
436 de de 437 ADP case
437 r r 435 NOUN nmod
438 187400 187400 437 NUM appos
439 que que 440 PRON nsubj
440 alega alegar 437 VERB acl:relcl
441 a o 442 DET det
442 exesposa exesposa 440 NOUN obj
443 nunca nunca 445 ADV advmod
444 foi foi 445 AUX aux:pass
445 pago pagar 440 VERB ccomp
446 ja ja 447 ADV advmod
447 comuniquei comunicar 37 VERB conj
448 a o 449 DET det
449 justica justica 447 NOUN obj
450 mas mas 447 CCONJ cc
451 ele ele 453 PRON nsubj
452 sempre sempre 453 ADV advmod
453 recorre recorrer 430 VERB conj
454 e e 257 CCONJ cc
455 depois depois 459 ADV case
456 de de 455 ADP case
457 a o 455 DET det
458 ultima ultima 459 ADJ amod
459 decisao decisao 462 NOUN nmod
460 judicial judicial 459 ADJ amod
461 ate ate 462 ADV advmod
462 bloqueou bloquear 257 VERB conj
463 de de 466 ADP case
464 todas todas 466 DET det
465 as o 466 DET det
466 formas forma 462 NOUN nmod
467 seus seus 468 DET det:poss
468 perfis perfil 462 NOUN obj
469 em em 470 ADP case
470 redes rede 462 NOUN nmod
471 sociais social 470 ADJ amod
472 e e 473 CCONJ cc
473 proibiu proibir 257 VERB conj
474 parentes parente 473 NOUN obj
475 de de 476 ADP mark
476 postarem postar 474 VERB nmod
477 fotos foto 476 NOUN obj
478 para para 480 ADP mark
479 nao nao 480 ADV advmod
480 flagrarem flagrar 476 VERB advcl
481 sua sua 482 DET det:poss
482 ostentacao ostentacao 480 NOUN obj
483 diz dizer 320 VERB advcl
484 a o 485 DET det
485 recepcionista recepcionista 483 NOUN nsubj
486 alguns alguns 487 DET det
487 pais pais 369 NOUN nsubj
488 quando quando 490 CCONJ mark
489 se se 490 PRON expl:pv
490 divorciam divorciar 487 VERB acl:relcl
491 de de 493 ADP case
492 as o 493 DET det
493 maes mae 490 NOUN nmod
494 acham achar 483 VERB ccomp
495 que que 497 CCONJ mark
496 se se 497 PRON obj
497 divorciaram divorciar 494 VERB ccomp
498 de de 500 ADP case
499 os o 500 DET det
500 filhos filho 497 NOUN nmod
501 tambem tambem 369 ADV advmod
502 kelly kelly 362 NOUN appos
503 andrade andrade 502 NOUN flat
504 advogada advogado 502 ADJ amod
505 o o 506 DET det
506 processo processo 507 NOUN nsubj
507 segue segue 68 VERB ccomp
508 em em 509 ADP case
509 curso curso 507 NOUN nmod
510 e e 517 CCONJ cc
511 de de 512 ADP case
512 acordo acordo 517 NOUN nmod
513 com com 514 ADP case
514 kelly kelly 512 NOUN nmod
515 ainda ainda 517 ADV advmod
516 nao nao 517 ADV advmod
517 tem ter 507 VERB conj
518 data data 517 NOUN obj
519 definida definido 518 ADJ amod
520 para para 521 ADP mark
521 sair sair 519 VERB nmod
522 a o 523 DET det
523 setenca setenca 521 NOUN obj
524 com com 405 ADP case
525 a o 405 DET det
1 decisao decisao 5 VERB parataxis
2 o o 3 DET det
3 valor valor 5 NOUN nsubj
4 pode pode 5 AUX aux
5 variar variar 0 VERB root
6 para para 7 ADP mark
7 mais mais 5 ADV nmod
8 ou ou 10 CCONJ cc
9 para para 10 ADP mark
10 menos menos 7 ADV conj
11 hoje hoje 18 ADV advmod
12 os o 13 DET det
13 gastos gasto 18 NOUN nsubj:pass
14 de de 16 ADP case
15 a o 16 DET det
16 crianca crianca 13 NOUN nmod
17 sao sao 18 AUX aux:pass
18 arcados arcar 5 VERB conj
19 por por 21 ADP case
20 a o 21 DET det
21 mae mae 18 NOUN nmod
22 e e 25 CCONJ cc
23 por por 25 ADP case
24 o o 25 DET det
25 avo avo 21 NOUN conj
26 materno materno 25 ADJ amod
27 a o 28 DET det
28 pensao pensao 18 NOUN nsubj:pass
29 e e 31 CCONJ cc
30 uma um 31 DET det
31 coisa coisa 5 NOUN conj
32 que que 35 PRON obj
33 ele ele 35 PRON nsubj
34 deveria dever 35 AUX aux
35 dar dar 31 VERB acl:relcl
36 de de 38 ADP case
37 bom bom 38 ADJ amod
38 grado grado 35 NOUN nmod
39 e e 41 CCONJ cc
40 ainda ainda 41 ADV advmod
41 tem ter 18 VERB conj
42 a o 43 DET det
43 demora demora 41 NOUN obj
44 de de 46 ADP case
45 a o 46 DET det
46 justica justica 43 NOUN nmod
47 a o 48 DET det
48 situacao situacao 51 NOUN nsubj
49 ja ja 51 ADV advmod
50 se se 51 PART expl:pv
51 arrasta arrastar 153 VERB ccomp
52 ha ha 51 VERB advcl
53 um um 54 NUM nummod
54 ano ano 52 NOUN nmod
55 e e 57 CCONJ cc
56 nove nove 57 NUM nummod
57 meses mês 54 NOUN conj
58 toda toda 61 DET mark
59 vez vez 58 NOUN fixed
60 que que 58 CCONJ fixed
61 sai sair 51 VERB advcl
62 um um 63 DET det
63 mandado mandado 61 NOUN nsubj
64 de de 65 ADP case
65 prisao prisao 63 NOUN nmod
66 ele ele 67 PRON nsubj
67 entra entrar 51 VERB parataxis
68 com com 69 ADP case
69 recurso recurso 67 NOUN nmod
70 e e 71 CCONJ cc
71 diz dizer 51 VERB conj
72 que que 74 CCONJ mark
73 nao nao 74 ADV advmod
74 tem ter 71 VERB ccomp
75 condicoes condicoes 74 NOUN obj
76 de de 77 ADP mark
77 pagar pagar 75 VERB nmod
78 lamenta lamentar 74 VERB conj
79 a o 80 DET det
80 recepcionista recepcionista 78 NOUN obj
81 de de 82 ADP case
82 acordo acordo 78 NOUN nmod
83 com com 84 ADP case
84 kelly kelly 82 NOUN nmod
85 casos caso 176 NOUN nsubj
86 como como 87 ADP case
87 o o 85 PRON nmod
88 de de 90 ADP case
89 a o 90 DET det
90 recepcionista recepcionista 87 NOUN nmod
91 sao sao 190 VERB acl:relcl
92 comuns comum 91 ADJ xcomp
93 ela ela 94 PRON nsubj
94 afirma afirmar 5 VERB parataxis
95 que que 185 CCONJ mark
96 para para 97 ADP mark
97 assegurar assegurar 185 VERB advcl
98 a o 99 DET det
99 crianca crianca 97 NOUN obj
100 o o 101 DET det
101 direito direito 97 NOUN obj
102 a a 103 ADP case
103 pensao pensao 101 NOUN nmod
104 e e 105 CCONJ cc
105 preciso preciso 97 ADJ conj
106 que que 115 CCONJ mark
107 o o 108 DET det
108 responsavel responsavel 201 NOUN nsubj
109 por por 110 ADP case
110 ela ela 108 PRON nmod
111 faca facar 197 VERB nmod
112 como como 115 CCONJ mark
113 sua sua 114 DET det:poss
114 cliente cliente 115 NOUN nsubj
115 fez fazer 111 VERB advcl
116 e e 117 CCONJ cc
117 preciso preciso 115 ADJ conj
118 comprovar comprovar 197 VERB csubj
119 em em 121 ADP case
120 a o 121 DET det
121 justica justica 118 NOUN nmod
122 a o 123 DET det
123 situacao situacao 201 NOUN obj
124 economica economico 123 ADJ amod
125 de de 127 ADP case
126 o o 127 DET det
127 pai pai 123 NOUN nmod
128 e e 130 CCONJ cc
129 a o 130 DET det
130 necessidade necessidade 123 NOUN conj
131 de de 133 ADP case
132 o o 133 DET det
133 filho filho 130 NOUN nmod
134 observo observar 5 VERB conj
135 que que 51 CCONJ mark
136 alguns alguns 137 DET det
137 pais pais 51 NOUN nsubj
138 quando quando 140 CCONJ mark
139 se se 140 PRON expl:pv
140 divorciam divorciar 137 VERB acl:relcl
141 de de 143 ADP case
142 as o 143 DET det
143 maes mae 140 NOUN nmod
144 acham achar 134 VERB ccomp
145 que que 147 CCONJ mark
146 se se 147 PRON expl:pv
147 divorciaram divorciar 144 VERB ccomp
148 de de 150 ADP case
149 os o 150 DET det
150 filhos filho 147 NOUN nmod
151 tambem tambem 153 ADV advmod
152 ela ela 153 PRON nsubj
153 explica explicar 5 VERB conj
154 que que 169 CCONJ mark
155 quando quando 159 CCONJ mark
156 o o 157 DET det
157 pai pai 159 NOUN nsubj
158 nao nao 159 ADV advmod
159 tem ter 51 VERB advcl
160 renda renda 159 NOUN obj
161 comprovada comprovado 160 ADJ amod
162 o o 163 DET det
163 valor valor 67 NOUN nsubj
164 de de 166 ADP case
165 a o 166 DET det
166 pensao pensao 163 NOUN nmod
167 alimenticia alimenticio 166 ADJ amod
168 e e 169 AUX aux:pass
169 fixado fixar 153 VERB ccomp
170 sobre sobre 172 ADP case
171 o o 172 DET det
172 salario salario 169 NOUN nmod
173 minimo minimo 172 ADJ amod
174 porem porem 176 CCONJ mark
175 nao nao 176 ADV advmod
176 ha har 51 VERB advcl
177 um um 178 DET det
178 percentual percentual 176 NOUN obj
179 fixado fixar 178 VERB acl
180 em em 181 ADP case
181 lei lei 179 NOUN nmod
182 o o 183 DET det
183 juiz juiz 185 NOUN nsubj
184 o o 185 PRON obj
185 faz fazer 153 VERB ccomp
186 de de 187 ADP case
187 acordo acordo 185 NOUN nmod
188 com com 190 ADP case
189 a o 190 DET det
190 possibilidade possibilidade 187 NOUN nmod
191 de de 194 ADP mark
192 o o 193 DET det
193 pai pai 194 NOUN nsubj
194 pagar pagar 190 VERB nmod
195 e e 197 CCONJ cc
196 a o 197 DET det
197 necessidade necessidade 190 NOUN conj
198 de de 201 ADP mark
199 o o 201 DET det
200 filho filho 201 NOUN nsubj
201 receber receber 197 VERB nmod
202 o o 201 PRON obj
203 que que 204 PRON obj
204 chamamos chamar 202 VERB acl:relcl
205 de de 206 ADP case
206 binomio binomio 204 NOUN nmod
207 diz dizer 190 VERB acl:relcl
