1 nova novo 2 ADJ amod
241 indeterminado indeterminado 240 ADJ amod
242 o o 243 DET det
243 que que 244 PRON nsubj
244 levaria levar 231 VERB parataxis
245 a a 246 ADP case
246 morte morte 244 NOUN nmod
247 90 90 487 NUM nummod
248 de de 250 ADP case
249 os o 250 DET det
250 americanos americano 247 NOUN nmod
251 em em 255 ADP case
252 menos menos 254 ADV advmod
253 de de 252 ADP case
254 um um 255 NUM nummod
255 ano ano 231 NOUN nmod
256 o o 257 DET det
257 governo governo 264 NOUN nsubj
258 de de 260 ADP case
259 os o 260 DET det
260 eua eua 257 NOUN nmod
261 ate ate 262 ADP mark
262 agora agora 264 ADV nmod
263 tem ter 264 AUX aux
264 colocado colocar 467 VERB ccomp
265 o o 266 DET det
266 foco foco 264 NOUN obj
267 central central 266 ADJ amod
268 em em 270 ADP case
269 os o 270 DET det
270 testes teste 264 NOUN nmod
271 balisticos balistico 270 ADJ amod
272 icbms icbms 270 NOUN appos
273 de de 275 ADP case
274 a o 275 DET det
275 coreia coreia 270 NOUN nmod
276 de de 278 ADP case
277 o o 278 DET det
278 norte norte 275 NOUN nmod
279 motivo motivo 264 NOUN obj
280 que que 281 PRON nsubj
281 gera gerar 279 VERB acl:relcl
282 preocupacao preocupacao 281 NOUN obj
283 porem porem 539 ADV advmod
284 nao nao 288 ADV advmod
285 e e 288 CCONJ cc
286 a o 288 DET det
287 principal principal 288 ADJ amod
288 arma arma 539 NOUN conj
289 de de 291 ADP case
290 o o 291 DET det
291 estado estado 288 NOUN nmod
292 eremita eremito 291 ADJ amod
293 explicam explicar 231 VERB parataxis
294 os o 295 DET det
295 especialistas especialista 293 NOUN nsubj
296 as o 297 DET det
297 preocupacoes preocupacoe 539 NOUN nsubj
298 de de 299 ADP case
299 donald donald 297 PROPN nmod
300 trump trump 299 PROPN flat
301 e e 305 CCONJ cc
302 de de 305 ADP case
303 o o 305 DET det
304 alto alto 305 ADJ amod
305 comando comando 299 NOUN conj
306 de de 308 ADP case
307 o o 308 DET det
308 pentagono pentagono 305 NOUN nmod
309 foram foram 310 AUX aux:pass
310 focadas focar 222 VERB ccomp
311 especificamente especificamente 310 ADV advmod
312 em em 314 ADP case
313 os o 314 DET det
314 misseis missil 310 NOUN nmod
315 em em 316 ADP case
316 setembro setembro 310 PROPN nmod
317 deste deste 318 ADP case
318 ano ano 316 NOUN nmod
319 depois depois 86 ADV mark
320 que que 319 CCONJ fixed
321 a o 322 DET det
322 coreia coreia 326 NOUN nsubj
323 de de 325 ADP case
324 o o 325 DET det
325 norte norte 322 NOUN nmod
326 testou testar 310 VERB advcl
327 uma um 328 DET det
328 bomba bomba 326 NOUN obj
329 subterranea subterraneo 328 ADJ amod
330 de de 331 ADP case
331 hidrogenio hidrogenio 328 NOUN nmod
332 william william 231 PROPN nsubj
333 graham graham 332 NOUN flat
334 e e 335 CCONJ cc
335 peter peter 332 NOUN conj
336 vincent vincent 335 NOUN flat
337 pry pry 335 NOUN flat
338 argumentam argumentar 222 VERB ccomp
339 que que 231 CCONJ mark
340 a o 342 DET det
341 maior maior 342 ADJ amod
342 ameaca ameaca 483 NOUN nsubj
343 que que 345 PRON nsubj
344 poderia poder 345 AUX aux
345 vir vir 342 VERB acl:relcl
346 de de 348 ADP case
347 a o 348 DET det
348 coreia coreia 345 NOUN nmod
349 de de 351 ADP case
350 o o 351 DET det
351 norte norte 348 NOUN nmod
352 seria seria 354 AUX cop
353 um um 354 DET det
354 ataque ataque 467 NOUN ccomp
355 de de 356 ADP case
356 emp emp 354 NOUN nmod
357 nuclear nuclear 356 ADJ amod
358 fato fato 354 NOUN appos
359 que que 361 PRON nsubj
360 poderia poder 361 AUX aux
361 levar levar 358 VERB acl:relcl
362 a o 363 DET det
363 america america 361 NOUN obj
364 a a 366 ADP case
365 um um 366 DET det
366 cenario cenario 361 NOUN nmod
367 de de 369 ADP case
368 o o 369 DET det
369 dia dia 366 NOUN nmod
370 de de 372 ADP case
371 o o 372 DET det
372 juizo juizo 369 NOUN nmod
373 final final 372 ADJ amod
374 ambos ambos 375 PRON nsubj
375 deixaram deixar 467 VERB ccomp
376 bem bem 377 ADV advmod
377 claro claro 529 ADJ xcomp
378 em em 380 ADP case
379 seus seus 380 DET det:poss
380 depoimentos depoimento 377 NOUN nmod
381 que que 390 CCONJ mark
382 essa essa 383 DET det
383 ameaca ameaca 390 NOUN nsubj:pass
384 o o 385 DET det
385 ataque ataque 390 NOUN nsubj:pass
386 emp emp 385 NOUN appos
387 nao nao 390 ADV advmod
388 deve dever 390 AUX aux
389 ser ser 390 AUX aux:pass
390 subestimada subestimar 531 VERB nmod
391 a a 393 ADP case
392 o o 393 DET det
393 visitar visitar 264 VERB advcl
394 uma um 395 DET det
395 fabrica fabrica 393 NOUN obj
396 de de 397 ADP case
397 armas arma 395 NOUN nmod
398 em em 399 ADP case
399 pyongyang pyongyang 533 NOUN nmod
400 kim kim 402 PROPN nsubj
401 jongun jongun 400 NOUN flat
402 fez fazer 138 VERB acl:relcl
403 uma um 404 DET det
404 declaracao declaracao 402 NOUN obj
405 que que 407 PRON nsubj:pass
406 foi foi 407 AUX aux:pass
407 relatada relatar 404 VERB acl:relcl
408 por por 410 ADP case
409 a o 410 DET det
410 rtcom rtcom 407 NOUN nmod
411 midia midia 407 NOUN nmod
412 estatal estatal 411 ADJ amod
413 russa russo 411 ADJ amod
414 como como 415 ADP mark
415 preocupante preocupante 407 ADJ nmod
416 embora embora 419 CCONJ mark
417 alguns alguns 419 PRON nsubj
418 tenham ter 419 AUX aux
419 descartado descartar 264 VERB advcl
420 isso isso 419 PRON obj
421 como como 423 ADP case
422 uma um 423 DET det
423 ameaca ameaca 419 NOUN nmod
424 vazia vazio 423 ADJ amod
425 o o 426 DET det
426 dr dr 432 NOUN nsubj
427 graham graham 426 NOUN flat
428 e e 430 CCONJ cc
429 o o 430 DET det
430 dr dr 426 NOUN conj
431 pry pry 430 NOUN flat
432 deram dar 467 VERB ccomp
433 a o 435 DET det
434 seguinte seguinte 435 ADJ amod
435 recomendacao recomendacao 432 NOUN obj
436 urgente urgente 435 ADJ amod
437 a a 439 ADP case
438 o o 439 DET det
439 congresso congresso 185 NOUN iobj
440 os o 442 DET det
441 dois dois 442 NUM nummod
442 exmembros exmembro 446 NOUN nsubj
443 de de 445 ADP case
444 a o 445 DET det
445 comissao comissao 442 NOUN nmod
446 destacaram destacar 222 VERB ccomp
447 durante durante 449 ADP case
448 a o 449 DET det
449 audiencia audiencia 446 NOUN nmod
450 a o 451 DET det
451 importancia importancia 446 NOUN obj
452 de de 453 ADP mark
453 proteger proteger 451 VERB nmod
454 a o 455 DET det
455 rede rede 453 NOUN obj
456 de de 457 ADP case
457 energia energia 455 NOUN nmod
458 eletrica eletrico 457 ADJ amod
459 de de 461 ADP case
460 os o 461 DET det
461 eua eua 455 NOUN nmod
462 a a 465 ADP case
463 o o 465 DET det
464 mesmo mesmo 465 ADJ amod
465 tempo tempo 446 NOUN nmod
466 que que 467 PRON nsubj
467 enfatizaram enfatizar 222 VERB ccomp
468 que que 483 CCONJ mark
469 a o 470 DET det
470 tecnologia tecnologia 483 NOUN nsubj
471 de de 473 ADP case
472 a o 473 DET det
473 coreia coreia 470 NOUN nmod
474 de de 476 ADP case
475 o o 476 DET det
476 norte norte 473 NOUN nmod
477 em em 478 ADP case
478 relacao relacao 470 NOUN nmod
479 as o 480 DET det
480 bombas bomba 478 NOUN nmod
481 de de 482 ADP case
482 hidrogenio hidrogenio 480 NOUN nmod
483 sao sao 467 VERB ccomp
484 comparaveis comparavel 483 ADJ xcomp
485 as as 487 ADP case
486 sofisticadas sofisticado 487 ADJ amod
487 armas arma 484 NOUN nmod
488 termonucleares termonuclear 487 ADJ amod
489 de de 491 ADP case
490 os o 491 DET det
491 estados estado 487 NOUN nmod
492 unidos unido 491 ADJ amod
493 dr dr 498 NOUN nsubj
494 graham graham 354 NOUN nsubj
495 e e 496 CCONJ cc
496 dr dr 494 NOUN conj
497 pry pry 496 NOUN flat
498 apresentaram apresentar 338 VERB ccomp
499 a o 501 DET det
500 seguinte seguinte 501 ADJ amod
501 declaracao declaracao 498 NOUN obj
502 perante perante 504 ADP case
503 a o 504 DET det
504 comissao comissao 498 NOUN nmod
505 em em 507 ADP case
506 uma um 507 DET det
507 materia materia 498 NOUN nmod
508 divulgada divulgar 507 VERB acl
509 em em 511 ADP case
510 o o 511 DET det
511 mes mes 508 NOUN nmod
512 passado passado 511 ADJ amod
513 em em 515 ADP case
514 o o 515 DET det
515 jornal jornal 508 NOUN nmod
516 the the 517 DET det
517 hill hill 515 NOUN appos
518 midia midia 515 NOUN appos
519 politica politico 518 ADJ amod
520 mais mais 521 ADV advmod
521 lida lido 518 ADJ amod
522 de de 524 ADP case
523 os o 524 DET det
524 eua eua 518 NOUN nmod
525 o o 526 DET det
526 republicano republicano 529 NOUN nsubj
527 curt curt 526 ADJ appos
528 weldon weldon 527 PROPN flat
529 descreveu descrever 338 VERB ccomp
530 a o 531 DET det
531 decisao decisao 529 NOUN obj
532 de de 533 ADP mark
533 destituir destituir 531 VERB nmod
534 a o 535 DET det
535 comissao comissao 533 NOUN obj
536 emp emp 535 NOUN appos
537 como como 538 ADP case
538 estupidae estupidae 533 NOUN nmod
539 fez fazer 529 VERB parataxis
540 um um 541 DET det
541 alerta alerta 539 NOUN obj
542 para para 544 ADP case
543 a o 544 DET det
544 salvacao salvacao 541 NOUN nmod
1 de de 3 ADP case
2 a o 3 DET det
3 comissao comissao 4 NOUN nmod
4 leia ler 0 VERB root
5 tambem tambem 4 ADV advmod
