1 tudo tudo 2 PRON nsubj
96 de de 97 ADP case
97 fernando fernando 95 NOUN nmod
98 collor collor 97 ADJ amod
99 fernando fernar 72 VERB appos
100 henrique henrique 99 PROPN flat
101 cardoso cardoso 99 PROPN flat
102 ate ate 103 ADP mark
103 chegar chegar 89 VERB advcl
104 em em 106 ADP case
105 a o 106 DET det
106 era era 103 NOUN nmod
107 mais mais 108 ADV advmod
108 corrupta corrupto 106 ADJ amod
109 de de 112 ADP case
110 todos todos 112 DET det
111 os o 112 DET det
112 tempo tempo 106 NOUN nmod
113 o o 114 DET det
114 governo governo 103 NOUN nsubj
115 petista petista 114 ADJ amod
116 o o 117 DET det
117 depoimento depoimento 120 NOUN nsubj
118 de de 119 ADP case
119 correa correa 117 NOUN nmod
120 aponta apontar 26 VERB parataxis
121 como como 122 ADP case
122 beneficiarios beneficiario 120 NOUN nmod
123 de de 124 ADP case
124 propina propina 122 NOUN nmod
125 senadores senador 127 ADJ amod
126 deputados deputado 127 NOUN amod
127 governadores governador 124 NOUN amod
128 exgovernadores exgovernador 127 ADJ amod
129 ministros ministro 127 NOUN appos
130 e e 132 CCONJ cc
131 ate ate 132 ADV advmod
132 integrantes integrantes 129 NOUN conj
133 de de 135 ADP case
134 o o 135 DET det
135 tribunal tribunal 132 NOUN nmod
136 de de 137 ADP case
137 contas conta 135 NOUN nmod
138 de de 140 ADP case
139 a o 140 DET det
140 uniao uniao 135 NOUN nmod
141 pedro pedro 140 NOUN amod
142 revelou revelar 26 VERB conj
143 como como 144 ADV advmod
144 era era 142 VERB ccomp
145 combinada combinado 144 ADJ xcomp
146 a o 147 DET det
147 partilha partilha 144 NOUN nsubj
148 de de 149 ADP case
149 cargos cargo 147 NOUN nmod
150 em em 152 ADP case
151 o o 152 DET det
152 governo governo 147 NOUN nmod
153 de de 155 ADP case
154 o o 155 DET det
155 expresidente expresidente 152 NOUN nmod
156 lula lula 155 ADJ appos
157 e e 158 CCONJ cc
158 confessa confessar 248 VERB conj
159 ter ter 160 AUX aux
160 comprado comprar 158 VERB xcomp
161 votos voto 160 NOUN obj
162 o o 163 DET det
163 expresidente expresidente 160 NOUN nsubj
164 lula lula 163 ADJ appos
165 de de 166 ADP case
166 acordo acordo 170 NOUN nmod
167 com com 169 ADP case
168 o o 169 DET det
169 exdeputado exdeputado 166 NOUN nmod
170 coordenou coordenar 142 VERB ccomp
171 pessoalmente pessoalmente 170 ADV advmod
172 o o 173 DET det
173 esquema esquema 170 NOUN obj
174 de de 175 ADP case
175 corrupcao corrupcao 173 NOUN nmod
176 de de 178 ADP case
177 a o 178 DET det
178 petrobras petrobra 173 NOUN nmod
179 desde desde 181 ADP case
180 a o 181 DET det
181 indicacao indicacao 38 NOUN nmod
182 de de 184 ADP case
183 os o 184 DET det
184 diretores diretor 181 NOUN nmod
185 corruptos corrupto 184 ADJ amod
186 de de 188 ADP case
187 a o 188 DET det
188 estatal estatal 184 NOUN nmod
189 ate ate 190 ADP case
190 divisao divisao 38 NOUN nmod
191 de de 193 ADP case
192 o o 193 DET det
193 dinheiro dinheiro 190 NOUN nmod
194 desviado desviar 193 VERB acl
195 entre entre 197 ADP case
196 os o 197 DET det
197 politicos politico 194 NOUN nmod
198 e e 200 CCONJ cc
199 os o 200 DET det
200 partidos partido 197 NOUN conj
201 ele ele 202 PRON nsubj
202 conta contar 26 VERB conj
203 que que 205 CCONJ mark
204 lula lula 205 NOUN nsubj
205 tratou tratar 202 VERB ccomp
206 com com 208 ADP case
207 os o 208 DET det
208 caciques cacique 205 NOUN nmod
209 de de 211 ADP case
210 o o 211 DET det
211 pp pp 208 NOUN nmod
212 sobre sobre 214 ADP case
213 a o 214 DET det
214 farra farra 205 NOUN nmod
215 em em 217 ADP case
216 os o 217 DET det
217 contratos contrato 205 NOUN nmod
218 de de 220 ADP case
219 a o 220 DET det
220 diretoria diretoria 217 NOUN nmod
221 de de 222 ADP case
222 abastecimento abastecimento 220 NOUN nmod
223 de de 225 ADP case
224 a o 225 DET det
225 petrobras petrobra 222 NOUN nmod
226 comandada comandar 220 VERB acl
227 por por 228 ADP case
228 paulo paulo 226 NOUN nmod
229 roberto roberto 228 NOUN flat
230 costa costa 228 NOUN flat
231 um um 170 PRON nsubj
232 de de 234 ADP case
233 os o 234 DET det
234 episodios episodio 231 NOUN nmod
235 mais mais 236 ADV advmod
236 representativos representativo 234 ADJ amod
237 segundo segundo 239 ADP case
238 o o 239 DET det
239 correa correa 332 NOUN nmod
240 se se 241 PRON expl:pv
241 deu dar 26 VERB parataxis
242 quando quando 144 CCONJ mark
243 parlamentares parlamentar 248 NOUN nsubj
244 de de 246 ADP case
245 o o 246 DET det
246 pp pp 243 NOUN nmod
247 se se 248 PRON obj
248 rebelaram rebelar 241 VERB advcl
249 contra contra 251 ADP case
250 o o 251 DET det
251 avanco avanco 248 NOUN nmod
252 de de 254 ADP case
253 o o 254 DET det
254 pmdb pmdb 251 NOUN nmod
255 em em 257 ADP case
256 os o 257 DET det
257 contratos contrato 251 NOUN nmod
258 de de 260 ADP case
259 a o 260 DET det
260 diretoria diretoria 257 NOUN nmod
261 de de 262 ADP case
262 paulo paulo 260 NOUN nmod
263 roberto roberto 262 NOUN flat
264 costa costa 262 NOUN flat
265 um um 266 DET det
266 grupo grupo 170 NOUN nsubj
267 de de 268 ADP case
268 politicos politico 266 NOUN nmod
269 foi foi 170 VERB parataxis
270 a a 272 ADP case
271 o o 272 DET det
272 planalto planalto 269 NOUN nmod
273 reclamar reclamar 269 VERB xcomp
274 com com 275 ADP case
275 lula lula 273 NOUN nmod
276 de de 278 ADP case
277 a o 278 DET det
278 invasao invasao 275 NOUN nmod
279 lula lula 280 ADJ nsubj
280 passou passar 286 VERB ccomp
281 uma um 282 DET det
282 bronca bronca 280 NOUN obj
283 em em 285 ADP case
284 os o 285 DET det
285 deputados deputado 280 NOUN nmod
286 dizendo dizer 205 VERB acl
287 que que 290 CCONJ mark
288 eles eles 290 PRON nsubj
289 ja ja 290 ADV advmod
290 estavam estar 286 VERB ccomp
291 com com 293 ADP case
292 as o 293 DET det
293 burras burra 290 NOUN nmod
294 cheias cheio 293 ADJ amod
295 de de 296 ADP case
296 dinheiro dinheiro 294 NOUN nmod
297 e e 301 CCONJ cc
298 que que 301 CCONJ mark
299 a o 300 DET det
300 diretoria diretoria 301 NOUN nsubj
301 era era 205 VERB conj
302 muito muito 303 ADV advmod
303 grande grande 301 ADJ xcomp
304 e e 307 CCONJ cc
305 tinha ter 307 AUX aux
306 de de 307 ADP mark
307 atender atender 205 VERB conj
308 os o 310 DET det
309 outros outros 310 DET det
310 aliados aliado 307 NOUN obj
311 pois pois 314 CCONJ mark
312 o o 313 DET det
313 orcamento orcamento 314 NOUN nsubj
314 era era 205 VERB advcl
315 muito muito 316 ADV advmod
316 grande grande 314 ADJ xcomp
317 e e 320 CCONJ cc
318 a o 320 DET det
319 diretoria diretoria 320 NOUN nsubj
320 era era 205 VERB conj
321 capaz capaz 320 ADJ xcomp
322 de de 323 ADP mark
323 atender atender 321 VERB nmod
324 todo todo 325 DET det
325 mundo mundo 323 NOUN obj
326 caso caso 332 CCONJ mark
327 as o 328 DET det
328 informacoes informacoe 332 NOUN nsubj:pass
329 de de 330 ADP case
330 correa correa 328 NOUN nmod
331 sejam ser 332 AUX aux:pass
332 legitimadas legitimar 320 VERB advcl
333 por por 335 ADP case
334 os o 335 DET det
335 orgaos orgao 332 NOUN nmod
336 competentes competente 335 ADJ amod
337 o o 338 DET det
338 testemunho testemunho 339 NOUN nsubj
339 confirmara confirmar 241 VERB advcl
340 participacao participacao 339 NOUN obj
341 direta direto 340 ADJ amod
342 de de 343 ADP case
343 lula lula 340 NOUN nmod
344 em em 346 ADP case
345 o o 346 DET det
346 esquema esquema 340 NOUN nmod
347 de de 349 ADP case
348 a o 349 DET det
349 petrobras petrobra 346 NOUN nmod
