# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = complicou novo video cai na internet e mostra o cantor beto barbosa chamando policial de vagabundo beto barbosa foi detido na manha de hoje em fortaleza ce de acordo com informacoes do jornal tribuna do ceara policiais deram voz de prisao algemaram o musico e o encaminharam para a delegacia em um video feito no 2 distrito policial beto demonstra sua indignacao o que foi que eu fiz precisava ter me algemado eu so disse que nao era vagabundo a secretaria de seguranca publica e defesa social do estado se manifestou a pm foi acionada para uma ocorrencia com o cantor ele se desentendeu com o seguranca de um supermercado e ambos foram encaminhados para o 2 dp afim de esclarecer os fatos com tanta gente precisando ser algemada em brasilia beto alega que nao estava se referindo ao policial mas que quis dizer eu nao sou vagabundo pode ser que ele realmente se confundiu na hora do nervosismo mas a cena toda foi filmada assista o video do canal sistema jangadeiro a partir dos 50 segundos atualizado as 2055 hs
1	complicou	complicar	VERB	VERB	_	0	root	_	TokenRange=0:9
137	brasilia	brasilia	NOUN	NOUN	_	135	nmod	_	TokenRange=733:741
138	beto	beto	NOUN	NOUN	_	139	nsubj	_	TokenRange=742:746
139	alega	alegar	VERB	VERB	_	1	parataxis	_	TokenRange=747:752
140	que	que	CCONJ	CONJ	_	144	mark	_	TokenRange=753:756
141	nao	nao	ADV	ADV	Polarity=Neg	144	advmod	_	TokenRange=757:760
142	estava	estar	AUX	AUX	_	144	aux	_	TokenRange=761:767
143	se	_	PRON	PRON	_	144	obj	_	TokenRange=768:770
144	referindo	referir	VERB	VERB	_	139	ccomp	_	TokenRange=771:780
145-146	ao	_	_	_	_	_	_	_	TokenRange=781:783
145	a	a	ADP	ADP	_	147	case	_	_
146	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	147	det	_	_
147	policial	policial	NOUN	NOUN	_	144	nmod	_	TokenRange=784:792
148	mas	mas	CCONJ	CONJ	_	65	cc	_	TokenRange=793:796
149	que	que	CCONJ	CONJ	_	150	mark	_	TokenRange=797:800
150	quis	querer	VERB	VERB	_	65	conj	_	TokenRange=801:805
151	dizer	dizer	VERB	VERB	_	150	xcomp	_	TokenRange=806:811
152	eu	_	PRON	PRON	_	155	nsubj	_	TokenRange=812:814
153	nao	nao	ADV	ADV	Polarity=Neg	155	advmod	_	TokenRange=815:818
154	sou	ser	AUX	AUX	_	155	cop	_	TokenRange=819:822
155	vagabundo	vagabundo	NOUN	NOUN	_	74	xcomp	_	TokenRange=823:832
156	pode	_	AUX	AUX	_	65	aux	_	TokenRange=833:837
157	ser	ser	AUX	AUX	_	65	cop	_	TokenRange=838:841
158	que	que	CCONJ	CONJ	_	162	mark	_	TokenRange=842:845
159	ele	_	PRON	PRON	_	162	nsubj	_	TokenRange=846:849
160	realmente	realmente	ADV	ADV	_	162	advmod	_	TokenRange=850:859
161	se	_	PRON	PRON	_	162	obj	_	TokenRange=860:862
162	confundiu	confundir	VERB	VERB	_	65	ccomp	_	TokenRange=863:872
163-164	na	_	_	_	_	_	_	_	TokenRange=873:875
163	em	em	ADP	ADP	_	165	case	_	_
164	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	165	det	_	_
165	hora	hora	NOUN	NOUN	_	162	nmod	_	TokenRange=876:880
166-167	do	_	_	_	_	_	_	_	TokenRange=881:883
166	de	de	ADP	ADP	_	168	case	_	_
167	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	168	det	_	_
168	nervosismo	nervosismo	NOUN	NOUN	_	165	nmod	_	TokenRange=884:894
169	mas	mas	CCONJ	CONJ	_	174	cc	_	TokenRange=895:898
170	a	o	DET	DET	_	171	det	_	TokenRange=899:900
171	cena	cena	NOUN	NOUN	_	174	nsubj:pass	_	TokenRange=901:905
172	toda	todo	ADJ	ADJ	_	171	amod	_	TokenRange=906:910
173	foi	_	AUX	AUX	_	174	aux:pass	_	TokenRange=911:914
174	filmada	filmar	VERB	VERB	_	162	conj	_	TokenRange=915:922
175	assista	assistir	VERB	VERB	_	80	conj	_	TokenRange=923:930
176	o	o	DET	DET	_	177	det	_	TokenRange=931:932
177	video	video	NOUN	NOUN	_	175	nsubj	_	TokenRange=933:938
178-179	do	_	_	_	_	_	_	_	TokenRange=939:941
178	de	de	ADP	ADP	_	180	case	_	_
179	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	180	det	_	_
180	canal	canal	NOUN	NOUN	_	177	nmod	_	TokenRange=942:947
181	sistema	sistema	NOUN	NOUN	_	180	flat	_	TokenRange=948:955
182	jangadeiro	jangadeiro	ADJ	ADJ	_	180	amod	_	TokenRange=956:966
183	a	_	ADP	ADP	_	184	mark	_	TokenRange=967:968
184	partir	partir	VERB	VERB	_	101	nmod	_	TokenRange=969:975
185-186	dos	_	_	_	_	_	_	_	TokenRange=976:979
185	de	de	ADP	ADP	_	188	case	_	_
186	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	188	det	_	_
187	50	_	NUM	NUM	NumType=Card	188	nummod	_	TokenRange=980:982
188	segundos	segundo	NOUN	NOUN	_	184	nmod	_	TokenRange=983:991
189	atualizado	atualizar	VERB	VERB	_	175	acl	_	TokenRange=992:1002
190	as	_	ADP	ADP	_	192	case	_	TokenRange=1003:1005
191	2055	_	NUM	NUM	NumType=Card	192	nummod	_	TokenRange=1006:1010
192	hs	_	NOUN	NOUN	_	189	nmod	_	TokenRange=1011:1013

