# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = nos avisamos caiu mais um ministro enrolado na lavajato conforme anunciamos no inicio desta tarde o ministro do turismo henrique eduardo alves pediu demissao do governo temer alves pediu demissao do cargo de ministro do turismo agora pouco a confirmacao foi feita pela sip secretaria de imprensa da presidencia da republica que ainda nao informou os motivos da demissao alves foi o terceiro ministro do novo governo a deixar o cargo o primeiro foi o senador romero juca que entregou o cargo de ministro do planejamento em 23/5 fabiano silveira ministro da transparencia citado em audio de sergio machado tambem pediu demissao no dia 30/05 ambos juca e silveira perderam seus cargos porque foram citados em gravacoes produzidas por sergio machado expresidente da transpetro e agora ao que tudo indica henrique tambem se afastou devidos as implicacoes na operacao lavajato
1-2	nos	_	_	_	_	_	_	_	TokenRange=0:3
126	seus	_	DET	DET	_	127	det:poss	_	TokenRange=670:674
127	cargos	cargo	NOUN	NOUN	_	125	obj	_	TokenRange=675:681
128	porque	_	CCONJ	CONJ	_	130	mark	_	TokenRange=682:688
129	foram	_	AUX	AUX	_	130	aux:pass	_	TokenRange=689:694
130	citados	citar	VERB	VERB	_	125	advcl	_	TokenRange=695:702
131	em	em	ADP	ADP	_	132	case	_	TokenRange=703:705
132	gravacoes	_	NOUN	NOUN	_	130	nmod	_	TokenRange=706:715
133	produzidas	produzir	VERB	VERB	_	132	acl	_	TokenRange=716:726
134	por	por	ADP	ADP	_	135	case	_	TokenRange=727:730
135	sergio	_	NOUN	NOUN	_	133	nmod	_	TokenRange=731:737
136	machado	machado	ADJ	NOUN	_	135	flat	_	TokenRange=738:745
137	expresidente	expresidente	NOUN	NOUN	_	135	appos	_	TokenRange=746:758
138-139	da	_	_	_	_	_	_	_	TokenRange=759:761
138	de	de	ADP	ADP	_	140	case	_	_
139	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	140	det	_	_
140	transpetro	transpetro	NOUN	NOUN	_	137	nmod	_	TokenRange=762:772
141	e	e	CCONJ	CONJ	_	151	cc	_	TokenRange=773:774
142	agora	agora	ADV	ADV	_	151	advmod	_	TokenRange=775:780
143-144	ao	_	_	_	_	_	_	_	TokenRange=781:783
143	a	a	ADP	ADP	_	145	case	_	_
144	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	145	det	_	_
145	que	_	PRON	PRON	_	147	obj	_	TokenRange=784:787
146	tudo	_	PRON	PRON	_	147	nsubj	_	TokenRange=788:792
147	indica	indicar	VERB	VERB	_	151	advcl	_	TokenRange=793:799
148	henrique	henrique	PROPN	PNOUN	_	151	nsubj	_	TokenRange=800:808
149	tambem	tambem	ADV	ADV	_	151	advmod	_	TokenRange=809:815
150	se	_	PRON	PRON	_	151	obj	_	TokenRange=816:818
151	afastou	afastar	VERB	VERB	_	49	conj	_	TokenRange=819:826
152	devidos	dever	VERB	VERB	_	154	case	_	TokenRange=827:834
153	as	_	ADP	ADP	_	152	fixed	_	TokenRange=835:837
154	implicacoes	implicacoe	NOUN	NOUN	_	151	nmod	_	TokenRange=838:849
155-156	na	_	_	_	_	_	_	_	TokenRange=850:852
155	em	em	ADP	ADP	_	157	case	_	_
156	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	157	det	_	_
157	operacao	operacao	NOUN	NOUN	_	154	nmod	_	TokenRange=853:861
158	lavajato	lavajato	NOUN	NOUN	_	157	flat	_	TokenRange=862:870

