# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = hartung demite autoras da piada sobre o dia do jornalista duas jornalistas engracadinhas humilharam os jornalistas capixabas no dia do jornalista com postagem pretensamente engracada e ganharam como premio a demissao por justa causa no mesmo dia da publicacao o governo do espirito santo demitiu as duas jornalistas responsaveis pela publicacao de uma homenagem ao dia do jornalista a postagem nas redes sociais do governo colocava jornalistas sendo representados por um macaco perturbado na frente de um notebook a mensagem hoje e o dia do batedor de release parabens amigos jornalistas rendeu criticas e por volta das 11h40 foi apagada o sindicato dos jornalistas profissionais no estado do espirito santo sindijornalistases e a federacao nacional dos jornalistas fenaj lamentam e repudiam a atitude do governo estadual que com a postagem ignora toda a formacao etica e social dos profissionais responsaveis por levar informacao de qualidade a sociedade a postagem teve o repudio de muitos jornalistas e cidadaos indignados com a mensagem do governo do estado ao dia do jornalista o sindicato diz que ao contrario de valorizar a profissao menosprezou toda capacidade dos profissionais na realizacao de suas atividades o sindicato finaliza pedindo que o governo se retrate o governo do estado foi procurado pelo g1 para explicar a mensagem e em nota pediu desculpas a categoria segue a integra do posicionamento da superintendente de estado de comunicacao andreia lopes peco desculpas publicamente em nome da superintendencia estadual de comunicacao e do governo do espirito santo pelo post absurdo publicado em nossas redes sociais em referencia ao dia do jornalista na manha desta sextafeira 07 eu e minha equipe tambem nos sentimos ofendidos com essa publicacao que nao nos representa nao representa a classe jornalistica e o respeito que cada um dos profissionais merece como jornalista ha 19 anos profissao a qual me dedico com muito orgulho eu tambem me sinto envergonhada e indignada com o desastre da abordagem num dia tao especial para todos nos nada justifica estava justamente reunida com nossos jornalistas que integram a rede de comunicacao do governo quando fui surpreendida com a noticia da publicacao pedi imediatamente para que o post fosse retirado do ar mas como sei que isso nao basta fiz questao de pessoalmente me retratar publicamente com os colegas de profissao que tem todo o respeito e admiracao pelo trabalho diario que desempenham esse post definitivamente tambem nao reflete o sentimento do governo do espirito santo os jornalistas sao profissionais essenciais para a democracia sao os olhos e a voz da sociedade sao motivo de orgulho e nao de brincadeiras que nao tem nenhum tipo de explicacao aceitavel para que tenham sido feitas
1	hartung	hartung	NOUN	NOUN	_	2	nsubj	_	TokenRange=0:7
63	a	a	ADP	ADP	_	65	case	_	_
64	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	65	det	_	_
65	dia	dia	NOUN	NOUN	_	62	nmod	_	TokenRange=365:368
66-67	do	_	_	_	_	_	_	_	TokenRange=369:371
66	de	de	ADP	ADP	_	68	case	_	_
67	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	68	det	_	_
68	jornalista	jornalista	NOUN	NOUN	_	65	nmod	_	TokenRange=372:382
69	a	o	DET	DET	_	70	det	_	TokenRange=383:384
70	postagem	postagem	NOUN	NOUN	_	78	nsubj	_	TokenRange=385:393
71-72	nas	_	_	_	_	_	_	_	TokenRange=394:397
71	em	em	ADP	ADP	_	73	case	_	_
72	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	73	det	_	_
73	redes	rede	NOUN	NOUN	_	70	nmod	_	TokenRange=398:403
74	sociais	social	ADJ	ADJ	_	73	amod	_	TokenRange=404:411
75-76	do	_	_	_	_	_	_	_	TokenRange=412:414
75	de	de	ADP	ADP	_	77	case	_	_
76	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	77	det	_	_
77	governo	governo	NOUN	NOUN	_	73	nmod	_	TokenRange=415:422
78	colocava	colocar	VERB	VERB	_	197	ccomp	_	TokenRange=423:431
79	jornalistas	jornalista	NOUN	NOUN	_	78	obj	_	TokenRange=432:443
80	sendo	ser	AUX	AUX	_	81	aux:pass	_	TokenRange=444:449
81	representados	representar	VERB	VERB	_	79	acl	_	TokenRange=450:463
82	por	por	ADP	ADP	_	84	case	_	TokenRange=464:467
83	um	um	DET	DET	_	84	det	_	TokenRange=468:470
84	macaco	macaco	NOUN	NOUN	_	81	nmod	_	TokenRange=471:477
85	perturbado	perturbado	ADJ	ADJ	_	84	amod	_	TokenRange=478:488
86-87	na	_	_	_	_	_	_	_	TokenRange=489:491
86	em	em	ADP	ADP	_	88	case	_	_
87	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	88	det	_	_
88	frente	frente	NOUN	NOUN	_	81	nmod	_	TokenRange=492:498
89	de	de	ADP	ADP	_	91	case	_	TokenRange=499:501
90	um	um	DET	DET	_	91	det	_	TokenRange=502:504
91	notebook	_	NOUN	NOUN	_	88	nmod	_	TokenRange=505:513
92	a	o	DET	DET	_	93	det	_	TokenRange=514:515
93	mensagem	mensagem	NOUN	NOUN	_	206	nsubj	_	TokenRange=516:524
94	hoje	hoje	ADV	ADV	_	93	advmod	_	TokenRange=525:529
95	e	e	CCONJ	CONJ	_	97	cc	_	TokenRange=530:531
96	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	97	det	_	TokenRange=532:533
97	dia	dia	NOUN	NOUN	_	94	conj	_	TokenRange=534:537
98-99	do	_	_	_	_	_	_	_	TokenRange=538:540
98	de	de	ADP	ADP	_	100	case	_	_
99	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	100	det	_	_
100	batedor	batedor	NOUN	NOUN	_	97	nmod	_	TokenRange=541:548
101	de	de	ADP	ADP	_	102	case	_	TokenRange=549:551
102	release	release	NOUN	NOUN	_	100	nmod	_	TokenRange=552:559
103	parabens	parabem	ADJ	ADJ	_	261	appos	_	TokenRange=560:568
104	amigos	amigo	NOUN	NOUN	_	261	appos	_	TokenRange=569:575
105	jornalistas	jornalista	NOUN	NOUN	_	261	flat	_	TokenRange=576:587
106	rendeu	render	VERB	VERB	_	2	parataxis	_	TokenRange=588:594
107	criticas	_	NOUN	NOUN	_	106	obj	_	TokenRange=595:603
108	e	e	CCONJ	CONJ	_	138	cc	_	TokenRange=604:605
109	por	por	ADP	ADP	_	110	case	_	TokenRange=606:609
110	volta	volta	NOUN	NOUN	_	78	nmod	_	TokenRange=610:615
111-112	das	_	_	_	_	_	_	_	TokenRange=616:619
111	de	de	ADP	ADP	_	113	case	_	_
112	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	113	det	_	_
113	11h40	_	NUM	NUM	NumType=Card	110	nmod	_	TokenRange=620:625
114	foi	_	AUX	AUX	_	115	aux:pass	_	TokenRange=626:629
115	apagada	apagar	VERB	VERB	_	2	conj	_	TokenRange=630:637
116	o	o	DET	DET	_	117	det	_	TokenRange=638:639
117	sindicato	sindicato	NOUN	NOUN	_	52	nsubj	_	TokenRange=640:649
118-119	dos	_	_	_	_	_	_	_	TokenRange=650:653
118	de	de	ADP	ADP	_	120	case	_	_
119	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	120	det	_	_
120	jornalistas	jornalista	NOUN	NOUN	_	117	nmod	_	TokenRange=654:665
121	profissionais	profissional	ADJ	ADJ	_	120	amod	_	TokenRange=666:679
122-123	no	_	_	_	_	_	_	_	TokenRange=680:682
122	em	em	ADP	ADP	_	124	case	_	_
123	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	124	det	_	_
124	estado	estado	NOUN	NOUN	_	421	nmod	_	TokenRange=683:689
125-126	do	_	_	_	_	_	_	_	TokenRange=690:692
125	de	de	ADP	ADP	_	127	case	_	_
126	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	127	det	_	_
127	espirito	espirito	NOUN	NOUN	_	124	nmod	_	TokenRange=693:701
128	santo	santo	ADJ	ADJ	_	127	amod	_	TokenRange=702:707
129	sindijornalistases	_	NOUN	NOUN	_	206	nsubj	_	TokenRange=708:726
130	e	e	CCONJ	CONJ	_	132	cc	_	TokenRange=727:728
131	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	132	det	_	TokenRange=729:730
132	federacao	federacao	NOUN	NOUN	_	129	conj	_	TokenRange=731:740
133	nacional	nacional	ADJ	ADJ	_	132	amod	_	TokenRange=741:749
134-135	dos	_	_	_	_	_	_	_	TokenRange=750:753
134	de	de	ADP	ADP	_	136	case	_	_
135	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	136	det	_	_
136	jornalistas	jornalista	NOUN	NOUN	_	132	nmod	_	TokenRange=754:765
137	fenaj	_	ADJ	ADJ	_	136	amod	_	TokenRange=766:771
138	lamentam	lamentar	VERB	VERB	_	197	ccomp	_	TokenRange=772:780
139	e	e	CCONJ	CONJ	_	140	cc	_	TokenRange=781:782
140	repudiam	repudiar	VERB	VERB	_	138	conj	_	TokenRange=783:791
141	a	o	DET	DET	_	142	det	_	TokenRange=792:793
142	atitude	atitude	NOUN	NOUN	_	140	obj	_	TokenRange=794:801
143-144	do	_	_	_	_	_	_	_	TokenRange=802:804
143	de	de	ADP	ADP	_	145	case	_	_
144	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	145	det	_	_
145	governo	governo	NOUN	NOUN	_	142	nmod	_	TokenRange=805:812
146	estadual	estadual	ADJ	ADJ	_	145	amod	_	TokenRange=813:821
147	que	que	CCONJ	CONJ	_	233	mark	_	TokenRange=822:825
148	com	com	ADP	ADP	_	150	case	_	TokenRange=826:829
149	a	o	DET	DET	_	150	det	_	TokenRange=830:831
150	postagem	postagem	NOUN	NOUN	_	336	nmod	_	TokenRange=832:840
151	ignora	ignorar	VERB	VERB	_	78	ccomp	_	TokenRange=841:847
152	toda	_	DET	DET	_	154	det	_	TokenRange=848:852
153	a	o	DET	DET	_	154	det	_	TokenRange=853:854
154	formacao	formacao	NOUN	NOUN	_	151	obj	_	TokenRange=855:863
155	etica	etico	ADJ	ADJ	_	154	amod	_	TokenRange=864:869
156	e	e	CCONJ	CONJ	_	157	cc	_	TokenRange=870:871
157	social	social	ADJ	ADJ	_	155	conj	_	TokenRange=872:878
158-159	dos	_	_	_	_	_	_	_	TokenRange=879:882
158	de	de	ADP	ADP	_	160	case	_	_
159	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	160	det	_	_
160	profissionais	profissional	NOUN	NOUN	_	154	nmod	_	TokenRange=883:896
161	responsaveis	responsavel	ADJ	ADJ	_	160	amod	_	TokenRange=897:909
162	por	_	ADP	ADP	_	163	mark	_	TokenRange=910:913
163	levar	levar	VERB	VERB	_	161	nmod	_	TokenRange=914:919
164	informacao	informacao	NOUN	NOUN	_	163	obj	_	TokenRange=920:930
165	de	de	ADP	ADP	_	166	case	_	TokenRange=931:933
166	qualidade	qualidade	NOUN	NOUN	_	164	nmod	_	TokenRange=934:943
167	a	_	ADP	ADP	_	168	case	_	TokenRange=944:945
168	sociedade	sociedade	NOUN	NOUN	_	493	nmod	_	TokenRange=946:955
169	a	o	DET	DET	_	170	det	_	TokenRange=956:957
170	postagem	postagem	NOUN	NOUN	_	171	nsubj	_	TokenRange=958:966
171	teve	ter	VERB	VERB	_	197	ccomp	_	TokenRange=967:971
172	o	o	DET	DET	_	173	det	_	TokenRange=972:973
173	repudio	repudio	NOUN	NOUN	_	171	obj	_	TokenRange=974:981
174	de	de	ADP	ADP	_	176	case	_	TokenRange=982:984
175	muitos	_	DET	DET	_	176	det	_	TokenRange=985:991
176	jornalistas	jornalista	NOUN	NOUN	_	173	nmod	_	TokenRange=992:1003
177	e	e	CCONJ	CONJ	_	178	cc	_	TokenRange=1004:1005
178	cidadaos	cidadao	NOUN	NOUN	_	176	conj	_	TokenRange=1006:1014
179	indignados	indignado	ADJ	ADJ	_	176	amod	_	TokenRange=1015:1025
180	com	com	ADP	ADP	_	182	case	_	TokenRange=1026:1029
181	a	o	DET	DET	_	182	det	_	TokenRange=1030:1031
182	mensagem	mensagem	NOUN	NOUN	_	179	nmod	_	TokenRange=1032:1040
183-184	do	_	_	_	_	_	_	_	TokenRange=1041:1043
183	de	de	ADP	ADP	_	185	case	_	_
184	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	185	det	_	_
185	governo	governo	NOUN	NOUN	_	182	nmod	_	TokenRange=1044:1051
186-187	do	_	_	_	_	_	_	_	TokenRange=1052:1054
186	de	de	ADP	ADP	_	188	case	_	_
187	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	188	det	_	_
188	estado	estado	NOUN	NOUN	_	185	nmod	_	TokenRange=1055:1061
189-190	ao	_	_	_	_	_	_	_	TokenRange=1062:1064
189	a	a	ADP	ADP	_	191	case	_	_
190	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	191	det	_	_
191	dia	dia	NOUN	NOUN	_	182	nmod	_	TokenRange=1065:1068
192-193	do	_	_	_	_	_	_	_	TokenRange=1069:1071
192	de	de	ADP	ADP	_	194	case	_	_
193	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	194	det	_	_
194	jornalista	jornalista	NOUN	NOUN	_	191	nmod	_	TokenRange=1072:1082
195	o	o	DET	DET	_	196	det	_	TokenRange=1083:1084
196	sindicato	sindicato	NOUN	NOUN	_	52	nsubj	_	TokenRange=1085:1094
197	diz	dizer	VERB	VERB	_	52	parataxis	_	TokenRange=1095:1098
198	que	que	CCONJ	CONJ	_	78	mark	_	TokenRange=1099:1102
199-200	ao	_	_	_	_	_	_	_	TokenRange=1103:1105
199	a	a	ADP	ADP	_	201	case	_	_
200	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	201	det	_	_
201	contrario	contrario	NOUN	NOUN	_	78	nmod	_	TokenRange=1106:1115
202	de	_	ADP	ADP	_	203	mark	_	TokenRange=1116:1118
203	valorizar	valorizar	VERB	VERB	_	201	nmod	_	TokenRange=1119:1128
204	a	o	DET	DET	_	205	det	_	TokenRange=1129:1130
205	profissao	profissao	NOUN	NOUN	_	203	obj	_	TokenRange=1131:1140
206	menosprezou	menosprezar	VERB	VERB	_	221	ccomp	_	TokenRange=1141:1152
207	toda	_	DET	DET	_	208	det	_	TokenRange=1153:1157
208	capacidade	capacidade	NOUN	NOUN	_	206	obj	_	TokenRange=1158:1168
209-210	dos	_	_	_	_	_	_	_	TokenRange=1169:1172
209	de	de	ADP	ADP	_	211	case	_	_
210	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	211	det	_	_
211	profissionais	profissional	NOUN	NOUN	_	208	nmod	_	TokenRange=1173:1186
212-213	na	_	_	_	_	_	_	_	TokenRange=1187:1189
212	em	em	ADP	ADP	_	214	case	_	_
213	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	214	det	_	_
214	realizacao	realizacao	NOUN	NOUN	_	208	nmod	_	TokenRange=1190:1200
215	de	de	ADP	ADP	_	217	case	_	TokenRange=1201:1203
216	suas	_	DET	DET	_	217	det:poss	_	TokenRange=1204:1208
217	atividades	atividade	NOUN	NOUN	_	214	nmod	_	TokenRange=1209:1219
218	o	o	DET	DET	_	219	det	_	TokenRange=1220:1221
219	sindicato	sindicato	NOUN	NOUN	_	52	nsubj	_	TokenRange=1222:1231
220	finaliza	finalizar	VERB	VERB	_	197	ccomp	_	TokenRange=1232:1240
221	pedindo	pedir	VERB	VERB	_	52	acl	_	TokenRange=1241:1248
222	que	que	CCONJ	CONJ	_	226	mark	_	TokenRange=1249:1252
223	o	o	DET	DET	_	224	det	_	TokenRange=1253:1254
224	governo	governo	NOUN	NOUN	_	226	nsubj	_	TokenRange=1255:1262
225	se	_	PRON	PRON	_	226	expl:pv	_	TokenRange=1263:1265
226	retrate	retratar	VERB	VERB	_	221	ccomp	_	TokenRange=1266:1273
227	o	o	DET	DET	_	228	det	_	TokenRange=1274:1275
228	governo	governo	NOUN	NOUN	_	233	nsubj:pass	_	TokenRange=1276:1283
229-230	do	_	_	_	_	_	_	_	TokenRange=1284:1286
229	de	de	ADP	ADP	_	231	case	_	_
230	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	231	det	_	_
231	estado	estado	NOUN	NOUN	_	228	nmod	_	TokenRange=1287:1293
232	foi	_	AUX	AUX	_	233	aux:pass	_	TokenRange=1294:1297
233	procurado	procurar	VERB	VERB	_	221	ccomp	_	TokenRange=1298:1307
234-235	pelo	_	_	_	_	_	_	_	TokenRange=1308:1312
234	por	por	ADP	ADP	_	236	case	_	_
235	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	236	det	_	_
236	g1	_	NOUN	NOUN	_	233	nmod	_	TokenRange=1313:1315
237	para	_	ADP	ADP	_	238	mark	_	TokenRange=1316:1320
238	explicar	explicar	VERB	VERB	_	233	advcl	_	TokenRange=1321:1329
239	a	o	DET	DET	_	240	det	_	TokenRange=1330:1331
240	mensagem	mensagem	NOUN	NOUN	_	238	obj	_	TokenRange=1332:1340
241	e	e	CCONJ	CONJ	_	244	cc	_	TokenRange=1341:1342
242	em	em	ADP	ADP	_	243	case	_	TokenRange=1343:1345
243	nota	nota	NOUN	NOUN	_	244	nmod	_	TokenRange=1346:1350
244	pediu	pedir	VERB	VERB	_	78	conj	_	TokenRange=1351:1356
245	desculpas	desculpa	NOUN	NOUN	_	244	obj	_	TokenRange=1357:1366
246	a	o	DET	DET	_	247	det	_	TokenRange=1367:1368
247	categoria	categoria	NOUN	NOUN	_	248	nsubj	_	TokenRange=1369:1378
248	segue	_	VERB	VERB	_	221	ccomp	_	TokenRange=1379:1384
249	a	o	DET	DET	_	250	det	_	TokenRange=1385:1386
250	integra	integra	NOUN	NOUN	_	248	obj	_	TokenRange=1387:1394
251-252	do	_	_	_	_	_	_	_	TokenRange=1395:1397
251	de	de	ADP	ADP	_	253	case	_	_
252	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	253	det	_	_
253	posicionamento	posicionamento	NOUN	NOUN	_	250	nmod	_	TokenRange=1398:1412
254-255	da	_	_	_	_	_	_	_	TokenRange=1413:1415
254	de	de	ADP	ADP	_	256	case	_	_
255	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	256	det	_	_
256	superintendente	superintendente	NOUN	NOUN	_	253	nmod	_	TokenRange=1416:1431
257	de	de	ADP	ADP	_	258	case	_	TokenRange=1432:1434
258	estado	estado	NOUN	NOUN	_	256	nmod	_	TokenRange=1435:1441
259	de	de	ADP	ADP	_	260	case	_	TokenRange=1442:1444
260	comunicacao	comunicacao	NOUN	NOUN	_	258	nmod	_	TokenRange=1445:1456
261	andreia	andreio	NOUN	NOUN	_	256	appos	_	TokenRange=1457:1464
262	lopes	lopes	NOUN	NOUN	_	261	flat	_	TokenRange=1465:1470
263	peco	_	ADJ	ADJ	_	261	amod	_	TokenRange=1471:1475
264	desculpas	desculpa	NOUN	NOUN	_	248	nsubj	_	TokenRange=1476:1485
265	publicamente	publicamente	ADV	ADV	_	267	advmod	_	TokenRange=1486:1498
266	em	em	ADP	ADP	_	267	case	_	TokenRange=1499:1501
267	nome	nome	NOUN	NOUN	_	264	nmod	_	TokenRange=1502:1506
268-269	da	_	_	_	_	_	_	_	TokenRange=1507:1509
268	de	de	ADP	ADP	_	270	case	_	_
269	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	270	det	_	_
270	superintendencia	superintendencia	NOUN	NOUN	_	267	nmod	_	TokenRange=1510:1526
271	estadual	estadual	ADJ	ADJ	_	270	amod	_	TokenRange=1527:1535
272	de	de	ADP	ADP	_	273	case	_	TokenRange=1536:1538
273	comunicacao	comunicacao	NOUN	NOUN	_	270	nmod	_	TokenRange=1539:1550
274	e	e	CCONJ	CONJ	_	277	cc	_	TokenRange=1551:1552
275-276	do	_	_	_	_	_	_	_	TokenRange=1553:1555
275	de	de	ADP	ADP	_	277	case	_	_
276	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	277	det	_	_
277	governo	governo	NOUN	NOUN	_	270	conj	_	TokenRange=1556:1563
278-279	do	_	_	_	_	_	_	_	TokenRange=1564:1566
278	de	de	ADP	ADP	_	280	case	_	_
279	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	280	det	_	_
280	espirito	espirito	NOUN	NOUN	_	277	nmod	_	TokenRange=1567:1575
