# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na surdina renan pode estar articulando mudancas na lei de delacao premiada ha cerca de 1 mes a folha/sp divulgou uma conversa gravada entre o expresidente da transpetro sergio machado renan calheiros ambos dialogavam sobre uma possivel mudanca na lei da delacao premiada preso nao pode fazer delacao premiada disse renan no audio porque renan quer mudar a lei de delacao premiada receio de que ele e a elite do pmdb possam ser desmascarados a qualquer momento o senador tambem sugeriu negociar com membros da suprema corte stf a transicao de dilma rousseff a folha nao informou a data que a conversa foi gravada porem sergio machado disse que comecou a fazer as gravacoes a partir em marco/2016 renan se defendeu atraves de nota dizendo que dialogos nao revelam nao indicam nem sugerem qualquer mencao ou tentativa de interferir na lava jato ou solucoes anomalas e nao seria o caso porque nada vai interferir nas investigacoes
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
31	transpetro	transpetro	NOUN	NOUN	_	28	nmod	_	TokenRange=159:169
32	sergio	sergio	NOUN	NOUN	_	28	appos	_	TokenRange=170:176
33	machado	machado	NOUN	NOUN	_	32	flat	_	TokenRange=177:184
34	renan	_	NOUN	NOUN	_	28	appos	_	TokenRange=185:190
35	calheiros	calheiro	NOUN	NOUN	_	34	flat	_	TokenRange=191:200
36	ambos	_	PRON	PRON	_	37	nsubj	_	TokenRange=201:206
37	dialogavam	dialogar	VERB	VERB	_	28	acl:relcl	_	TokenRange=207:217
38	sobre	_	ADP	ADP	_	41	case	_	TokenRange=218:223
39	uma	um	DET	DET	_	41	det	_	TokenRange=224:227
40	possivel	possivel	ADJ	ADJ	_	41	amod	_	TokenRange=228:236
41	mudanca	mudanca	NOUN	NOUN	_	37	nmod	_	TokenRange=237:244
42-43	na	_	_	_	_	_	_	_	TokenRange=245:247
42	em	em	ADP	ADP	_	44	case	_	_
43	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
44	lei	lei	NOUN	NOUN	_	41	nmod	_	TokenRange=248:251
45-46	da	_	_	_	_	_	_	_	TokenRange=252:254
45	de	de	ADP	ADP	_	47	case	_	_
46	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	47	det	_	_
47	delacao	delacao	NOUN	NOUN	_	44	nmod	_	TokenRange=255:262
48	premiada	premiado	ADJ	ADJ	_	47	amod	_	TokenRange=263:271
49	preso	_	NOUN	NOUN	_	47	amod	_	TokenRange=272:277
50	nao	nao	ADV	ADV	Polarity=Neg	52	advmod	_	TokenRange=278:281
51	pode	_	AUX	AUX	_	52	aux	_	TokenRange=282:286
52	fazer	fazer	VERB	VERB	_	37	conj	_	TokenRange=287:292
53	delacao	delacao	NOUN	NOUN	_	52	obj	_	TokenRange=293:300
54	premiada	premiado	ADJ	ADJ	_	53	amod	_	TokenRange=301:309
55	disse	dizer	VERB	VERB	_	7	parataxis	_	TokenRange=310:315
56	renan	renan	NOUN	NOUN	_	55	nsubj	_	TokenRange=316:321
57-58	no	_	_	_	_	_	_	_	TokenRange=322:324
57	em	em	ADP	ADP	_	59	case	_	_
58	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	59	det	_	_
59	audio	audio	NOUN	NOUN	_	55	nmod	_	TokenRange=325:330
60	porque	_	CCONJ	CONJ	_	62	mark	_	TokenRange=331:337
61	renan	_	PROPN	PNOUN	_	62	nsubj	_	TokenRange=338:343
62	quer	querer	VERB	VERB	_	129	advcl	_	TokenRange=344:348
63	mudar	mudar	VERB	VERB	_	62	xcomp	_	TokenRange=349:354
64	a	o	DET	DET	_	65	det	_	TokenRange=355:356
65	lei	lei	NOUN	NOUN	_	63	obj	_	TokenRange=357:360
66	de	de	ADP	ADP	_	67	case	_	TokenRange=361:363
67	delacao	delacao	NOUN	NOUN	_	65	nmod	_	TokenRange=364:371
68	premiada	premiado	ADJ	ADJ	_	67	amod	_	TokenRange=372:380
69	receio	receio	NOUN	NOUN	_	63	obj	_	TokenRange=381:387
70	de	_	ADP	ADP	_	81	mark	_	TokenRange=388:390
71	que	que	CCONJ	CONJ	_	81	mark	_	TokenRange=391:394
72	ele	_	PRON	PRON	_	163	nsubj	_	TokenRange=395:398
73	e	e	CCONJ	CONJ	_	75	cc	_	TokenRange=399:400
74	a	o	DET	DET	_	75	det	_	TokenRange=401:402
75	elite	elite	NOUN	NOUN	_	72	conj	_	TokenRange=403:408
76-77	do	_	_	_	_	_	_	_	TokenRange=409:411
76	de	de	ADP	ADP	_	78	case	_	_
77	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	78	det	_	_
78	pmdb	pmdb	NOUN	NOUN	_	75	nmod	_	TokenRange=412:416
79	possam	_	AUX	AUX	_	81	aux	_	TokenRange=417:423
80	ser	ser	AUX	AUX	_	81	aux:pass	_	TokenRange=424:427
81	desmascarados	desmascarar	VERB	VERB	_	69	nmod	_	TokenRange=428:441
82	a	_	ADP	ADP	_	84	case	_	TokenRange=442:443
83	qualquer	_	DET	DET	_	84	det	_	TokenRange=444:452
84	momento	momento	NOUN	NOUN	_	81	nmod	_	TokenRange=453:460
85	o	o	DET	DET	_	86	det	_	TokenRange=461:462
86	senador	senador	NOUN	NOUN	_	163	nsubj	_	TokenRange=463:470
87	tambem	tambem	ADV	ADV	_	88	advmod	_	TokenRange=471:477
88	sugeriu	sugerir	VERB	VERB	_	55	ccomp	_	TokenRange=478:485
89	negociar	negociar	VERB	VERB	_	88	xcomp	_	TokenRange=486:494
90	com	com	ADP	ADP	_	91	case	_	TokenRange=495:498
91	membros	membro	NOUN	NOUN	_	89	nmod	_	TokenRange=499:506
92-93	da	_	_	_	_	_	_	_	TokenRange=507:509
92	de	de	ADP	ADP	_	95	case	_	_
93	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	95	det	_	_
94	suprema	supremo	ADJ	ADJ	_	95	amod	_	TokenRange=510:517
95	corte	corte	NOUN	NOUN	_	91	nmod	_	TokenRange=518:523
96	stf	_	NOUN	NOUN	_	95	flat	_	TokenRange=524:527
97	a	o	DET	DET	_	98	det	_	TokenRange=528:529
98	transicao	transicao	NOUN	NOUN	_	89	obj	_	TokenRange=530:539
99	de	de	ADP	ADP	_	100	case	_	TokenRange=540:542
100	dilma	dilma	NOUN	NOUN	_	98	nmod	_	TokenRange=543:548
101	rousseff	rousseff	NOUN	NOUN	_	100	flat	_	TokenRange=549:557
102	a	o	DET	DET	_	103	det	_	TokenRange=558:559
103	folha	folha	NOUN	NOUN	_	95	appos	_	TokenRange=560:565
104	nao	nao	ADV	ADV	Polarity=Neg	105	advmod	_	TokenRange=566:569
105	informou	informar	VERB	VERB	_	133	conj	_	TokenRange=570:578
106	a	o	DET	DET	_	107	det	_	TokenRange=579:580
107	data	data	NOUN	NOUN	_	105	obj	_	TokenRange=581:585
108	que	_	PRON	PRON	_	112	mark	_	TokenRange=586:589
109	a	o	DET	DET	_	110	det	_	TokenRange=590:591
110	conversa	_	NOUN	NOUN	_	112	nsubj:pass	_	TokenRange=592:600
111	foi	_	AUX	AUX	_	112	aux:pass	_	TokenRange=601:604
112	gravada	gravar	VERB	VERB	_	107	acl:relcl	_	TokenRange=605:612
113	porem	_	CCONJ	CONJ	_	116	mark	_	TokenRange=613:618
114	sergio	_	PROPN	PNOUN	_	37	nsubj	_	TokenRange=619:625
115	machado	_	PROPN	PNOUN	_	114	flat	_	TokenRange=626:633
116	disse	dizer	VERB	VERB	_	7	conj	_	TokenRange=634:639
117	que	que	CCONJ	CONJ	_	120	mark	_	TokenRange=640:643
118	comecou	comecar	AUX	AUX	_	120	aux	_	TokenRange=644:651
119	a	_	ADP	ADP	_	120	mark	_	TokenRange=652:653
120	fazer	fazer	VERB	VERB	_	116	ccomp	_	TokenRange=654:659
121	as	o	DET	DET	_	122	det	_	TokenRange=660:662
122	gravacoes	_	NOUN	NOUN	_	120	obj	_	TokenRange=663:672
123	a	_	ADP	ADP	_	124	mark	_	TokenRange=673:674
124	partir	partir	VERB	VERB	_	120	nmod	_	TokenRange=675:681
125	em	em	ADP	ADP	_	126	case	_	TokenRange=682:684
126	marco/2016	_	NUM	NUM	NumType=Card	124	nmod	_	TokenRange=685:695
127	renan	_	NOUN	NOUN	_	129	nsubj	_	TokenRange=696:701
128	se	_	PRON	PRON	_	129	obj	_	TokenRange=702:704
129	defendeu	defender	VERB	VERB	_	55	ccomp	_	TokenRange=705:713
130	atraves	atraves	ADV	ADV	_	129	advmod	_	TokenRange=714:721
131	de	de	ADP	ADP	_	132	case	_	TokenRange=722:724
132	nota	nota	NOUN	NOUN	_	130	nmod	_	TokenRange=725:729
133	dizendo	dizer	VERB	VERB	_	129	acl	_	TokenRange=730:737
134	que	que	CCONJ	CONJ	_	137	mark	_	TokenRange=738:741
135	dialogos	dialogo	NOUN	NOUN	_	137	nsubj	_	TokenRange=742:750
136	nao	nao	ADV	ADV	Polarity=Neg	137	advmod	_	TokenRange=751:754
137	revelam	revelar	VERB	VERB	_	133	ccomp	_	TokenRange=755:762
138	nao	nao	ADV	ADV	Polarity=Neg	139	advmod	_	TokenRange=763:766
139	indicam	indicar	VERB	VERB	_	133	ccomp	_	TokenRange=767:774
140	nem	_	CCONJ	CONJ	_	141	cc	_	TokenRange=775:778
141	sugerem	sugerir	VERB	VERB	_	139	conj	_	TokenRange=779:786
142	qualquer	_	DET	DET	_	143	det	_	TokenRange=787:795
143	mencao	mencao	NOUN	NOUN	_	141	obj	_	TokenRange=796:802
144	ou	ou	CCONJ	CONJ	_	145	cc	_	TokenRange=803:805
145	tentativa	_	NOUN	NOUN	_	143	conj	_	TokenRange=806:815
146	de	_	ADP	ADP	_	147	mark	_	TokenRange=816:818
147	interferir	interferir	VERB	VERB	_	145	nmod	_	TokenRange=819:829
148-149	na	_	_	_	_	_	_	_	TokenRange=830:832
148	em	em	ADP	ADP	_	150	case	_	_
149	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	150	det	_	_
150	lava	lava	NOUN	NOUN	_	147	nmod	_	TokenRange=833:837
151	jato	jato	NOUN	NOUN	_	150	flat	_	TokenRange=838:842
152	ou	ou	CCONJ	CONJ	_	153	cc	_	TokenRange=843:845
153	solucoes	solucoe	NOUN	NOUN	_	143	conj	_	TokenRange=846:854
154	anomalas	anomalo	ADJ	ADJ	_	153	amod	_	TokenRange=855:863
155	e	e	CCONJ	CONJ	_	159	cc	_	TokenRange=864:865
156	nao	nao	ADV	ADV	Polarity=Neg	159	advmod	_	TokenRange=866:869
157	seria	_	AUX	AUX	_	159	cop	_	TokenRange=870:875
158	o	o	DET	DET	_	159	det	_	TokenRange=876:877
159	caso	caso	NOUN	NOUN	_	143	conj	_	TokenRange=878:882
160	porque	_	CCONJ	CONJ	_	163	mark	_	TokenRange=883:889
161	nada	_	PRON	PRON	_	163	nsubj	_	TokenRange=890:894
162	vai	ir	AUX	AUX	_	163	aux	_	TokenRange=895:898
163	interferir	interferir	VERB	VERB	_	159	advcl	_	TokenRange=899:909
164-165	nas	_	_	_	_	_	_	_	TokenRange=910:913
164	em	em	ADP	ADP	_	166	case	_	_
165	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	166	det	_	_
166	investigacoes	investigacoe	NOUN	NOUN	_	163	nmod	_	TokenRange=914:927

